,Wavenumber,H2453
0,1200,0.003021033
1,1198,0.004138126
2,1196,0.004941769
3,1194,0.005335414
4,1192,0.005384806999999999
5,1190,0.0053517090000000005
6,1188,0.005564087
7,1186,0.006162364
8,1184,0.006897813
9,1182,0.0075166880000000005
10,1180,0.007557746
11,1178,0.006740513
12,1176,0.005112273
13,1174,0.0032257740000000003
14,1172,0.001649967
15,1170,0.0005980380000000001
16,1168,-8.331e-06
17,1166,-0.000369788
18,1164,-0.001031681
19,1162,-0.002284225
20,1160,-0.004049584
21,1158,-0.005929894000000001
22,1156,-0.007683843
23,1154,-0.009060112
24,1152,-0.009669568
25,1150,-0.009165752
26,1148,-0.007464189
27,1146,-0.004541766
28,1144,-0.000667478
29,1142,0.0035396990000000003
30,1140,0.007127978
31,1138,0.009330099
32,1136,0.009751585
33,1134,0.008482994
34,1132,0.006026864
35,1130,0.0032148690000000004
36,1128,0.00082682
37,1126,-0.0008156519999999999
38,1124,-0.001804036
39,1122,-0.0022282770000000003
40,1120,-0.0021081629999999997
41,1118,-0.001370561
42,1116,-3.22e-06
43,1114,0.001908024
44,1112,0.003873262
45,1110,0.00518912
46,1108,0.005538547
47,1106,0.005059246
48,1104,0.004205815999999999
49,1102,0.003664363
50,1100,0.003964161
51,1098,0.005124502
52,1096,0.006417103
53,1094,0.006861254000000001
54,1092,0.00573501
55,1090,0.002752508
56,1088,-0.0017996470000000001
57,1086,-0.007120685
58,1084,-0.011927717
59,1082,-0.01502274
60,1080,-0.015739059
61,1078,-0.014081056000000002
62,1076,-0.010559165
63,1074,-0.006412613
64,1072,-0.0030575690000000004
65,1070,-0.0011464819999999999
66,1068,-0.00042429800000000004
67,1066,-0.00040122800000000006
68,1064,-0.000550799
69,1062,-0.000227296
70,1060,0.00125655
71,1058,0.00382612
72,1056,0.006830101999999999
73,1054,0.00922744
74,1052,0.009674259000000001
75,1050,0.00704253
76,1048,0.001326087
77,1046,-0.005946631
78,1044,-0.012476658
79,1042,-0.016449289
80,1040,-0.017089428
81,1038,-0.015056197
82,1036,-0.011781565
83,1034,-0.008862294
84,1032,-0.006998729
85,1030,-0.006134021
86,1028,-0.0059596269999999995
87,1026,-0.005956194000000001
88,1024,-0.005571586999999999
89,1022,-0.004529928
90,1020,-0.0028299379999999997
91,1018,-0.0007225010000000001
92,1016,0.001706193
93,1014,0.004168833
94,1012,0.006055186999999999
95,1010,0.006946206
96,1008,0.006762748000000001
97,1006,0.00579706
98,1004,0.004268408
99,1002,0.002459266
100,1000,0.0007687839999999999
101,998,-0.000450695
102,996,-0.001082831
103,994,-0.00103726
104,992,-0.000229557
105,990,0.0014601710000000001
106,988,0.003679452
107,986,0.005921416999999999
108,984,0.007693628
109,982,0.008609305
110,980,0.008387647
111,978,0.007062016999999999
112,976,0.004872329
113,974,0.002274747
114,972,-0.000379176
115,970,-0.002649585
116,968,-0.004099287
117,966,-0.004464104
118,964,-0.0038100890000000004
119,962,-0.002349569
120,960,-0.000552769
121,958,0.001233331
122,956,0.002679237
123,954,0.003559006
124,952,0.003807723
125,950,0.003668055
126,948,0.003383497
127,946,0.003217657
128,944,0.00314707
129,942,0.003016393
130,940,0.0025038589999999998
131,938,0.0015706239999999998
132,936,0.00038854300000000004
133,934,-0.000654375
134,932,-0.001164139
135,930,-0.00093836
136,928,-0.00033432599999999997
137,926,0.000191224
138,924,0.00023747400000000002
139,922,-0.00026985299999999997
140,920,-0.0012364960000000001
141,918,-0.0022813000000000004
142,916,-0.002947886
143,914,-0.002901795
144,912,-0.002167393
145,910,-0.00080393
146,908,0.000790111
147,906,0.002159877
148,904,0.0029543440000000002
149,902,0.0031041
150,900,0.002679088
