,Wavenumber,Kp224MH.18H
0,1200,0.0035178329999999997
1,1198,0.004717202
2,1196,0.005556421999999999
3,1194,0.006061341
4,1192,0.005830908
5,1190,0.005430127
6,1188,0.006161544000000001
7,1186,0.008086224
8,1184,0.009033515
9,1182,0.008607366
10,1180,0.006827726
11,1178,0.004160392
12,1176,0.000933785
13,1174,-0.0011956669999999999
14,1172,-0.00099319
15,1170,0.000452229
16,1168,0.001074993
17,1166,0.001233085
18,1164,0.000762523
19,1162,-0.00046045300000000004
20,1160,-0.002548113
21,1158,-0.004731175
22,1156,-0.006597067
23,1154,-0.0076647009999999995
24,1152,-0.007951054
25,1150,-0.006601625
26,1148,-0.0037947840000000003
27,1146,-0.00035047
28,1144,0.002770885
29,1142,0.005411415
30,1140,0.006948014000000001
31,1138,0.007480764
32,1136,0.00702721
33,1134,0.00614695
34,1132,0.004789298
35,1130,0.0030731509999999997
36,1128,0.001195433
37,1126,-0.00042552199999999996
38,1124,-0.002081145
39,1122,-0.00322978
40,1120,-0.003748381
41,1118,-0.0032581479999999998
42,1116,-0.001779566
43,1114,0.000505318
44,1112,0.002699353
45,1110,0.0043595759999999996
46,1108,0.004748742
47,1106,0.004194782
48,1104,0.003091905
49,1102,0.00259442
50,1100,0.003159037
51,1098,0.0048355709999999994
52,1096,0.006309606
53,1094,0.006255666
54,1092,0.003331975
55,1090,-0.001967703
56,1088,-0.008506294000000001
57,1086,-0.014385141
58,1084,-0.018230514
59,1082,-0.018784935
60,1080,-0.016566997
61,1078,-0.012395441
62,1076,-0.00727218
63,1074,-0.001920327
64,1072,0.002206411
65,1070,0.004699227
66,1068,0.0052664569999999996
67,1066,0.004441034
68,1064,0.0024068970000000003
69,1062,0.000332622
70,1060,-0.000981258
71,1058,-0.0009704189999999999
72,1056,5.1498999999999996e-05
73,1054,0.0018399879999999999
74,1052,0.003070713
75,1050,0.003066745
76,1048,0.00153552
77,1046,-0.000856065
78,1044,-0.003681169
79,1042,-0.005673778000000001
80,1040,-0.0066147490000000005
81,1038,-0.0067020890000000005
82,1036,-0.0065735509999999995
83,1034,-0.006219005
84,1032,-0.006003122
85,1030,-0.0058511480000000005
86,1028,-0.005827801999999999
87,1026,-0.00518763
88,1024,-0.0041317590000000005
89,1022,-0.0027456159999999998
90,1020,-0.001371298
91,1018,0.000421029
92,1016,0.002533491
93,1014,0.004937675
94,1012,0.006940598
95,1010,0.008624065
96,1008,0.009416859
97,1006,0.009087321
98,1004,0.007109343000000001
99,1002,0.004076724
100,1000,0.00034384199999999996
101,998,-0.003407067
102,996,-0.006686809
103,994,-0.008275616999999999
104,992,-0.007838595
105,990,-0.00518916
106,988,-0.001220323
107,986,0.003456993
108,984,0.007326737
109,982,0.009554726
110,980,0.00974316
111,978,0.008305526
112,976,0.00528715
113,974,0.0015798720000000002
114,972,-0.00202506
115,970,-0.004570148
116,968,-0.006227335
117,966,-0.006415766999999999
118,964,-0.005261231999999999
119,962,-0.0032031
120,960,-0.0010434189999999999
121,958,0.001229237
122,956,0.003263938
123,954,0.004875805
124,952,0.005447311
125,950,0.0054731369999999994
126,948,0.004867594
127,946,0.004088145
128,944,0.003282245
129,942,0.002621722
130,940,0.0016996429999999998
131,938,0.0008360360000000001
132,936,9.287000000000001e-06
133,934,-0.00015083799999999998
134,932,0.00036187800000000005
135,930,0.001608526
136,928,0.002594822
137,926,0.002851583
138,924,0.001775862
139,922,-0.000349064
140,920,-0.0032696340000000004
141,918,-0.005776107
142,916,-0.007034419
143,914,-0.006362324
144,912,-0.0044863279999999995
145,910,-0.001666658
146,908,0.001089117
147,906,0.0032112829999999997
148,904,0.004019748
149,902,0.004217806
150,900,0.003882647
