,Wavenumber,H49
0,1200,0.00326885
1,1198,0.004693874000000001
2,1196,0.005863576
3,1194,0.006588985
4,1192,0.006900681999999999
5,1190,0.006977143000000001
6,1188,0.007053175
7,1186,0.007316794000000001
8,1184,0.00777373
9,1182,0.008191732
10,1180,0.008153160999999999
11,1178,0.007351106
12,1176,0.005859655
13,1174,0.004086088
14,1172,0.0025197220000000003
15,1170,0.00142785
16,1168,0.00078252
17,1166,0.000253156
18,1164,-0.000570858
19,1162,-0.001985336
20,1160,-0.003903186
21,1158,-0.00604846
22,1156,-0.008053533
23,1154,-0.009630382
24,1152,-0.010338594
25,1150,-0.009818085
26,1148,-0.007841133
27,1146,-0.004562474
28,1144,-0.00036167400000000003
29,1142,0.003984476
30,1140,0.007622215999999999
31,1138,0.00974353
32,1136,0.010085624
33,1134,0.008785939
34,1132,0.006477043
35,1130,0.003829421
36,1128,0.001450748
37,1126,-0.000504779
38,1124,-0.001968061
39,1122,-0.002933914
40,1120,-0.0030983240000000004
41,1118,-0.002224804
42,1116,-0.00015900000000000002
43,1114,0.002592054
44,1112,0.005262441999999999
45,1110,0.006862718
46,1108,0.007011644
47,1106,0.005785485999999999
48,1104,0.004072462
49,1102,0.002869068
50,1100,0.0030817979999999997
51,1098,0.004585579
52,1096,0.006545901999999999
53,1094,0.007368129
54,1092,0.006142919
55,1090,0.002385494
56,1088,-0.003067865
57,1086,-0.008910488000000001
58,1084,-0.013431621999999999
59,1082,-0.015735588999999998
60,1080,-0.015471987
61,1078,-0.01334737
62,1076,-0.009951801
63,1074,-0.0064696
64,1072,-0.0034622290000000003
65,1070,-0.001566093
66,1068,-0.000763452
67,1066,-0.00106926
68,1064,-0.001739811
69,1062,-0.002076334
70,1060,-0.000859592
71,1058,0.002295952
72,1056,0.007273723
73,1054,0.012185673000000001
74,1052,0.014854649
75,1050,0.013199538
76,1048,0.007077406
77,1046,-0.0022288670000000003
78,1044,-0.011757318999999999
79,1042,-0.018897658
80,1040,-0.021840747
81,1038,-0.021093335
82,1036,-0.017857725
83,1034,-0.013978863999999999
84,1032,-0.010479317
85,1030,-0.008149246
86,1028,-0.006775881
87,1026,-0.006201116
88,1024,-0.005855275
89,1022,-0.005522618000000001
90,1020,-0.00462685
91,1018,-0.00304063
92,1016,-0.000594316
93,1014,0.002266937
94,1012,0.005153868
95,1010,0.007277245999999999
96,1008,0.008282118
97,1006,0.008015462
98,1004,0.006615066
99,1002,0.004126257
100,1000,0.001034592
101,998,-0.0020740010000000002
102,996,-0.004339056
103,994,-0.005157673
104,992,-0.0040503940000000006
105,990,-0.001065803
106,988,0.0031785340000000002
107,986,0.007568961999999999
108,984,0.011106458999999999
109,982,0.012975491
110,980,0.012940573
111,978,0.011133405
112,976,0.007998673000000001
113,974,0.004055173
114,972,-2.3529e-05
115,970,-0.003588428
116,968,-0.005999852
117,966,-0.00688109
118,964,-0.006148275
119,962,-0.004135564
120,960,-0.0014372629999999998
121,958,0.001217185
122,956,0.00326025
123,954,0.004354577
124,952,0.004521843
125,950,0.00404742
126,948,0.00339706
127,946,0.0029984390000000003
128,944,0.0030287879999999997
129,942,0.0032869979999999997
130,940,0.0034277179999999997
131,938,0.0032365859999999996
132,936,0.0027935620000000003
133,934,0.002377591
134,932,0.002323183
135,930,0.002674425
136,928,0.0030373390000000004
137,926,0.0028021920000000002
138,924,0.0015348979999999998
139,922,-0.00076462
140,920,-0.003583662
141,918,-0.006082501999999999
142,916,-0.007386414
143,914,-0.00702793
144,912,-0.005098806
145,910,-0.002210574
146,908,0.000790813
147,906,0.003137635
148,904,0.004406236
149,902,0.004576381
150,900,0.003970737
