,Wavenumber,C1741
0,1200,0.004477216
1,1198,0.005720782
2,1196,0.006585253
3,1194,0.007176625
4,1192,0.0074661
5,1190,0.007713846
6,1188,0.008077251
7,1186,0.008471358
8,1184,0.008664524
9,1182,0.008299258
10,1180,0.007116354
11,1178,0.004981747
12,1176,0.002140108
13,1174,-0.0005201369999999999
14,1172,-0.002501466
15,1170,-0.003590958
16,1168,-0.0038687659999999996
17,1166,-0.003673572
18,1164,-0.0032311270000000003
19,1162,-0.00280829
20,1160,-0.0023351179999999997
21,1158,-0.0016549029999999999
22,1156,-0.001048338
23,1154,-0.000454546
24,1152,0.000191183
25,1150,0.001022137
26,1148,0.002244077
27,1146,0.003504926
28,1144,0.004536733
29,1142,0.004971418
30,1140,0.004511930999999999
31,1138,0.003432101
32,1136,0.001883586
33,1134,0.00024599
34,1132,-0.0009681789999999999
35,1130,-0.001664365
36,1128,-0.0016910529999999999
37,1126,-0.001344299
38,1124,-0.000945503
39,1122,-0.000607135
40,1120,-0.00036129699999999995
41,1118,0.00017182
42,1116,0.00120744
43,1114,0.002441261
44,1112,0.0036071420000000002
45,1110,0.004176628
46,1108,0.00399369
47,1106,0.003049398
48,1104,0.001841989
49,1102,0.001185982
50,1100,0.001577047
51,1098,0.0030320409999999996
52,1096,0.004902049
53,1094,0.005826618
54,1092,0.005215023
55,1090,0.0027554570000000002
56,1088,-0.000895693
57,1086,-0.004632185
58,1084,-0.0074881190000000005
59,1082,-0.00889911
60,1080,-0.009060164
61,1078,-0.008649387
62,1076,-0.007685602
63,1074,-0.006676856
64,1072,-0.005522946999999999
65,1070,-0.004416224
66,1068,-0.003678287
67,1066,-0.003495177
68,1064,-0.00404743
69,1062,-0.005236679
70,1060,-0.006398483000000001
71,1058,-0.007334675
72,1056,-0.007100756999999999
73,1054,-0.0057439809999999996
74,1052,-0.003630913
75,1050,-0.001478264
76,1048,2.9158e-05
77,1046,0.000883353
78,1044,0.0013399470000000002
79,1042,0.001562003
80,1040,0.002186246
81,1038,0.0026270259999999998
82,1036,0.0024123260000000002
83,1034,0.0009255660000000001
84,1032,-0.001849886
85,1030,-0.0052560409999999995
86,1028,-0.008707941
87,1026,-0.011531731000000002
88,1024,-0.013108477
89,1022,-0.01342884
90,1020,-0.012068386
91,1018,-0.009385968
92,1016,-0.005706096
93,1014,-0.0013601589999999999
94,1012,0.0029389620000000003
95,1010,0.006635081
96,1008,0.009201455
97,1006,0.01037464
98,1004,0.010192892
99,1002,0.008322238000000001
100,1000,0.005560597
101,998,0.002904839
102,996,0.001034608
103,994,0.000639391
104,992,0.001701165
105,990,0.003961532
106,988,0.006538006999999999
107,986,0.008220418
108,984,0.008652845
109,982,0.007515955
110,980,0.005150396
111,978,0.00231604
112,976,-0.000591286
113,974,-0.0029619909999999998
114,972,-0.004748929
115,970,-0.006001286
116,968,-0.006539601
117,966,-0.0064908330000000005
118,964,-0.005670540999999999
119,962,-0.004183991
120,960,-0.002226971
121,958,0.00018544400000000002
122,956,0.002429712
123,954,0.004323828
124,952,0.0056597240000000005
125,950,0.0062081409999999995
126,948,0.006292514
127,946,0.005886239000000001
128,944,0.005227467
129,942,0.004439608
130,940,0.003191722
131,938,0.001977347
132,936,0.001053195
133,934,0.0008767180000000001
134,932,0.0017760879999999999
135,930,0.003150628
136,928,0.004516038
137,926,0.004941615999999999
138,924,0.0035899120000000002
139,922,0.0007192969999999999
140,920,-0.003242052
141,918,-0.007019577
142,916,-0.009450942
143,914,-0.009950184
144,912,-0.008182301
145,910,-0.004929546
146,908,-0.001115779
147,906,0.002341739
148,904,0.0044384129999999996
149,902,0.005286164
150,900,0.005059837
