,Wavenumber,C1685
0,1200,0.004955598
1,1198,0.006077557
2,1196,0.00676163
3,1194,0.007114706
4,1192,0.007210077
5,1190,0.007309952
6,1188,0.007527573
7,1186,0.007758948000000001
8,1184,0.007793321999999999
9,1182,0.007237873000000001
10,1180,0.005823602
11,1178,0.003539757
12,1176,0.000769535
13,1174,-0.001610734
14,1172,-0.003076207
15,1170,-0.003486193
16,1168,-0.003107247
17,1166,-0.0024357420000000003
18,1164,-0.0018055360000000002
19,1162,-0.00149378
20,1160,-0.0013818139999999999
21,1158,-0.0012217180000000001
22,1156,-0.001097884
23,1154,-0.000862195
24,1152,-0.000405625
25,1150,0.00043647699999999995
26,1148,0.0018117670000000002
27,1146,0.0033148979999999997
28,1144,0.004678393
29,1142,0.005568061
30,1140,0.005662832
31,1138,0.005037046
32,1136,0.003704715
33,1134,0.0020403739999999997
34,1132,0.000564656
35,1130,-0.000622674
36,1128,-0.0013421020000000002
37,1126,-0.0018323970000000001
38,1124,-0.002330344
39,1122,-0.002821539
40,1120,-0.003048392
41,1118,-0.0024413629999999998
42,1116,-0.0007783880000000001
43,1114,0.0015112079999999998
44,1112,0.00385367
45,1110,0.005333853
46,1108,0.005562804
47,1106,0.0045341290000000005
48,1104,0.002971444
49,1102,0.001953252
50,1100,0.002202372
51,1098,0.003682953
52,1096,0.005444059
53,1094,0.005761346
54,1092,0.0038085009999999997
55,1090,-0.000536289
56,1088,-0.006043821
57,1086,-0.011014022
58,1084,-0.014045884
59,1082,-0.014510178
60,1080,-0.012810945
61,1078,-0.010123163000000001
62,1076,-0.007028113000000001
63,1074,-0.004300738
64,1072,-0.0020877770000000003
65,1070,-0.000651212
66,1068,-0.00018894599999999998
67,1066,-0.000767277
68,1064,-0.002313941
69,1062,-0.004444391
70,1060,-0.006265503
71,1058,-0.0073117419999999995
72,1056,-0.006736255
73,1054,-0.00474307
74,1052,-0.002050841
75,1050,0.00033693
76,1048,0.00169318
77,1046,0.001957195
78,1044,0.001457089
79,1042,0.0007275939999999999
80,1040,0.000553167
81,1038,0.000541832
82,1036,0.000318446
83,1034,-0.0005601219999999999
84,1032,-0.002139968
85,1030,-0.004041172
86,1028,-0.005897225999999999
87,1026,-0.007121636
88,1024,-0.007346386
89,1022,-0.00679768
90,1020,-0.0052678759999999995
91,1018,-0.0030001690000000004
92,1016,-0.000246317
93,1014,0.002735463
94,1012,0.005462014
95,1010,0.007677515
96,1008,0.009022523000000001
97,1006,0.009240466
98,1004,0.008387463000000001
99,1002,0.006218218
100,1000,0.003287193
101,998,0.00041996800000000006
102,996,-0.0016385929999999998
103,994,-0.002168025
104,992,-0.0010960310000000001
105,990,0.0013210070000000001
106,988,0.004237338
107,986,0.006497404
108,984,0.007592538
109,982,0.00719251
110,980,0.00553676
111,978,0.00314233
112,976,0.000328081
113,974,-0.002358261
114,972,-0.004707526
115,970,-0.00647492
116,968,-0.007324055
117,966,-0.0072565730000000005
118,964,-0.006151645
119,962,-0.004221202
120,960,-0.001819013
121,958,0.000744567
122,956,0.002905718
123,954,0.004601565
124,952,0.00567318
125,950,0.005977471
126,948,0.005887302
127,946,0.005450858
128,944,0.0047564190000000004
129,942,0.003766885
130,940,0.002345535
131,938,0.001020391
132,936,4.7191e-05
133,934,-0.00014223100000000001
134,932,0.00076083
135,930,0.0022130789999999997
136,928,0.003599969
137,926,0.003995043
138,924,0.0027033829999999997
139,922,-4.3752e-05
140,920,-0.003717911
141,918,-0.007037521999999999
142,916,-0.00891057
143,914,-0.008891758
144,912,-0.00681566
145,910,-0.00350068
146,908,8.932e-05
147,906,0.0030502479999999998
148,904,0.00462743
149,902,0.005065646
150,900,0.004702204000000001
