,Wavenumber,H1108
0,1200,0.005653186
1,1198,0.006460596
2,1196,0.0068459459999999995
3,1194,0.006912039
4,1192,0.006900936
5,1190,0.006988708000000001
6,1188,0.00716412
7,1186,0.007265214
8,1184,0.007012143
9,1182,0.006109742
10,1180,0.004377262
11,1178,0.002010125
12,1176,-0.00035704300000000003
13,1174,-0.001940804
14,1172,-0.002259773
15,1170,-0.001388004
16,1168,9.667200000000001e-05
17,1166,0.0013182139999999998
18,1164,0.0015230139999999998
19,1162,0.000500556
20,1160,-0.001281748
21,1158,-0.003081289
22,1156,-0.004217876
23,1154,-0.0043807279999999995
24,1152,-0.0035468929999999997
25,1150,-0.00202057
26,1148,-0.00022392200000000002
27,1146,0.001422861
28,1144,0.002788153
29,1142,0.0038606490000000003
30,1140,0.0047054620000000005
31,1138,0.005131798
32,1136,0.004922325
33,1134,0.0038376720000000003
34,1132,0.0020117060000000003
35,1130,-0.000180707
36,1128,-0.002070694
37,1126,-0.0031586979999999997
38,1124,-0.0030821
39,1122,-0.001930539
40,1120,9.331e-05
41,1118,0.002497555
42,1116,0.004832402
43,1114,0.006419996999999999
44,1112,0.0068357769999999995
45,1110,0.005830951
46,1108,0.0037727670000000002
47,1106,0.001156257
48,1104,-0.00118673
49,1102,-0.002618264
50,1100,-0.002482817
51,1098,-0.000829833
52,1096,0.002001136
53,1094,0.0049545529999999996
54,1092,0.007084759
55,1090,0.007256859
56,1088,0.005099912
57,1086,0.0006464919999999999
58,1084,-0.005058750999999999
59,1082,-0.010991561
60,1080,-0.015867149
61,1078,-0.019217065
62,1076,-0.020479615
63,1074,-0.019599801
64,1072,-0.016301449
65,1070,-0.0111933
66,1068,-0.005153268
67,1066,0.000210854
68,1064,0.003966127
69,1062,0.005527444
70,1060,0.005645481999999999
71,1058,0.005252185
72,1056,0.005556043
73,1054,0.00652892
74,1052,0.007749974000000001
75,1050,0.008371448
76,1048,0.008409253
77,1046,0.007926739
78,1044,0.007258102
79,1042,0.005897689
80,1040,0.003302647
81,1038,-0.0015747920000000002
82,1036,-0.008654248
83,1034,-0.016949987
84,1032,-0.024066771
85,1030,-0.027859381000000003
86,1028,-0.026751122999999998
87,1026,-0.021118681
88,1024,-0.01259806
89,1022,-0.004055872
90,1020,0.002312152
91,1018,0.005205588
92,1016,0.005095352
93,1014,0.003276223
94,1012,0.001645138
95,1010,0.001211894
96,1008,0.002179496
97,1006,0.003647146
98,1004,0.004605069
99,1002,0.0041700290000000004
100,1000,0.002439884
101,998,0.000137565
102,996,-0.001535017
103,994,-0.001717837
104,992,6.3038e-05
105,990,0.003380674
106,988,0.007177524
107,986,0.009934657
108,984,0.010517728999999998
109,982,0.008545111
110,980,0.004781623
111,978,0.000570498
112,976,-0.0027352179999999998
113,974,-0.004570078
114,972,-0.005098322
115,970,-0.005007246
116,968,-0.004809811
117,966,-0.0045922359999999995
118,964,-0.0039626159999999995
119,962,-0.0025641170000000003
120,960,-0.000334284
121,958,0.002348485
122,956,0.004908818
123,954,0.006775722
124,952,0.007704664
125,950,0.0077492130000000005
126,948,0.0072102369999999995
127,946,0.006377545
128,944,0.005333056
129,942,0.004007281
130,940,0.002409089
131,938,0.000819026
132,936,-0.00020087599999999998
133,934,-0.000110062
134,932,0.001279999
135,930,0.0035230920000000002
136,928,0.005533850999999999
137,926,0.006150088000000001
138,924,0.004681322
139,922,0.00121147
140,920,-0.003337529
141,918,-0.007546972
142,916,-0.009987078
143,914,-0.009809201
144,912,-0.007101675
145,910,-0.002756348
146,908,0.00186762
147,906,0.00545883
148,904,0.007215943000000001
149,902,0.007059613
150,900,0.005536371
