,Wavenumber,IR_KP129
0,1200,0.0032952159999999997
1,1198,0.004342696
2,1196,0.005284485
3,1194,0.006135056
4,1192,0.006972935
5,1190,0.007757531999999999
6,1188,0.008357891
7,1186,0.008674198000000001
8,1184,0.00855449
9,1182,0.007908086
10,1180,0.006498688000000001
11,1178,0.004550337
12,1176,0.002456837
13,1174,0.000864952
14,1172,0.000263853
15,1170,0.000687582
16,1168,0.001675415
17,1166,0.00265549
18,1164,0.002936019
19,1162,0.002115796
20,1160,3.162e-06
21,1158,-0.003061276
22,1156,-0.00661109
23,1154,-0.010041028
24,1152,-0.012542379
25,1150,-0.013206976
26,1148,-0.011677238000000001
27,1146,-0.008210921999999999
28,1144,-0.0035602809999999998
29,1142,0.001406379
30,1140,0.00572576
31,1138,0.008581512
32,1136,0.009613545
33,1134,0.00888764
34,1132,0.006754466
35,1130,0.003981603
36,1128,0.001307222
37,1126,-0.000801985
38,1124,-0.002081776
39,1122,-0.002468585
40,1120,-0.002170749
41,1118,-0.001443413
42,1116,-0.000365993
43,1114,0.00104365
44,1112,0.00250226
45,1110,0.00375631
46,1108,0.00482101
47,1106,0.00571264
48,1104,0.006335633
49,1102,0.006740778
50,1100,0.007156083000000001
51,1098,0.007613486
52,1096,0.007916798000000001
53,1094,0.007871586
54,1092,0.007066295
55,1090,0.005137363
56,1088,0.001929967
57,1086,-0.002567629
58,1084,-0.007777912
59,1082,-0.012864063
60,1080,-0.016750522
61,1078,-0.018490161
62,1076,-0.017788524
63,1074,-0.014780059
64,1072,-0.010148455
65,1070,-0.005243581999999999
66,1068,-0.0011907180000000001
67,1066,0.001291648
68,1064,0.002087036
69,1062,0.0014116970000000002
70,1060,-0.000250577
71,1058,-0.00247523
72,1056,-0.004612575
73,1054,-0.005993555
74,1052,-0.0061328269999999995
75,1050,-0.004992998
76,1048,-0.002965928
77,1046,-0.00065735
78,1044,0.001308549
79,1042,0.00214003
80,1040,0.00173312
81,1038,0.000237995
82,1036,-0.002016481
83,1034,-0.004652539
84,1032,-0.0070699859999999995
85,1030,-0.008802539
86,1028,-0.009700754
87,1026,-0.01007015
88,1024,-0.010146565
89,1022,-0.009949053000000001
90,1020,-0.009188315
91,1018,-0.007504079
92,1016,-0.004580067
93,1014,-0.00066235
94,1012,0.0035287720000000003
95,1010,0.007113561
96,1008,0.009510375
97,1006,0.010576687
98,1004,0.010243374
99,1002,0.008700823
100,1000,0.006179015
101,998,0.003032822
102,996,-0.000273965
103,994,-0.003057409
104,992,-0.00458222
105,990,-0.00435452
106,988,-0.002532679
107,986,0.00036778
108,984,0.0034112170000000002
109,982,0.005866358
110,980,0.007206028000000001
111,978,0.007297566
112,976,0.006323935
113,974,0.004645589
114,972,0.002605272
115,970,0.000691732
116,968,-0.00083618
117,966,-0.001727403
118,964,-0.0018796560000000002
119,962,-0.001247028
120,960,-5.2821e-05
121,958,0.0014132189999999998
122,956,0.0027835309999999997
123,954,0.003833311
124,952,0.0043132529999999995
125,950,0.0043083259999999995
126,948,0.00388656
127,946,0.003350325
128,944,0.002804058
129,942,0.00232543
130,940,0.001912981
131,938,0.001612463
132,936,0.001359084
133,934,0.00123819
134,932,0.0011623080000000001
135,930,0.0013476710000000002
136,928,0.001403465
137,926,0.0009321589999999999
138,924,-8.0585e-05
139,922,-0.001444803
140,920,-0.0030215890000000003
141,918,-0.004331527
142,916,-0.004868447
143,914,-0.004205964
144,912,-0.002771955
145,910,-0.0010113910000000002
146,908,0.0007023110000000001
147,906,0.002070072
148,904,0.002690782
149,902,0.0025919289999999998
150,900,0.002179375
