,Wavenumber,12G10
0,1200,0.003252912
1,1198,0.003994182
2,1196,0.004497079
3,1194,0.004867614
4,1192,0.005035714
5,1190,0.0052219879999999995
6,1188,0.005756288000000001
7,1186,0.006656564
8,1184,0.007246324
9,1182,0.007151558000000001
10,1180,0.006018388
11,1178,0.003932916
12,1176,0.001280221
13,1174,-0.00088809
14,1172,-0.001752351
15,1170,-0.001314055
16,1168,-0.00021740599999999998
17,1166,0.001030169
18,1164,0.0015386039999999998
19,1162,0.000944211
20,1160,-0.000757802
21,1158,-0.003154759
22,1156,-0.005693473
23,1154,-0.007415178000000001
24,1152,-0.007754418000000001
25,1150,-0.006408255
26,1148,-0.003605481
27,1146,8.991899999999999e-05
28,1144,0.003610367
29,1142,0.006080406
30,1140,0.007115243
31,1138,0.006936703000000001
32,1136,0.00566804
33,1134,0.00378851
34,1132,0.001746984
35,1130,-6.1769e-05
36,1128,-0.001428016
37,1126,-0.002173596
38,1124,-0.002376604
39,1122,-0.0021062
40,1120,-0.0015028860000000002
41,1118,-0.000408483
42,1116,0.001124631
43,1114,0.002919914
44,1112,0.004350214
45,1110,0.004827415
46,1108,0.004103755
47,1106,0.002452953
48,1104,0.00060323
49,1102,-0.000300855
50,1100,0.00022978900000000002
51,1098,0.00188208
52,1096,0.003538953
53,1094,0.0041254279999999996
54,1092,0.0027533659999999997
55,1090,-0.000657277
56,1088,-0.005230337
57,1086,-0.00949848
58,1084,-0.012235005
59,1082,-0.012601717
60,1080,-0.010662096999999999
61,1078,-0.007113289
62,1076,-0.003250979
63,1074,3.7304e-05
64,1072,0.002336789
65,1070,0.003682302
66,1068,0.00409238
67,1066,0.003695627
68,1064,0.0023466439999999997
69,1062,5.9028000000000005e-05
70,1060,-0.002714808
71,1058,-0.004972221
72,1056,-0.005807934
73,1054,-0.004735021
74,1052,-0.002413761
75,1050,3.445e-06
76,1048,0.0014100789999999998
77,1046,0.0014532820000000002
78,1044,0.000388654
79,1042,-0.001060793
80,1040,-0.002230412
81,1038,-0.002964026
82,1036,-0.003807042
83,1034,-0.004985285999999999
84,1032,-0.006386802
85,1030,-0.007665241
86,1028,-0.008592397
87,1026,-0.008740749
88,1024,-0.008090145
89,1022,-0.006758361
90,1020,-0.004808412
91,1018,-0.002114932
92,1016,0.000960775
93,1014,0.004025754
94,1012,0.006527644
95,1010,0.008106298
96,1008,0.008313352
97,1006,0.007416692
98,1004,0.005834288000000001
99,1002,0.004069957
100,1000,0.002570077
101,998,0.001953138
102,996,0.002334971
103,994,0.003536301
104,992,0.004643114
105,990,0.0051012670000000005
106,988,0.004551792
107,986,0.0029794870000000003
108,984,0.0006559830000000001
109,982,-0.001570236
110,980,-0.0030250309999999996
111,978,-0.0033613790000000003
112,976,-0.0029543259999999997
113,974,-0.002084078
114,972,-0.0013017999999999999
115,970,-0.000967993
116,968,-0.001075
117,966,-0.001102466
118,964,-0.000889569
119,962,-0.000180023
120,960,0.000858487
121,958,0.002027212
122,956,0.002870695
123,954,0.003333187
124,952,0.0034396820000000003
125,950,0.00335469
126,948,0.00300727
127,946,0.0026699540000000004
128,944,0.002199673
129,942,0.001726826
130,940,0.001123148
131,938,0.000473709
132,936,-7.9402e-05
133,934,-8.9336e-05
134,932,0.000385559
135,930,0.001153489
136,928,0.001644606
137,926,0.00156731
138,924,0.000502745
139,922,-0.001370185
140,920,-0.0035955009999999996
141,918,-0.005286127
142,916,-0.005966371
143,914,-0.005278978
144,912,-0.003328269
145,910,-0.00054763
146,908,0.002067696
147,906,0.003997848
148,904,0.004771643
149,902,0.004532825
150,900,0.003592969
