,Wavenumber,KP95
0,1200,0.002751871
1,1198,0.003437458
2,1196,0.004000626
3,1194,0.0043870359999999995
4,1192,0.0045662490000000005
5,1190,0.004723238
6,1188,0.005761345
7,1186,0.007534717
8,1184,0.008543407
9,1182,0.008345239
10,1180,0.006812975
11,1178,0.004149155
12,1176,0.000981475
13,1174,-0.001284466
14,1172,-0.001406119
15,1170,-0.00027667
16,1168,0.00061451
17,1166,0.001310554
18,1164,0.00129065
19,1162,0.000126849
20,1160,-0.0019255370000000002
21,1158,-0.004443474
22,1156,-0.006854501999999999
23,1154,-0.008360535
24,1152,-0.008434566
25,1150,-0.006555143
26,1148,-0.003190974
27,1146,0.000639633
28,1144,0.0039288990000000005
29,1142,0.0059532380000000005
30,1140,0.006534641999999999
31,1138,0.006070474
32,1136,0.004835096
33,1134,0.003216891
34,1132,0.0014754689999999999
35,1130,-0.000172438
36,1128,-0.001499071
37,1126,-0.0021976870000000003
38,1124,-0.0022976579999999997
39,1122,-0.001818304
40,1120,-0.000912843
41,1118,0.0005072680000000001
42,1116,0.002305285
43,1114,0.003879306
44,1112,0.004653101
45,1110,0.004391796
46,1108,0.002965766
47,1106,0.000965998
48,1104,-0.0008411339999999999
49,1102,-0.001497064
50,1100,-0.000677106
51,1098,0.001116289
52,1096,0.002953867
53,1094,0.003920842
54,1092,0.003231885
55,1090,0.0008382210000000001
56,1088,-0.0027346479999999997
57,1086,-0.006474898000000001
58,1084,-0.009246361
59,1082,-0.010149419
60,1080,-0.009152793000000001
61,1078,-0.006629053
62,1076,-0.003493226
63,1074,-0.000630279
64,1072,0.001378812
65,1070,0.002412256
66,1068,0.0027767959999999998
67,1066,0.0023936310000000002
68,1064,0.000962915
69,1062,-0.001227302
70,1060,-0.0037076120000000003
71,1058,-0.005534695
72,1056,-0.005757564000000001
73,1054,-0.00407942
74,1052,-0.00134289
75,1050,0.0011329460000000001
76,1048,0.002340271
77,1046,0.0020122129999999997
78,1044,0.000343395
79,1042,-0.001658914
80,1040,-0.0030302590000000004
81,1038,-0.0037641420000000003
82,1036,-0.00428258
83,1034,-0.004987406
84,1032,-0.006154469
85,1030,-0.007430915
86,1028,-0.008636429000000001
87,1026,-0.009198019
88,1024,-0.008806915
89,1022,-0.007482631
90,1020,-0.00526592
91,1018,-0.002575434
92,1016,0.00036647199999999996
93,1014,0.003778741
94,1012,0.006557681
95,1010,0.007730809
96,1008,0.007448392
97,1006,0.006612448000000001
98,1004,0.005444499
99,1002,0.003981816
100,1000,0.0030242840000000003
101,998,0.003219688
102,996,0.003613223
103,994,0.003985545
104,992,0.004570488
105,990,0.00495296
106,988,0.004087628
107,986,0.001892961
108,984,-0.000671358
109,982,-0.002815314
110,980,-0.004141597
111,978,-0.004082746
112,976,-0.0028455940000000003
113,974,-0.00104277
114,972,0.000240896
115,970,0.000763027
116,968,0.000833835
117,966,0.000674433
118,964,0.000422454
119,962,0.00048819
120,960,0.001027769
121,958,0.0018851120000000002
122,956,0.002518028
123,954,0.00294682
124,952,0.0031134179999999997
125,950,0.0030237529999999997
126,948,0.002551359
127,946,0.001922655
128,944,0.001338014
129,942,0.001015501
130,940,0.000850462
131,938,0.000779877
132,936,0.000628218
133,934,0.0008007930000000001
134,932,0.0012843919999999999
135,930,0.0018290379999999998
136,928,0.0019902
137,926,0.001644493
138,924,0.0004982890000000001
139,922,-0.001388976
140,920,-0.003637814
141,918,-0.005229259
142,916,-0.005810376
143,914,-0.005211275
144,912,-0.003667368
145,910,-0.001297343
146,908,0.001206636
147,906,0.003203369
148,904,0.004292385
149,902,0.004472851
150,900,0.00381452
