,Wavenumber,C1699
0,1200,0.004203424
1,1198,0.005305974000000001
2,1196,0.006251933
3,1194,0.006979101999999999
4,1192,0.007497269
5,1190,0.007869077
6,1188,0.00816803
7,1186,0.008463927
8,1184,0.00862003
9,1182,0.008346738000000001
10,1180,0.0072671440000000006
11,1178,0.005273234
12,1176,0.002717577
13,1174,0.000318502
14,1172,-0.0011822360000000001
15,1170,-0.001360825
16,1168,-0.00034821900000000004
17,1166,0.0012055430000000001
18,1164,0.0023991439999999998
19,1162,0.002473152
20,1160,0.001028425
21,1158,-0.001918926
22,1156,-0.005870583
23,1154,-0.00989686
24,1152,-0.01276267
25,1150,-0.013400856000000001
26,1148,-0.011295228000000001
27,1146,-0.006832633
28,1144,-0.001102033
29,1142,0.004486222
30,1140,0.008737776
31,1138,0.010960336000000001
32,1136,0.011136432
33,1134,0.009695332
34,1132,0.007361818000000001
35,1130,0.004762174
36,1128,0.002380129
37,1126,0.000376049
38,1124,-0.001190366
39,1122,-0.002289799
40,1120,-0.002669758
41,1118,-0.002070827
42,1116,-0.000339999
43,1114,0.002180398
44,1112,0.004866009
45,1110,0.0069185819999999995
46,1108,0.007985169
47,1106,0.008020679000000001
48,1104,0.007498662
49,1102,0.0069581930000000005
50,1100,0.006959849000000001
51,1098,0.0073360759999999995
52,1096,0.00745547
53,1094,0.0062204980000000005
54,1092,0.003133061
55,1090,-0.001814071
56,1088,-0.007429171
57,1086,-0.012256601
58,1084,-0.014831801
59,1082,-0.014881938
60,1080,-0.012872051
61,1078,-0.010210459
62,1076,-0.007794025
63,1074,-0.006302523000000001
64,1072,-0.005432444
65,1070,-0.0050203140000000005
66,1068,-0.00475787
67,1066,-0.004906779
68,1064,-0.005443902
69,1062,-0.006585414
70,1060,-0.00788633
71,1058,-0.008997897
72,1056,-0.008796089
73,1054,-0.006779895
74,1052,-0.0030214879999999997
75,1050,0.00147619
76,1048,0.0058752909999999995
77,1046,0.009049818000000001
78,1044,0.010455455
79,1042,0.009735196
80,1040,0.007316736999999999
81,1038,0.003179977
82,1036,-0.0023528729999999997
83,1034,-0.008743344
84,1032,-0.01483006
85,1030,-0.019695814
86,1028,-0.022274297999999998
87,1026,-0.022137705
88,1024,-0.019232558
89,1022,-0.01431198
90,1020,-0.00821111
91,1018,-0.002093927
92,1016,0.003147876
93,1014,0.006915299000000001
94,1012,0.009329806
95,1010,0.01066418
96,1008,0.011398677
97,1006,0.011730841
98,1004,0.011587723000000001
99,1002,0.01052152
100,1000,0.008436144
101,998,0.005649057
102,996,0.002880938
103,994,0.0009524189999999999
104,992,0.000598633
105,990,0.001988879
106,988,0.004560825
107,986,0.007139861
108,984,0.008609816
109,982,0.008244857
110,980,0.006004781999999999
111,978,0.0024534920000000003
112,976,-0.001511762
113,974,-0.005011873
114,972,-0.007399546999999999
115,970,-0.0083937
116,968,-0.008028814
117,966,-0.00662837
118,964,-0.0046483570000000005
119,962,-0.002489944
120,960,-0.000387866
121,958,0.001541135
122,956,0.0032497290000000002
123,954,0.004726027
124,952,0.005920676
125,950,0.006766952
126,948,0.007208825
127,946,0.007182618000000001
128,944,0.0064930019999999995
129,942,0.004942192
130,940,0.00257903
131,938,-0.000104635
132,936,-0.002298755
133,934,-0.0031878320000000003
134,932,-0.0024425429999999997
135,930,-0.000424611
136,928,0.001915818
137,926,0.003555428
138,924,0.003749957
139,922,0.0023338079999999997
140,920,-0.000197307
141,918,-0.0029535779999999997
142,916,-0.005059643
143,914,-0.005854936999999999
144,912,-0.005073635999999999
145,910,-0.0029178520000000003
146,908,-0.000122877
147,906,0.002423867
148,904,0.004057253
149,902,0.004533061
150,900,0.004064002
