,Wavenumber,K2
0,1200,0.0036199759999999996
1,1198,0.004892354
2,1196,0.005894162
3,1194,0.006572668
4,1192,0.006975279
5,1190,0.0072128240000000005
6,1188,0.007409300000000001
7,1186,0.007648593
8,1184,0.007771999
9,1182,0.007419628
10,1180,0.006166997
11,1178,0.003938074000000001
12,1176,0.001187857
13,1174,-0.00123003
14,1172,-0.002520739
15,1170,-0.002331381
16,1168,-0.00095192
17,1166,0.000858855
18,1164,0.002172734
19,1162,0.002296441
20,1160,0.001019739
21,1158,-0.001452231
22,1156,-0.004584403
23,1154,-0.007574195
24,1152,-0.009433177
25,1150,-0.009349373000000001
26,1148,-0.007088085
27,1146,-0.003161202
28,1144,0.001456164
29,1142,0.005659406
30,1140,0.008600116
31,1138,0.009841891
32,1136,0.009455236
33,1134,0.007821653000000001
34,1132,0.005539535
35,1130,0.00318815
36,1128,0.001178481
37,1126,-0.000400002
38,1124,-0.001575108
39,1122,-0.002410676
40,1120,-0.002761199
41,1118,-0.002378729
42,1116,-0.000974087
43,1114,0.001294667
44,1112,0.0038630979999999997
45,1110,0.005910874
46,1108,0.006958494
47,1106,0.006875856999999999
48,1104,0.006081085
49,1102,0.005217375
50,1100,0.005039623
51,1098,0.005625919
52,1096,0.0063720140000000005
53,1094,0.006049854
54,1092,0.003908523
55,1090,-0.000230058
56,1088,-0.005480709
57,1086,-0.010503759
58,1084,-0.013754976
59,1082,-0.014652715
60,1080,-0.013377681
61,1078,-0.010931507
62,1076,-0.008103167
63,1074,-0.005630334
64,1072,-0.003520123
65,1070,-0.001873858
66,1068,-0.00068531
67,1066,-0.00039115300000000004
68,1064,-0.0010887919999999999
69,1062,-0.002932938
70,1060,-0.005513717
71,1058,-0.008205014
72,1056,-0.009630369
73,1054,-0.009032173000000001
74,1052,-0.006311909
75,1050,-0.002405122
76,1048,0.0017638220000000002
77,1046,0.00513223
78,1044,0.00717777
79,1042,0.007611325
80,1040,0.006755271
81,1038,0.004499653
82,1036,0.0008703160000000001
83,1034,-0.003903836
84,1032,-0.008867835
85,1030,-0.013115168
86,1028,-0.015691262
87,1026,-0.016159763
88,1024,-0.014378499
89,1022,-0.010928115
90,1020,-0.006486643
91,1018,-0.0018873470000000002
92,1016,0.002167109
93,1014,0.005086585
94,1012,0.006894435
95,1010,0.00782713
96,1008,0.008348063000000001
97,1006,0.00865852
98,1004,0.008684674
99,1002,0.008034478000000001
100,1000,0.0064564259999999995
101,998,0.004126701
102,996,0.00173256
103,994,3.8385e-05
104,992,-0.000281194
105,990,0.000952943
106,988,0.003258819
107,986,0.005647433
108,984,0.007123971
109,982,0.007111649
110,980,0.00562674
111,978,0.0030710190000000004
112,976,4.7271e-05
113,974,-0.0028500070000000003
114,972,-0.005167364
115,970,-0.006653029
116,968,-0.007186100000000001
117,966,-0.006774764
118,964,-0.005581784
119,962,-0.003875463
120,960,-0.0018798999999999999
121,958,0.000230203
122,956,0.002300394
123,954,0.004190605
124,952,0.005779248000000001
125,950,0.006944088
126,948,0.007577568000000001
127,946,0.007609414
128,944,0.006871388000000001
129,942,0.005125254
130,940,0.002394505
131,938,-0.0007570060000000001
132,936,-0.0033403029999999998
133,934,-0.004382037
134,932,-0.0034626659999999997
135,930,-0.000928891
136,928,0.0021226999999999995
137,926,0.00433504
138,924,0.004737181
139,922,0.003165225
140,920,0.00020867599999999998
141,918,-0.0030830259999999996
142,916,-0.005596345
143,914,-0.006478583
144,912,-0.005484435
145,910,-0.00302669
146,908,1.1133e-05
147,906,0.002609664
148,904,0.003984953
149,902,0.00397193
150,900,0.003045052
