,Wavenumber,C1709
0,1200,0.003820573
1,1198,0.004966213
2,1196,0.005961293
3,1194,0.006760601999999999
4,1192,0.007338976999999999
5,1190,0.007746398000000001
6,1188,0.008136236
7,1186,0.008569845999999999
8,1184,0.008797854
9,1182,0.00851225
10,1180,0.007368904
11,1178,0.005322838000000001
12,1176,0.0027370640000000004
13,1174,0.000408492
14,1172,-0.000856142
15,1170,-0.000769113
16,1168,0.000383206
17,1166,0.001960535
18,1164,0.0030162340000000004
19,1162,0.002721103
20,1160,0.0006761930000000001
21,1158,-0.002995266
22,1156,-0.007658476
23,1154,-0.012195464
24,1152,-0.015198801999999999
25,1150,-0.015505171000000002
26,1148,-0.012721386000000001
27,1146,-0.007461206
28,1144,-0.001012021
29,1142,0.005110359
30,1140,0.009655429
31,1138,0.01198718
32,1136,0.012148575
33,1134,0.010610405
34,1132,0.00807761
35,1130,0.005210277
36,1128,0.002540781
37,1126,0.00031397
38,1124,-0.0013927420000000002
39,1122,-0.002513616
40,1120,-0.0028579559999999996
41,1118,-0.002235913
42,1116,-0.000525182
43,1114,0.001972736
44,1112,0.0046776990000000004
45,1110,0.006886451
46,1108,0.008190306
47,1106,0.008531867
48,1104,0.00829552
49,1102,0.00796341
50,1100,0.008002255
51,1098,0.008263886
52,1096,0.008115622
53,1094,0.00657168
54,1092,0.0031132779999999997
55,1090,-0.002117308
56,1088,-0.007954175
57,1086,-0.013044802
58,1084,-0.016031343
59,1082,-0.016485572
60,1080,-0.014753219
61,1078,-0.01200719
62,1076,-0.009189156
63,1074,-0.007014166999999999
64,1072,-0.0054936790000000004
65,1070,-0.0046688120000000005
66,1068,-0.004252985
67,1066,-0.004367971
68,1064,-0.005003513
69,1062,-0.006204928
70,1060,-0.007490489
71,1058,-0.008314823
72,1056,-0.007708183
73,1054,-0.005283358
74,1052,-0.00124053
75,1050,0.003293975
76,1048,0.007356569
77,1046,0.010014039
78,1044,0.010797693999999998
79,1042,0.009503382
80,1040,0.00650462
81,1038,0.001915815
82,1036,-0.0038694909999999996
83,1034,-0.01029094
84,1032,-0.016236943
85,1030,-0.02074106
86,1028,-0.022892817000000003
87,1026,-0.0222658
88,1024,-0.018795345
89,1022,-0.013253531
90,1020,-0.00666878
91,1018,-0.000269803
92,1016,0.004977587
93,1014,0.008455445
94,1012,0.010240337
95,1010,0.010767451
96,1008,0.010678455
97,1006,0.010358345
98,1004,0.009851252
99,1002,0.00887213
100,1000,0.007220125
101,998,0.00504547
102,996,0.00291172
103,994,0.001511169
104,992,0.0014573079999999998
105,990,0.002929215
106,988,0.005357732
107,986,0.007662175
108,984,0.008778538
109,982,0.008117026999999999
110,980,0.005724483000000001
111,978,0.00218121
112,976,-0.0016142110000000002
113,974,-0.004799973
114,972,-0.006838817
115,970,-0.007538648
116,968,-0.0070261130000000005
117,966,-0.005647676
118,964,-0.003828122
119,962,-0.001914435
120,960,-0.000116111
121,958,0.0015232020000000002
122,956,0.002991261
123,954,0.004304837
124,952,0.0053961569999999995
125,950,0.006173435
126,948,0.00657144
127,946,0.006501336
128,944,0.005775354
129,942,0.004261999
130,940,0.001997943
131,938,-0.000517134
132,936,-0.002545692
133,934,-0.0033571729999999998
134,932,-0.0026699740000000003
135,930,-0.000792681
136,928,0.001472721
137,926,0.003168442
138,924,0.003536596
139,922,0.002417402
140,920,0.000206648
141,918,-0.002335202
142,916,-0.004398171
143,914,-0.005270151
144,912,-0.004686145
145,910,-0.002820595
146,908,-0.000302542
147,906,0.002071841
148,904,0.003663463
149,902,0.004218928
150,900,0.0038812770000000003
