,Wavenumber,H1144
0,1200,0.0040237
1,1198,0.005228184
2,1196,0.006276891
3,1194,0.00706857
4,1192,0.007610578000000001
5,1190,0.007964894
6,1188,0.008203975
7,1186,0.008379543
8,1184,0.008377504000000001
9,1182,0.007906399
10,1180,0.006625293000000001
11,1178,0.004475517
12,1176,0.00191613
13,1174,-0.00025703900000000003
14,1172,-0.0013181870000000002
15,1170,-0.000981148
16,1168,0.00046719999999999997
17,1166,0.002270102
18,1164,0.0035057409999999997
19,1162,0.0034197529999999998
20,1160,0.001713874
21,1158,-0.0015351339999999998
22,1156,-0.00579745
23,1154,-0.010135805999999999
24,1152,-0.013238757
25,1150,-0.013948543999999998
26,1148,-0.011714897
27,1146,-0.007001975
28,1144,-0.000990336
29,1142,0.0048154009999999995
30,1140,0.009185795
31,1138,0.011412037
32,1136,0.011517649
33,1134,0.009945605
34,1132,0.007468306
35,1130,0.004735390999999999
36,1128,0.002269363
37,1126,0.000258067
38,1124,-0.0012361639999999999
39,1122,-0.002257996
40,1120,-0.0026370070000000002
41,1118,-0.002207413
42,1116,-0.000758433
43,1114,0.001428379
44,1112,0.003821888
45,1110,0.005659153
46,1108,0.00657478
47,1106,0.00649621
48,1104,0.005940371
49,1102,0.00548448
50,1100,0.00575419
51,1098,0.00660549
52,1096,0.007385627
53,1094,0.006854093
54,1092,0.004396787
55,1090,-4.2594e-05
56,1088,-0.005361675
57,1086,-0.010236648000000001
58,1084,-0.013203751000000001
59,1082,-0.013897794
60,1080,-0.012558818999999999
61,1078,-0.010315181999999999
62,1076,-0.007855883000000001
63,1074,-0.005870149
64,1072,-0.004246548
65,1070,-0.003133061
66,1068,-0.002435917
67,1066,-0.002606246
68,1064,-0.003596502
69,1062,-0.005527905
70,1060,-0.007834411
71,1058,-0.01000808
72,1056,-0.010754035
73,1054,-0.009472326
74,1052,-0.00601734
75,1050,-0.0013748270000000001
76,1048,0.003626617
77,1046,0.007824388
78,1044,0.010601151000000001
79,1042,0.011355741
80,1040,0.010239429
81,1038,0.007007166
82,1036,0.0018662
83,1034,-0.004794786
84,1032,-0.01167263
85,1030,-0.017647779
86,1028,-0.021463897000000003
87,1026,-0.022567712
88,1024,-0.020680092
89,1022,-0.016404423
90,1020,-0.010490846000000002
91,1018,-0.004148273
92,1016,0.001625317
93,1014,0.005929749000000001
94,1012,0.008727499
95,1010,0.010257779
96,1008,0.011106382
97,1006,0.011538153999999998
98,1004,0.011498155
99,1002,0.010429601
100,1000,0.008075945
101,998,0.004633646
102,996,0.000945981
103,994,-0.001974279
104,992,-0.003087382
105,990,-0.0019496160000000002
106,988,0.001048338
107,986,0.004689704
108,984,0.007637318000000001
109,982,0.008818191
110,980,0.007880891
111,978,0.005163404
112,976,0.0015447220000000001
113,974,-0.002047788
114,972,-0.004841034
115,970,-0.006453103000000001
116,968,-0.006784409
117,966,-0.006045218000000001
118,964,-0.004572734
119,962,-0.002738157
120,960,-0.000781916
121,958,0.001162035
122,956,0.0030397270000000003
123,954,0.004763122
124,952,0.00620704
125,950,0.007235598
126,948,0.007746743
127,946,0.0076236080000000005
128,944,0.006704826999999999
129,942,0.0048462340000000005
130,940,0.0021346439999999998
131,938,-0.0008890189999999999
132,936,-0.003312173
133,934,-0.004249736
134,932,-0.0033099790000000002
135,930,-0.000849527
136,928,0.002113464
137,926,0.004315247
138,924,0.004823928
139,922,0.0034089059999999997
140,920,0.000539854
141,918,-0.002842035
142,916,-0.005643625
143,914,-0.006987752
144,912,-0.0064847609999999995
145,910,-0.004355701
146,908,-0.001304799
147,906,0.001721847
148,904,0.0038957909999999996
149,902,0.004832306
150,900,0.004652513
