,Wavenumber,K344
0,1200,0.002299056
1,1198,0.003798975
2,1196,0.005419446
3,1194,0.006904203
4,1192,0.007959043
5,1190,0.008447866
6,1188,0.00838412
7,1186,0.007873614000000001
8,1184,0.006849849
9,1182,0.005312488000000001
10,1180,0.0032416859999999997
11,1178,0.0008439680000000001
12,1176,-0.00147846
13,1174,-0.0030373809999999996
14,1172,-0.003311444
15,1170,-0.002330842
16,1168,-0.0007727439999999999
17,1166,0.000473697
18,1164,0.000643053
19,1162,-0.00046494699999999995
20,1160,-0.002493385
21,1158,-0.004619946
22,1156,-0.006029786999999999
23,1154,-0.006154169
24,1152,-0.00480725
25,1150,-0.00209563
26,1148,0.0014870979999999998
27,1146,0.005178181
28,1144,0.008176344
29,1142,0.009911445
30,1140,0.010082593
31,1138,0.008804491
32,1136,0.00648476
33,1134,0.003693314
34,1132,0.00104297
35,1130,-0.0009489110000000001
36,1128,-0.002120964
37,1126,-0.002690037
38,1124,-0.0030241870000000002
39,1122,-0.0032901790000000003
40,1120,-0.003472345
41,1118,-0.003351315
42,1116,-0.002551994
43,1114,-0.001015057
44,1112,0.000863736
45,1110,0.002512162
46,1108,0.0036023279999999997
47,1106,0.004149038
48,1104,0.004489334
49,1102,0.005187022
50,1100,0.006718529
51,1098,0.008842015
52,1096,0.010618561
53,1094,0.010847803999999999
54,1092,0.008761040999999999
55,1090,0.004244572
56,1088,-0.001932646
57,1086,-0.00840778
58,1084,-0.013699571
59,1082,-0.016895615
60,1080,-0.017752219
61,1078,-0.016692537
62,1076,-0.014266326000000001
63,1074,-0.011153898999999998
64,1072,-0.007841653
65,1070,-0.004722581
66,1068,-0.002152744
67,1066,-0.00056492
68,1064,-0.000125378
69,1062,-0.000837831
70,1060,-0.002338395
71,1058,-0.004095082
72,1056,-0.0052757509999999995
73,1054,-0.005390636
74,1052,-0.004506062
75,1050,-0.00313085
76,1048,-0.0016786470000000001
77,1046,-0.000482
78,1044,0.000378291
79,1042,0.0009398010000000001
80,1040,0.001264591
81,1038,0.0010402480000000001
82,1036,-8.9349e-05
83,1034,-0.002108393
84,1032,-0.004494044
85,1030,-0.006474511999999999
86,1028,-0.007370204
87,1026,-0.007020949
88,1024,-0.0056805119999999995
89,1022,-0.003949175
90,1020,-0.002287609
91,1018,-0.0007036439999999999
92,1016,0.001036711
93,1014,0.003221737
94,1012,0.0058740680000000005
95,1010,0.008557123
96,1008,0.010453440999999999
97,1006,0.01077261
98,1004,0.009132560999999999
99,1002,0.005701041
100,1000,0.0011568239999999999
101,998,-0.0033172659999999997
102,996,-0.006554595
103,994,-0.007794904
104,992,-0.006897958
105,990,-0.004151981
106,988,-0.000337767
107,986,0.003548636
108,984,0.006578794000000001
109,982,0.008286678
110,980,0.008562877
111,978,0.007580766
112,976,0.005579529000000001
113,974,0.002995684
114,972,0.000275025
115,970,-0.002128595
116,968,-0.00381171
117,966,-0.004466396
118,964,-0.004064242
119,962,-0.002743909
120,960,-0.0008318910000000001
121,958,0.0013112979999999998
122,956,0.0032452979999999998
123,954,0.004693378
124,952,0.00544801
125,950,0.0054140709999999995
126,948,0.004678805
127,946,0.003597168
128,944,0.002466397
129,942,0.001517181
130,940,0.000757799
131,938,0.000260278
132,936,5.076e-05
133,934,0.000192415
134,932,0.000668885
135,930,0.0013866279999999998
136,928,0.001978196
137,926,0.002075369
138,924,0.001309555
139,922,-0.00028843099999999996
140,920,-0.00230112
141,918,-0.004067178
142,916,-0.004996464
143,914,-0.004711524
144,912,-0.003288845
145,910,-0.001113403
146,908,0.0010769710000000001
147,906,0.002704522
148,904,0.003424852
149,902,0.003268577
150,900,0.0025043
