,Wavenumber,IR_KP01
0,1200,-0.004203322
1,1198,-0.004673041
2,1196,-0.0027816890000000004
3,1194,0.0011050489999999999
4,1192,0.005781751999999999
5,1190,0.009865798
6,1188,0.012464306999999999
7,1186,0.01342212
8,1184,0.012668077
9,1182,0.010459152
10,1180,0.007153341
11,1178,0.003331463
12,1176,-0.000184804
13,1174,-0.0024331129999999998
14,1172,-0.0029589259999999997
15,1170,-0.0022188629999999997
16,1168,-0.0013783270000000002
17,1166,-0.001221664
18,1164,-0.002111194
19,1162,-0.003710522
20,1160,-0.005290244
21,1158,-0.006160237
22,1156,-0.006069358
23,1154,-0.0050496759999999995
24,1152,-0.003336594
25,1150,-0.001135654
26,1148,0.001352379
27,1146,0.003937352
28,1144,0.006196571999999999
29,1142,0.00772125
30,1140,0.008063651
31,1138,0.006872385999999999
32,1136,0.004034551
33,1134,-1.5752e-05
34,1132,-0.00422067
35,1130,-0.00723069
36,1128,-0.008121191
37,1126,-0.006701605
38,1124,-0.00372809
39,1122,-0.00042294699999999996
40,1120,0.0022009910000000002
41,1118,0.003808528
42,1116,0.004506513
43,1114,0.0045787729999999995
44,1112,0.004305532
45,1110,0.0038893309999999998
46,1108,0.0032978829999999997
47,1106,0.00277611
48,1104,0.0029800259999999998
49,1102,0.004377333
50,1100,0.0068658669999999995
51,1098,0.009792518
52,1096,0.011836776
53,1094,0.011299429
54,1092,0.007039878
55,1090,-0.000347718
56,1088,-0.008735864
57,1086,-0.015728117
58,1084,-0.019513106000000002
59,1082,-0.01954161
60,1080,-0.016593596000000002
61,1078,-0.012120152
62,1076,-0.007412022
63,1074,-0.003163586
64,1072,0.000396005
65,1070,0.002976742
66,1068,0.004220572
67,1066,0.003962288
68,1064,0.002367642
69,1062,-0.000269246
70,1060,-0.003386739
71,1058,-0.006246633000000001
72,1056,-0.008031996
73,1054,-0.008301984
74,1052,-0.007158932
75,1050,-0.004853612
76,1048,-0.0017860929999999999
77,1046,0.001309004
78,1044,0.00375876
79,1042,0.005052904
80,1040,0.00487633
81,1038,0.002826838
82,1036,-0.001153335
83,1034,-0.006056809
84,1032,-0.010584244
85,1030,-0.013728823999999999
86,1028,-0.014782758
87,1026,-0.013590123999999999
88,1024,-0.01059084
89,1022,-0.006803811999999999
90,1020,-0.00329371
91,1018,-0.000499025
92,1016,0.001551091
93,1014,0.003183428
94,1012,0.004763806
95,1010,0.00647971
96,1008,0.008280824
97,1006,0.009907148000000001
98,1004,0.010904278
99,1002,0.011054099999999999
100,1000,0.010388086999999999
101,998,0.009035998
102,996,0.006965301
103,994,0.004386878
104,992,0.0017532239999999998
105,990,-0.00021858900000000002
106,988,-0.0007443969999999999
107,986,0.000608836
108,984,0.003245822
109,982,0.005659938000000001
110,980,0.0059748430000000005
111,978,0.003198716
112,976,-0.002092894
113,974,-0.007871103
114,972,-0.01171328
115,970,-0.012241182
116,968,-0.009735037
117,966,-0.005619865
118,964,-0.001723441
119,962,0.0009792960000000002
120,960,0.002473676
121,958,0.003406652
122,956,0.004244612
123,954,0.005042256
124,952,0.005652994000000001
125,950,0.005911579
126,948,0.005660241
127,946,0.005067818
128,944,0.004177185999999999
129,942,0.003154084
130,940,0.002116875
131,938,0.00118174
132,936,0.000494972
133,934,0.000246173
134,932,0.000467755
135,930,0.001089167
136,928,0.001618699
137,926,0.0017376310000000001
138,924,0.0012102089999999999
139,922,1.9621e-05
140,920,-0.001527173
141,918,-0.003006274
142,916,-0.004022319
143,914,-0.004211684
144,912,-0.00364775
145,910,-0.002377442
146,908,-0.0007556430000000001
147,906,0.000790551
148,904,0.0018223979999999998
149,902,0.002195854
150,900,0.002100241
