,Wavenumber,K43
0,1200,0.003495162
1,1198,0.00473226
2,1196,0.005828305
3,1194,0.006713943000000001
4,1192,0.007407775
5,1190,0.007937979
6,1188,0.00835745
7,1186,0.008708933
8,1184,0.008928588000000001
9,1182,0.008774479
10,1180,0.007907711999999999
11,1178,0.006178281999999999
12,1176,0.003794869
13,1174,0.001285165
14,1172,-0.0007216639999999999
15,1170,-0.001827894
16,1168,-0.001949171
17,1166,-0.001428043
18,1164,-0.0008552880000000001
19,1162,-0.0007989739999999999
20,1160,-0.0015369370000000002
21,1158,-0.003081726
22,1156,-0.005046688
23,1154,-0.0068056769999999996
24,1152,-0.007508931
25,1150,-0.006582291
26,1148,-0.0039493259999999995
27,1146,-0.000233487
28,1144,0.0036205490000000002
29,1142,0.006588445
30,1140,0.008077583000000001
31,1138,0.007892772
32,1136,0.006369114
33,1134,0.004001426
34,1132,0.00147313
35,1130,-0.0007514280000000001
36,1128,-0.0022970620000000003
37,1126,-0.0031850040000000004
38,1124,-0.003513262
39,1122,-0.003468062
40,1120,-0.002948225
41,1118,-0.001869877
42,1116,-4.486e-05
43,1114,0.00220862
44,1112,0.004413732
45,1110,0.0058631180000000005
46,1108,0.00630921
47,1106,0.005844755
48,1104,0.005181087
49,1102,0.004997995
50,1100,0.005953766
51,1098,0.007783422
52,1096,0.009718923
53,1094,0.010362609
54,1092,0.008847044
55,1090,0.004768065
56,1088,-0.001020778
57,1086,-0.007267986999999999
58,1084,-0.012182925
59,1082,-0.014810851000000002
60,1080,-0.014655178
61,1078,-0.012404131
62,1076,-0.008848215
63,1074,-0.005306893000000001
64,1072,-0.00241415
65,1070,-0.000904463
66,1068,-0.0006846239999999999
67,1066,-0.001733549
68,1064,-0.003253665
69,1062,-0.004925936
70,1060,-0.006144865
71,1058,-0.006895753
72,1056,-0.006565446999999999
73,1054,-0.0052718090000000006
74,1052,-0.0030934
75,1050,-0.0008401130000000001
76,1048,0.001211937
77,1046,0.0025355020000000002
78,1044,0.003326595
79,1042,0.003576077
80,1040,0.0038351329999999997
81,1038,0.00367588
82,1036,0.00277584
83,1034,0.000508075
84,1032,-0.002811057
85,1030,-0.006860329
86,1028,-0.01065758
87,1026,-0.01371824
88,1024,-0.01540965
89,1022,-0.015940718
90,1020,-0.015302322
91,1018,-0.013915954
92,1016,-0.011840986999999999
93,1014,-0.009329937
94,1012,-0.006133822
95,1010,-0.0024715220000000003
96,1008,0.001525806
97,1006,0.005135905
98,1004,0.007729349
99,1002,0.008459727
100,1000,0.007260336
101,998,0.004618598
102,996,0.0017681370000000001
103,994,-0.000197795
104,992,-0.000317761
105,990,0.001547311
106,988,0.004879957
107,986,0.008497629
108,984,0.011334276
109,982,0.012517828
110,980,0.011853095
111,978,0.009552356
112,976,0.006203746
113,974,0.00235597
114,972,-0.001363128
115,970,-0.004470323
116,968,-0.006543681
117,966,-0.007458691999999999
118,964,-0.007209381999999999
119,962,-0.005998001
120,960,-0.0040525909999999995
121,958,-0.0016800029999999998
122,956,0.000892566
123,954,0.003323915
124,952,0.00528321
125,950,0.0064390590000000004
126,948,0.006725297
127,946,0.00627964
128,944,0.005352888
129,942,0.004154652
130,940,0.0029133220000000003
131,938,0.001814259
132,936,0.0011038019999999999
133,934,0.000984553
134,932,0.001552371
135,930,0.002565778
136,928,0.003493971
137,926,0.003711784
138,924,0.002799588
139,922,0.000775923
140,920,-0.0017938239999999999
141,918,-0.004058357
142,916,-0.0051607120000000005
143,914,-0.004684693
144,912,-0.002801727
145,910,-0.000249479
146,908,0.002059275
147,906,0.00341034
148,904,0.0035775679999999997
149,902,0.002815015
150,900,0.001729389
