,Wavenumber,8_P2_4
0,1200,0.0014961170000000001
1,1198,0.002395339
2,1196,0.0036134929999999997
3,1194,0.004985609
4,1192,0.006242139
5,1190,0.007239669000000001
6,1188,0.007889185
7,1186,0.008200799
8,1184,0.007898922
9,1182,0.007040968000000001
10,1180,0.005491655
11,1178,0.003373905
12,1176,0.001112173
13,1174,-0.000574799
14,1172,-0.00118632
15,1170,-0.000669772
16,1168,0.000305658
17,1166,0.00116804
18,1164,0.001257427
19,1162,0.00042947199999999997
20,1160,-0.001016314
21,1158,-0.002547334
22,1156,-0.0038204590000000004
23,1154,-0.00450224
24,1152,-0.004503143
25,1150,-0.003644495
26,1148,-0.0020531679999999997
27,1146,3.7055e-05
28,1144,0.002214068
29,1142,0.004086379
30,1140,0.00524616
31,1138,0.005643393000000001
32,1136,0.00523301
33,1134,0.004097307
34,1132,0.002430303
35,1130,0.000738046
36,1128,-0.000629827
37,1126,-0.0013804020000000002
38,1124,-0.00152332
39,1122,-0.001208855
40,1120,-0.000670668
41,1118,7.3462e-05
42,1116,0.001036889
43,1114,0.0022219920000000003
44,1112,0.003159061
45,1110,0.00340302
46,1108,0.002775547
47,1106,0.00139513
48,1104,-0.000143259
49,1102,-0.000962387
50,1100,-0.00048571199999999996
51,1098,0.0014941289999999999
52,1096,0.004040023
53,1094,0.0058573769999999995
54,1092,0.006095361999999999
55,1090,0.004264329
56,1088,0.000466376
57,1086,-0.004584104
58,1084,-0.009630676999999999
59,1082,-0.013300609
60,1080,-0.015075678
61,1078,-0.014911283000000001
62,1076,-0.013014251000000001
63,1074,-0.00973029
64,1072,-0.005443324
65,1070,-0.00105815
66,1068,0.00248035
67,1066,0.004546309
68,1064,0.004909833
69,1062,0.003639781
70,1060,0.001091953
71,1058,-0.001714249
72,1056,-0.003652786
73,1054,-0.004484045
74,1052,-0.004248030999999999
75,1050,-0.003027321
76,1048,-0.0011280630000000001
77,1046,0.000618763
78,1044,0.001545618
79,1042,0.0014852939999999999
80,1040,0.000410926
81,1038,-0.001764573
82,1036,-0.004706831
83,1034,-0.007499289
84,1032,-0.009466623
85,1030,-0.010236011
86,1028,-0.009496228
87,1026,-0.007513441
88,1024,-0.005067727
89,1022,-0.0028590829999999997
90,1020,-0.00113033
91,1018,0.000366228
92,1016,0.001561607
93,1014,0.00263076
94,1012,0.003847062
95,1010,0.0051811159999999995
96,1008,0.006386775999999999
97,1006,0.00726862
98,1004,0.007461593000000001
99,1002,0.006713836999999999
100,1000,0.004935154000000001
101,998,0.00257022
102,996,0.000110879
103,994,-0.0017852439999999999
104,992,-0.002595389
105,990,-0.002070874
106,988,-0.000553966
107,986,0.001428992
108,984,0.003211335
109,982,0.004184099
110,980,0.0038550620000000002
111,978,0.002375195
112,976,0.00023810900000000002
113,974,-0.0018388439999999999
114,972,-0.003443994
115,970,-0.00418509
116,968,-0.0040365290000000005
117,966,-0.003264596
118,964,-0.002194563
119,962,-0.000955303
120,960,0.000378262
121,958,0.001784032
122,956,0.0031043040000000004
123,954,0.004271409
124,952,0.00504922
125,950,0.0053446019999999995
126,948,0.005284100999999999
127,946,0.004938369000000001
128,944,0.004225712
129,942,0.00324253
130,940,0.0019488720000000001
131,938,0.000583615
132,936,-0.00054209
133,934,-0.0009775019999999999
134,932,-0.0005827769999999999
135,930,0.00031411
136,928,0.001147777
137,926,0.001501275
138,924,0.0010367389999999998
139,922,-6.2794e-05
140,920,-0.001567472
141,918,-0.0029609959999999996
142,916,-0.003819651
143,914,-0.003775445
144,912,-0.002843379
145,910,-0.00116698
146,908,0.0007318060000000001
147,906,0.002325398
148,904,0.003168638
149,902,0.00319942
150,900,0.00265755
