,Wavenumber,12609
0,1200,0.00371578
1,1198,0.004952762
2,1196,0.006054507
3,1194,0.006937372
4,1192,0.0076028219999999995
5,1190,0.008080542
6,1188,0.008376477
7,1186,0.008474958000000001
8,1184,0.008247991
9,1182,0.0074692280000000005
10,1180,0.005863308
11,1178,0.003444284
12,1176,0.000722344
13,1174,-0.001455219
14,1172,-0.0024421029999999997
15,1170,-0.002086528
16,1168,-0.0007802730000000001
17,1166,0.000707046
18,1164,0.001559469
19,1162,0.001357296
20,1160,0.000269675
21,1158,-0.001215366
22,1156,-0.002647806
23,1154,-0.003716541
24,1152,-0.0040933459999999994
25,1150,-0.003594211
26,1148,-0.002255278
27,1146,-0.000327604
28,1144,0.0018787139999999999
29,1142,0.00398321
30,1140,0.005629828000000001
31,1138,0.006507929
32,1136,0.006583858000000001
33,1134,0.005966524
34,1132,0.004941971
35,1130,0.003753618
36,1128,0.002597768
37,1126,0.001360935
38,1124,-0.000106844
39,1122,-0.001788713
40,1120,-0.003208349
41,1118,-0.003764542
42,1116,-0.002909595
43,1114,-0.0007972189999999999
44,1112,0.0018308410000000002
45,1110,0.00375284
46,1108,0.00416595
47,1106,0.002901987
48,1104,0.000931695
49,1102,-0.000317909
50,1100,0.0005463019999999999
51,1098,0.0036028970000000003
52,1096,0.007647276
53,1094,0.010433588
54,1092,0.010290199
55,1090,0.006567071999999999
56,1088,0.000269112
57,1086,-0.006864375
58,1084,-0.012708907
59,1082,-0.016231103
60,1080,-0.017238878
61,1078,-0.016499898
62,1076,-0.014435308999999999
63,1074,-0.011536458999999999
64,1072,-0.007980068
65,1070,-0.004242577
66,1068,-0.000623115
67,1066,0.002052612
68,1064,0.0033022459999999996
69,1062,0.0026942090000000004
70,1060,0.0007493430000000001
71,1058,-0.001791975
72,1056,-0.0034129209999999998
73,1054,-0.003162485
74,1052,-0.00073077
75,1050,0.00297129
76,1048,0.006838571
77,1046,0.00942394
78,1044,0.009985707
79,1042,0.008083198
80,1040,0.004270236
81,1038,-0.001051919
82,1036,-0.007143996
83,1034,-0.013183004
84,1032,-0.017794301000000002
85,1030,-0.02004915
86,1028,-0.019289477
87,1026,-0.015981138
88,1024,-0.01109967
89,1022,-0.0061859919999999995
90,1020,-0.002236118
91,1018,0.00020326
92,1016,0.0014209539999999999
93,1014,0.00188803
94,1012,0.0023571539999999998
95,1010,0.003089418
96,1008,0.004095585
97,1006,0.0050217840000000005
98,1004,0.005535715
99,1002,0.0051573420000000005
100,1000,0.003811236
101,998,0.0017550929999999999
102,996,-0.000290932
103,994,-0.001610461
104,992,-0.001555081
105,990,3.7019e-05
106,988,0.002802906
107,986,0.005828718
108,984,0.008212356
109,982,0.009275174
110,980,0.008834773
111,978,0.007073818000000001
112,976,0.0044163779999999994
113,974,0.0012369739999999998
114,972,-0.002026232
115,970,-0.00496141
116,968,-0.007102931
117,966,-0.008074241
118,964,-0.007671661999999999
119,962,-0.006018287
120,960,-0.003470061
121,958,-0.00055131
122,956,0.002259445
123,954,0.004557167
124,952,0.006075319
125,950,0.006774206999999999
126,948,0.006819618
127,946,0.0064293169999999995
128,944,0.005790503000000001
129,942,0.004979692
130,940,0.004017342
131,938,0.002975518
132,936,0.0020616370000000003
133,934,0.00161469
134,932,0.001840756
135,930,0.0026153829999999998
136,928,0.003476704
137,926,0.003706519
138,924,0.002623254
139,922,7.2194e-05
140,920,-0.003405521
141,918,-0.006796021
142,916,-0.008983029
143,914,-0.009210234
144,912,-0.007323011
145,910,-0.00395647
146,908,-0.00021354400000000003
147,906,0.002930271
148,904,0.004909348
149,902,0.005645226
150,900,0.005485995
