,Wavenumber,HCC93
0,1200,0.002682002
1,1198,0.00392278
2,1196,0.005156222
3,1194,0.006235201
4,1192,0.007076678
5,1190,0.007675073
6,1188,0.008064884
7,1186,0.008277814
8,1184,0.008223989000000001
9,1182,0.007648205999999999
10,1180,0.006221053000000001
11,1178,0.003923208
12,1176,0.001228801
13,1174,-0.001057634
14,1172,-0.002241209
15,1170,-0.002080535
16,1168,-0.000911033
17,1166,0.0005026130000000001
18,1164,0.0013685210000000001
19,1162,0.001255573
20,1160,0.000223692
21,1158,-0.001357816
22,1156,-0.0030260659999999996
23,1154,-0.004375718
24,1152,-0.005032536
25,1150,-0.00476574
26,1148,-0.0035107809999999997
27,1146,-0.00150226
28,1144,0.000903458
29,1142,0.003254649
30,1140,0.005159135
31,1138,0.006278953
32,1136,0.006525524
33,1134,0.005998516
34,1132,0.005054487
35,1130,0.0040092140000000005
36,1128,0.003059805
37,1126,0.002063896
38,1124,0.0008611510000000001
39,1122,-0.000643979
40,1120,-0.002098226
41,1118,-0.002935802
42,1116,-0.0025328029999999997
43,1114,-0.000914537
44,1112,0.001295413
45,1110,0.0029812379999999998
46,1108,0.003395494
47,1106,0.002320105
48,1104,0.000561443
49,1102,-0.000605417
50,1100,0.000140999
51,1098,0.002938073
52,1096,0.006829864000000001
53,1094,0.009853795
54,1092,0.010436637
55,1090,0.007767279
56,1088,0.0026067620000000003
57,1086,-0.0036012490000000004
58,1084,-0.009048495
59,1082,-0.012876688
60,1080,-0.014790287
61,1078,-0.015335348
62,1076,-0.014721018
63,1074,-0.013215157
64,1072,-0.010628327
65,1070,-0.007217845
66,1068,-0.003226187
67,1066,0.00042972800000000004
68,1064,0.003103088
69,1062,0.003995739
70,1060,0.0031630240000000004
71,1058,0.0010080339999999999
72,1056,-0.000995356
73,1054,-0.001656597
74,1052,-0.00017042200000000002
75,1050,0.0029563159999999996
76,1048,0.006828694000000001
77,1046,0.009906169
78,1044,0.011177022
79,1042,0.009910025
80,1040,0.006436457
81,1038,0.000931501
82,1036,-0.005876711
83,1034,-0.013073721000000002
84,1032,-0.018998879
85,1030,-0.022389566
86,1028,-0.022284781
87,1026,-0.019079407
88,1024,-0.013800443999999999
89,1022,-0.00833625
90,1020,-0.003953242
91,1018,-0.001364002
92,1016,-0.00022805700000000002
93,1014,2.6884000000000002e-05
94,1012,0.000334033
95,1010,0.000976524
96,1008,0.0020369439999999997
97,1006,0.00312001
98,1004,0.003907767
99,1002,0.00391201
100,1000,0.0030848679999999997
101,998,0.001627496
102,996,0.000205145
103,994,-0.0006698419999999999
104,992,-0.000441319
105,990,0.001052565
106,988,0.003543135
107,986,0.006208453
108,984,0.008245276
109,982,0.009033045
110,980,0.008446978
111,978,0.006666265
112,976,0.0041629990000000006
113,974,0.001329209
114,972,-0.001413351
115,970,-0.0037683070000000003
116,968,-0.005401721999999999
117,966,-0.0060764980000000005
118,964,-0.005659249
119,962,-0.00423321
120,960,-0.002078301
121,958,0.00034245
122,956,0.0026185229999999998
123,954,0.00435502
124,952,0.005373207
125,950,0.0056833990000000004
126,948,0.005501593000000001
127,946,0.005117533
128,944,0.004726931
129,942,0.004344758
130,940,0.0038759
131,938,0.003276351
132,936,0.0026620009999999998
133,934,0.002242835
134,932,0.002231702
135,930,0.002624514
136,928,0.0030743690000000004
137,926,0.0030119829999999998
138,924,0.001941941
139,922,-0.000209538
140,920,-0.003052304
141,918,-0.0058243669999999996
142,916,-0.007580941999999999
143,914,-0.007669926999999999
144,912,-0.006012805
145,910,-0.003117315
146,908,0.00015243600000000002
147,906,0.002927875
148,904,0.0046245309999999994
149,902,0.005149031
150,900,0.004895481
