,Wavenumber,5586
0,1200,0.0036123929999999998
1,1198,0.004840875
2,1196,0.005973265
3,1194,0.006907664
4,1192,0.007619427
5,1190,0.0081285
6,1188,0.008420065
7,1186,0.008496967
8,1184,0.008253091
9,1182,0.007444058000000001
10,1180,0.0057921859999999995
11,1178,0.003341831
12,1176,0.0006069690000000001
13,1174,-0.001588301
14,1172,-0.002599192
15,1170,-0.002249852
16,1168,-0.000937192
17,1166,0.000565499
18,1164,0.001468138
19,1162,0.001370572
20,1160,0.000393241
21,1158,-0.00106355
22,1156,-0.002565946
23,1154,-0.003731683
24,1152,-0.004198519
25,1150,-0.003770098
26,1148,-0.002453204
27,1146,-0.000482124
28,1144,0.0018098220000000002
29,1142,0.003999234
30,1140,0.0057017280000000005
31,1138,0.006617662
32,1136,0.006711885999999999
33,1134,0.006092651
34,1132,0.0050577370000000005
35,1130,0.00389412
36,1128,0.002783385
37,1126,0.001574574
38,1124,0.000102336
39,1122,-0.001635548
40,1120,-0.0031385379999999997
41,1118,-0.00379849
42,1116,-0.003046174
43,1114,-0.0009714010000000001
44,1112,0.00166715
45,1110,0.0036006140000000002
46,1108,0.004003153
47,1106,0.002732595
48,1104,0.0007606630000000001
49,1102,-0.000498785
50,1100,0.000393525
51,1098,0.0035378429999999997
52,1096,0.007690574
53,1094,0.010549978
54,1092,0.010434234
55,1090,0.006737323000000001
56,1088,0.00047891199999999996
57,1086,-0.006546501
58,1084,-0.012230243
59,1082,-0.015669814
60,1080,-0.016761685
61,1078,-0.016306496
62,1076,-0.014696511
63,1074,-0.012321025
64,1072,-0.009135507
65,1070,-0.005441919
66,1068,-0.001593904
67,1066,0.001442851
68,1064,0.003114568
69,1062,0.002858037
70,1060,0.001054043
71,1058,-0.001514911
72,1056,-0.003183531
73,1054,-0.0028856999999999997
74,1052,-0.00027027
75,1050,0.0037161670000000003
76,1048,0.007861832
77,1046,0.010550955
78,1044,0.010935206000000001
79,1042,0.008644589
80,1040,0.004315134
81,1038,-0.001578731
82,1036,-0.008221653
83,1034,-0.014707061
84,1032,-0.01954616
85,1030,-0.021737708999999997
86,1028,-0.020634195
87,1026,-0.016752958999999998
88,1024,-0.011193156999999999
89,1022,-0.005740009
90,1020,-0.001552486
91,1018,0.000828737
92,1016,0.001790341
93,1014,0.001944464
94,1012,0.002171352
95,1010,0.00277247
96,1008,0.003748193
97,1006,0.004666764
98,1004,0.005170346
99,1002,0.0048056190000000006
100,1000,0.0035466940000000004
101,998,0.001712112
102,996,-9.435e-06
103,994,-0.001026684
104,992,-0.0007595869999999999
105,990,0.000921241
106,988,0.0036307390000000004
107,986,0.006481268
108,984,0.008612112
109,982,0.009398874
110,980,0.008720475
111,978,0.006812271
112,976,0.004106842
113,974,0.000951171
114,972,-0.002227109
115,970,-0.0049997240000000005
116,968,-0.0069130780000000005
117,966,-0.007643731
118,964,-0.007044394
119,962,-0.005242063
120,960,-0.0026569140000000002
121,958,0.000161474
122,956,0.0027780290000000004
123,954,0.004828761
124,952,0.006102282
125,950,0.006607583
126,948,0.006537352
127,946,0.00612733
128,944,0.005508732
129,942,0.004718509
130,940,0.0037788229999999997
131,938,0.0027925009999999998
132,936,0.001953326
133,934,0.001547478
134,932,0.0017607360000000002
135,930,0.002493079
136,928,0.003268727
137,926,0.0033914659999999997
138,924,0.002285896
139,922,-0.00015849
140,920,-0.003481128
141,918,-0.006733421
142,916,-0.008806334
143,914,-0.008923883
144,912,-0.007013566999999999
145,910,-0.003694285
146,908,1.849e-06
147,906,0.0030917640000000003
148,904,0.004979593
149,902,0.005602986999999999
150,900,0.005347546
