,Wavenumber,HCC02
0,1200,0.0030947970000000003
1,1198,0.0043420379999999995
2,1196,0.005565571
3,1194,0.006632858
4,1192,0.007477951
5,1190,0.008085788
6,1188,0.008478298
7,1186,0.008685728
8,1184,0.008568036999999999
9,1182,0.007845032
10,1180,0.0062052819999999995
11,1178,0.003716775
12,1176,0.000912272
13,1174,-0.0013796910000000002
14,1172,-0.00246848
15,1170,-0.002172344
16,1168,-0.0009002880000000001
17,1166,0.000562705
18,1164,0.0014232000000000001
19,1162,0.00130239
20,1160,0.00028696799999999997
21,1158,-0.0012471119999999999
22,1156,-0.002834728
23,1154,-0.0040639909999999994
24,1152,-0.004556546
25,1150,-0.004142472
26,1148,-0.002843959
27,1146,-0.0008987660000000001
28,1144,0.0013239170000000002
29,1142,0.003413133
30,1140,0.005054846
31,1138,0.0060190009999999995
32,1136,0.006257203
33,1134,0.005818377
34,1132,0.005017221
35,1130,0.004099173
36,1128,0.0031565490000000002
37,1126,0.002027395
38,1124,0.000578294
39,1122,-0.0011817330000000001
40,1120,-0.00278736
41,1118,-0.003563702
42,1116,-0.0028249259999999997
43,1114,-0.0007317860000000001
44,1112,0.0018902429999999998
45,1110,0.00376609
46,1108,0.004087579
47,1106,0.002703589
48,1104,0.0006141230000000001
49,1102,-0.000686845
50,1100,0.000247881
51,1098,0.00348851
52,1096,0.007822054
53,1094,0.011022718999999999
54,1092,0.011400107
55,1090,0.008096526
56,1088,0.002088505
57,1086,-0.004928607
58,1084,-0.010945345
59,1082,-0.015025102
60,1080,-0.016916623000000002
61,1078,-0.017214984
62,1076,-0.016138286
63,1074,-0.014039718999999999
64,1072,-0.010759266000000002
65,1070,-0.006723016
66,1068,-0.002389385
67,1066,0.001210451
68,1064,0.003427929
69,1062,0.0036236859999999997
70,1060,0.0021947810000000002
71,1058,-0.000171503
72,1056,-0.001844039
73,1054,-0.0017491
74,1052,0.0005711059999999999
75,1050,0.004317139
76,1048,0.008370576999999999
77,1046,0.011115551999999999
78,1044,0.011657826000000001
79,1042,0.009423331
80,1040,0.004913188
81,1038,-0.0015665770000000002
82,1036,-0.009160477
83,1034,-0.016693315
84,1032,-0.022282842
85,1030,-0.024653947000000002
86,1028,-0.023082279
87,1026,-0.018359313999999998
88,1024,-0.011909001
89,1022,-0.005830346
90,1020,-0.001465456
91,1018,0.000665114
92,1016,0.001208392
93,1014,0.000998017
94,1012,0.0010260339999999999
95,1010,0.001583576
96,1008,0.002715575
97,1006,0.0039770000000000005
98,1004,0.004928804
99,1002,0.005038730999999999
100,1000,0.004195819
101,998,0.002592834
102,996,0.000874502
103,994,-0.00034182300000000005
104,992,-0.00037896800000000003
105,990,0.000978084
106,988,0.003460698
107,986,0.006200866
108,984,0.008288938000000001
109,982,0.009097264
110,980,0.008488948
111,978,0.00665708
112,976,0.004078388
113,974,0.001148715
114,972,-0.00171927
115,970,-0.004189628
116,968,-0.005852481999999999
117,966,-0.006410580999999999
118,964,-0.005779248000000001
119,962,-0.004120788
120,960,-0.0017828310000000001
121,958,0.000763989
122,956,0.003060932
123,954,0.004750799
124,952,0.005693773
125,950,0.005909849
126,948,0.005630673
127,946,0.005177705
128,944,0.00475553
129,942,0.004376035
130,940,0.0038940209999999997
131,938,0.003277941
132,936,0.0026292859999999998
133,934,0.002181924
134,932,0.002198446
135,930,0.0026782859999999998
136,928,0.0032096209999999997
137,926,0.003148254
138,924,0.00196269
139,922,-0.00042352199999999996
140,920,-0.003586588
141,918,-0.006605081
142,916,-0.008427883
143,914,-0.008408745
144,912,-0.006514231999999999
145,910,-0.0033184340000000003
146,908,0.000223957
147,906,0.0031565729999999998
148,904,0.00489908
149,902,0.005451924
150,900,0.005160287
