,Wavenumber,502309
0,1200,0.0036470340000000004
1,1198,0.0049093340000000004
2,1196,0.0060804990000000005
3,1194,0.007077607
4,1192,0.007867221
5,1190,0.00842447
6,1188,0.008762764000000001
7,1186,0.00887274
8,1184,0.008577099
9,1182,0.007670794
10,1180,0.005917555
11,1178,0.003369338
12,1176,0.0005586619999999999
13,1174,-0.001655647
14,1172,-0.0026177929999999998
15,1170,-0.002193789
16,1168,-0.000840512
17,1166,0.0006803730000000001
18,1164,0.0015804220000000002
19,1162,0.001443911
20,1160,0.000389782
21,1158,-0.001173305
22,1156,-0.002754703
23,1154,-0.003953995
24,1152,-0.004447587
25,1150,-0.003996879
26,1148,-0.002592315
27,1146,-0.000515253
28,1144,0.001867219
29,1142,0.0040883690000000006
30,1140,0.005766665
31,1138,0.0066519230000000006
32,1136,0.006740246
33,1134,0.006164576
34,1132,0.005250787
35,1130,0.004218144
36,1128,0.0031469859999999996
37,1126,0.0018404510000000001
38,1124,0.000132921
39,1122,-0.001893846
40,1120,-0.003647148
41,1118,-0.004403613
42,1116,-0.003522886
43,1114,-0.0011924560000000002
44,1112,0.001741932
45,1110,0.003892992
46,1108,0.0042988259999999995
47,1106,0.0028685309999999997
48,1104,0.000664769
49,1102,-0.0007297310000000001
50,1100,0.000354115
51,1098,0.004039781
52,1096,0.008764058
53,1094,0.011704606000000001
54,1092,0.011275186000000001
55,1090,0.007541666
56,1088,0.001216803
57,1086,-0.006211095
58,1084,-0.012402501000000002
59,1082,-0.016422787
60,1080,-0.018242879
61,1078,-0.018522757
62,1076,-0.016991791000000003
63,1074,-0.013768846000000001
64,1072,-0.009711392
65,1070,-0.005499736
66,1068,-0.001232208
67,1066,0.00202796
68,1064,0.003655174
69,1062,0.003178152
70,1060,0.001172828
71,1058,-0.001456321
72,1056,-0.003050401
73,1054,-0.002540286
74,1052,0.000435519
75,1050,0.004726149
76,1048,0.008991364
77,1046,0.011563348999999999
78,1044,0.011615697
79,1042,0.008821251
80,1040,0.003855737
81,1038,-0.00276014
82,1036,-0.010064541
83,1034,-0.016985081000000003
84,1032,-0.021938633
85,1030,-0.023878632
86,1028,-0.022138937
87,1026,-0.017456146999999998
88,1024,-0.011153231000000001
89,1022,-0.0051815690000000005
90,1020,-0.000764083
91,1018,0.0015331070000000001
92,1016,0.002205691
93,1014,0.00207176
94,1012,0.002166002
95,1010,0.0027613790000000004
96,1008,0.003876653
97,1006,0.005059804
98,1004,0.005790545
99,1002,0.00548967
100,1000,0.004096651
101,998,0.001958006
102,996,-0.00011590299999999999
103,994,-0.001417593
104,992,-0.001308839
105,990,0.0003956
106,988,0.0032837829999999998
107,986,0.006398895999999999
108,984,0.008783414
109,982,0.009783573
110,980,0.00931025
111,978,0.007548168
112,976,0.004874323
113,974,0.001707865
114,972,-0.0015189770000000001
115,970,-0.004402316
116,968,-0.006440616
117,966,-0.007260506
118,964,-0.006711226999999999
119,962,-0.004963339000000001
120,960,-0.00245912
121,958,0.000283234
122,956,0.0028130409999999996
123,954,0.0047457409999999995
124,952,0.005885053
125,950,0.006280626
126,948,0.006156041
127,946,0.0057428309999999995
128,944,0.005173071
129,942,0.0045148670000000005
130,940,0.003730233
131,938,0.0028418009999999997
132,936,0.002043676
133,934,0.001709131
134,932,0.002037691
135,930,0.002894958
136,928,0.0037773909999999997
137,926,0.0038987159999999996
138,924,0.002643325
139,922,-4.6198999999999996e-05
140,920,-0.003672882
141,918,-0.007164588
142,916,-0.00935021
143,914,-0.009444471999999999
144,912,-0.007391755
145,910,-0.003864713
146,908,4.2571e-05
147,906,0.0032755059999999996
148,904,0.005173653
149,902,0.005759879
150,900,0.005471344
