,Wavenumber,659509
0,1200,0.003619647
1,1198,0.004874894
2,1196,0.006029548000000001
3,1194,0.0069668130000000005
4,1192,0.007658936
5,1190,0.008122083
6,1188,0.008384503
7,1186,0.008455944
8,1184,0.008201976
9,1182,0.007393932
10,1180,0.005766724
11,1178,0.00336234
12,1176,0.000729328
13,1174,-0.0013142120000000001
14,1172,-0.002157047
15,1170,-0.001659337
16,1168,-0.000276094
17,1166,0.001177115
18,1164,0.001914554
19,1162,0.001583373
20,1160,0.000381686
21,1158,-0.0012573039999999999
22,1156,-0.0028764740000000004
23,1154,-0.004104605999999999
24,1152,-0.004609817
25,1150,-0.0042053640000000005
26,1148,-0.002868097
27,1146,-0.000805705
28,1144,0.001635644
29,1142,0.0039755170000000005
30,1140,0.005807363
31,1138,0.006804743
32,1136,0.006908587
33,1134,0.006243151
34,1132,0.0051629729999999995
35,1130,0.003978881
36,1128,0.0028435759999999996
37,1126,0.001589635
38,1124,9.457399999999999e-05
39,1122,-0.001667158
40,1120,-0.003217655
41,1118,-0.0038957809999999996
42,1116,-0.003089836
43,1114,-0.0009186460000000001
44,1112,0.001827702
45,1110,0.0038499640000000004
46,1108,0.004291621
47,1106,0.0029502079999999997
48,1104,0.000831369
49,1102,-0.000562498
50,1100,0.000264082
51,1098,0.0034478940000000004
52,1096,0.007769965
53,1094,0.010931261999999999
54,1092,0.011088806000000001
55,1090,0.007230693000000001
56,1088,0.0005019930000000001
57,1086,-0.006997026
58,1084,-0.012989388999999999
59,1082,-0.016472083000000002
60,1080,-0.017315933000000002
61,1078,-0.016371804
62,1076,-0.014321675
63,1074,-0.01184487
64,1072,-0.008675958000000001
65,1070,-0.0050229770000000005
66,1068,-0.0012813739999999998
67,1066,0.001603431
68,1064,0.0030982559999999998
69,1062,0.0027210740000000004
70,1060,0.000875569
71,1058,-0.001696922
72,1056,-0.003355214
73,1054,-0.003081113
74,1052,-0.000525737
75,1050,0.003392932
76,1048,0.00753137
77,1046,0.010351927
78,1044,0.010971771000000002
79,1042,0.008966958
80,1040,0.0049636509999999995
81,1038,-0.000673665
82,1036,-0.007205963
83,1034,-0.013780081999999999
84,1032,-0.018912281
85,1030,-0.02157717
86,1028,-0.021052998
87,1026,-0.017697584
88,1024,-0.012425549
89,1022,-0.006952455
90,1020,-0.002491151
91,1018,0.000308524
92,1016,0.00173831
93,1014,0.002297467
94,1012,0.0027852159999999996
95,1010,0.0034615040000000002
96,1008,0.004378623
97,1006,0.005172464
98,1004,0.0054923490000000005
99,1002,0.004892568
100,1000,0.0033919490000000004
101,998,0.001331098
102,996,-0.00057277
103,994,-0.00168328
104,992,-0.00138544
105,990,0.00044927199999999996
106,988,0.003385687
107,986,0.0064613069999999995
108,984,0.008781903
109,982,0.009701695
110,980,0.009076014
111,978,0.007110035
112,976,0.004262199
113,974,0.00095004
114,972,-0.002401324
115,970,-0.00539129
116,968,-0.007523753
117,966,-0.00842455
118,964,-0.007942191
119,962,-0.006198621
120,960,-0.003518759
121,958,-0.000452734
122,956,0.002459445
123,954,0.004789805
124,952,0.006300811
125,950,0.0069543140000000005
126,948,0.006915999999999999
127,946,0.00645167
128,944,0.005770599
129,942,0.004949998
130,940,0.004027337
131,938,0.003081747
132,936,0.0022741420000000003
133,934,0.001914527
134,932,0.0022119460000000002
135,930,0.0030333129999999997
136,928,0.0038866409999999997
137,926,0.00403849
138,924,0.0028436679999999997
139,922,0.000178911
140,920,-0.0034461640000000003
141,918,-0.006995854
142,916,-0.009283856
143,914,-0.009504133
144,912,-0.00756247
145,910,-0.004103321
146,908,-0.00019668799999999998
147,906,0.0031292990000000003
148,904,0.005221193
149,902,0.005978277
150,900,0.005806033
