,Wavenumber,Kp233MH.18H
0,1200,0.0040290659999999996
1,1198,0.0056887809999999995
2,1196,0.007529805
3,1194,0.00930582
4,1192,0.01038223
5,1190,0.010134018
6,1188,0.008475919
7,1186,0.005676126
8,1184,0.002200674
9,1182,-0.001106145
10,1180,-0.003433286
11,1178,-0.004312538
12,1176,-0.003745446
13,1174,-0.0019483520000000002
14,1172,0.000627948
15,1170,0.003012489
16,1168,0.004156092
17,1166,0.003683896
18,1164,0.00172255
19,1162,-0.001271431
20,1160,-0.004419743
21,1158,-0.00679818
22,1156,-0.007807334
23,1154,-0.00725574
24,1152,-0.0053138840000000005
25,1150,-0.002320214
26,1148,0.001030005
27,1146,0.003802784
28,1144,0.005536781
29,1142,0.006097375
30,1140,0.005605801999999999
31,1138,0.0045124909999999996
32,1136,0.0033716759999999997
33,1134,0.002531799
34,1132,0.00211197
35,1130,0.00203508
36,1128,0.002196185
37,1126,0.002376022
38,1124,0.002385424
39,1122,0.0021443210000000002
40,1120,0.00177978
41,1118,0.001476589
42,1116,0.00149282
43,1114,0.00168117
44,1112,0.001823478
45,1110,0.001630439
46,1108,0.000930175
47,1106,-8.161e-05
48,1104,-0.000770325
49,1102,-0.000473506
50,1100,0.0013229210000000001
51,1098,0.004269265
52,1096,0.007119459
53,1094,0.008232472
54,1092,0.006536101999999999
55,1090,0.001845909
56,1088,-0.004756767
57,1086,-0.011613476000000001
58,1084,-0.016871033
59,1082,-0.019439485
60,1080,-0.019284896
61,1078,-0.017066776000000002
62,1076,-0.013398141
63,1074,-0.009106699000000001
64,1072,-0.004902974
65,1070,-0.0013916279999999998
66,1068,0.001162574
67,1066,0.002329362
68,1064,0.001991929
69,1062,0.00048458800000000004
70,1060,-0.001245327
71,1058,-0.0025644979999999997
72,1056,-0.00280186
73,1054,-0.001626836
74,1052,0.000616433
75,1050,0.0030507359999999996
76,1048,0.005183049
77,1046,0.006707276999999999
78,1044,0.007458415
79,1042,0.007328435
80,1040,0.006509168
81,1038,0.004805052
82,1036,0.001982915
83,1034,-0.002019569
84,1032,-0.006620305999999999
85,1030,-0.011018314
86,1028,-0.014398457
87,1026,-0.016220079
88,1024,-0.016366412
89,1022,-0.015056878000000001
90,1020,-0.012570588
91,1018,-0.009335238000000001
92,1016,-0.005415105
93,1014,-0.000947567
94,1012,0.003659158
95,1010,0.007698183000000001
96,1008,0.010481168
97,1006,0.011705753999999999
98,1004,0.011267986
99,1002,0.009345418000000001
100,1000,0.006665314
101,998,0.004021185
102,996,0.0020133029999999997
103,994,0.0009557589999999999
104,992,0.0009825069999999999
105,990,0.001957893
106,988,0.0032580540000000002
107,986,0.004378894
108,984,0.00495293
109,982,0.004722133
110,980,0.003739814
111,978,0.002261858
112,976,0.000597701
113,974,-0.0009185860000000001
114,972,-0.002218455
115,970,-0.003242928
116,968,-0.003859665
117,966,-0.003968421
118,964,-0.0034367309999999997
119,962,-0.002321702
120,960,-0.000791125
121,958,0.0009931410000000001
122,956,0.00260871
123,954,0.0037498040000000002
124,952,0.004376703
125,950,0.004466107
126,948,0.004199575
127,946,0.003767908
128,944,0.0031926159999999997
129,942,0.0024599220000000002
130,940,0.0016012020000000001
131,938,0.000760508
132,936,0.00018684599999999998
133,934,5.1923000000000004e-05
134,932,0.000381958
135,930,0.001082515
136,928,0.001714646
137,926,0.001862393
138,924,0.0012881210000000001
139,922,-0.000145846
140,920,-0.001969033
141,918,-0.0035225609999999996
142,916,-0.004333195
143,914,-0.003978115
144,912,-0.0024580410000000002
145,910,-0.000298414
146,908,0.001851385
147,906,0.0032749040000000004
148,904,0.0037063409999999997
149,902,0.003189268
150,900,0.002027955
