,Wavenumber,RP65
0,1200,0.003627272
1,1198,0.005337353
2,1196,0.007325381999999999
3,1194,0.009262382
4,1192,0.010538795
5,1190,0.010485866000000002
6,1188,0.008708566
7,1186,0.005466855
8,1184,0.0015192889999999998
9,1182,-0.002055984
10,1180,-0.004361281
11,1178,-0.004967758
12,1176,-0.0039738759999999995
13,1174,-0.001842001
14,1172,0.0007178239999999999
15,1170,0.00290605
16,1168,0.003948253
17,1166,0.0033907670000000003
18,1164,0.0012396080000000001
19,1162,-0.001961856
20,1160,-0.005244960999999999
21,1158,-0.007629802
22,1156,-0.008461415
23,1154,-0.007574699
24,1152,-0.005231525999999999
25,1150,-0.002013473
26,1148,0.00137482
27,1146,0.004199952
28,1144,0.005925704
29,1142,0.006409661
30,1140,0.0058683680000000005
31,1138,0.004675038
32,1136,0.003338249
33,1134,0.002246585
34,1132,0.001657611
35,1130,0.001635862
36,1128,0.002079895
37,1126,0.002679783
38,1124,0.0031595459999999996
39,1122,0.0033208779999999998
40,1120,0.003189125
41,1118,0.0028280270000000003
42,1116,0.0024620970000000003
43,1114,0.00213401
44,1112,0.00176902
45,1110,0.001129419
46,1108,0.000251685
47,1106,-0.000616034
48,1104,-0.000907024
49,1102,-0.00018869900000000002
50,1100,0.0018163779999999998
51,1098,0.004584512
52,1096,0.007096258
53,1094,0.007902885
54,1092,0.006147429
55,1090,0.001733535
56,1088,-0.0043042079999999995
57,1086,-0.010579399
58,1084,-0.01544361
59,1082,-0.018066428
60,1080,-0.018200217
61,1078,-0.016419195
62,1076,-0.013320367
63,1074,-0.009762340999999999
64,1072,-0.00614783
65,1070,-0.0029270459999999996
66,1068,-0.000306361
67,1066,0.0012765839999999999
68,1064,0.001823059
69,1062,0.001284951
70,1060,3.3007e-05
71,1058,-0.001555004
72,1056,-0.002525945
73,1054,-0.002360928
74,1052,-0.0009741369999999999
75,1050,0.00116885
76,1048,0.003676574
77,1046,0.0059206169999999995
78,1044,0.007590908
79,1042,0.008427518
80,1040,0.008389625999999999
81,1038,0.007032803000000001
82,1036,0.004107573
83,1034,-0.000310203
84,1032,-0.005411666999999999
85,1030,-0.010421212
86,1028,-0.014458118999999998
87,1026,-0.016984182
88,1024,-0.017803139
89,1022,-0.017142654
90,1020,-0.015166788999999998
91,1018,-0.012058783
92,1016,-0.007869761
93,1014,-0.002997727
94,1012,0.002083305
95,1010,0.006608910999999999
96,1008,0.009904923000000001
97,1006,0.011511376
98,1004,0.011341301000000002
99,1002,0.009700671
100,1000,0.007302898
101,998,0.004926747
102,996,0.0032271640000000002
103,994,0.002481339
104,992,0.002710238
105,990,0.003604695
106,988,0.004591135
107,986,0.005159053
108,984,0.005020338
109,982,0.004201608
110,980,0.0029856540000000003
111,978,0.0016758779999999998
112,976,0.000438025
113,974,-0.0006762939999999999
114,972,-0.001711367
115,970,-0.002621868
116,968,-0.00324897
117,966,-0.0033354120000000003
118,964,-0.00280879
119,962,-0.001691646
120,960,-0.00020314200000000001
121,958,0.001381826
122,956,0.002755575
123,954,0.0037054040000000002
124,952,0.004123811
125,950,0.004098676
126,948,0.003716348
127,946,0.00319349
128,944,0.002539763
129,942,0.001756698
130,940,0.000881375
131,938,6.001000000000001e-06
132,936,-0.0006720680000000001
133,934,-0.0008430239999999999
134,932,-0.000437294
135,930,0.00040511400000000004
136,928,0.001235051
137,926,0.001616918
138,924,0.001283402
139,922,0.000266344
140,920,-0.001118125
141,918,-0.002288915
142,916,-0.00275679
143,914,-0.00221843
144,912,-0.000767166
145,910,0.001131805
146,908,0.0027957340000000002
147,906,0.0036760240000000004
148,904,0.0034243040000000004
149,902,0.00217525
150,900,0.00038166599999999996
