,Wavenumber,Kp235MH.18H
0,1200,0.0041983229999999995
1,1198,0.005850819
2,1196,0.007597315
3,1194,0.009186592
4,1192,0.010098526
5,1190,0.009917104
6,1188,0.00858139
7,1186,0.006226284
8,1184,0.0031310640000000002
9,1182,-4.3542e-05
10,1180,-0.002670386
11,1178,-0.003950248
12,1176,-0.003749428
13,1174,-0.002264551
14,1172,0.000175205
15,1170,0.002600829
16,1168,0.00389797
17,1166,0.003588823
18,1164,0.001880102
19,1162,-0.000723772
20,1160,-0.0036584670000000003
21,1158,-0.005931683
22,1156,-0.0069605909999999995
23,1154,-0.006642377
24,1152,-0.005009855
25,1150,-0.002323385
26,1148,0.001015188
27,1146,0.003938695
28,1144,0.005689421
29,1142,0.006334343
30,1140,0.005885288000000001
31,1138,0.004675985
32,1136,0.0033242040000000003
33,1134,0.002286649
34,1132,0.00182631
35,1130,0.0017672760000000001
36,1128,0.001854919
37,1126,0.002015538
38,1124,0.0018896579999999998
39,1122,0.001276232
40,1120,0.0005469369999999999
41,1118,0.000250674
42,1116,0.0006333430000000001
43,1114,0.0015224989999999999
44,1112,0.002355362
45,1110,0.002590935
46,1108,0.002010188
47,1106,0.0007606860000000001
48,1104,-0.00032835199999999996
49,1102,-0.000353929
50,1100,0.00113587
51,1098,0.0037608629999999997
52,1096,0.006404204
53,1094,0.0073443219999999995
54,1092,0.00538374
55,1090,0.0005195169999999999
56,1088,-0.006019485
57,1086,-0.012333751
58,1084,-0.016841218
59,1082,-0.018584462
60,1080,-0.017512795
61,1078,-0.014812424
62,1076,-0.011549911999999999
63,1074,-0.007975607
64,1072,-0.0041088620000000005
65,1070,-0.000645141
66,1068,0.0015128910000000001
67,1066,0.002213778
68,1064,0.00176199
69,1062,0.000115846
70,1060,-0.001976106
71,1058,-0.003284692
72,1056,-0.003242938
73,1054,-0.002078492
74,1052,8.761299999999999e-05
75,1050,0.002789394
76,1048,0.005312796
77,1046,0.006793935
78,1044,0.007405881
79,1042,0.007259125
80,1040,0.00621931
81,1038,0.0043261440000000005
82,1036,0.001518292
83,1034,-0.00212726
84,1032,-0.006068534
85,1030,-0.009852113000000001
86,1028,-0.012730836
87,1026,-0.014397423000000001
88,1024,-0.01477868
89,1022,-0.013812598999999998
90,1020,-0.011763249
91,1018,-0.008785592
92,1016,-0.004849447
93,1014,-0.0003514
94,1012,0.003931479
95,1010,0.007337560999999999
96,1008,0.009755932
97,1006,0.011064495
98,1004,0.010702936000000001
99,1002,0.008764304
100,1000,0.0060871530000000005
101,998,0.0032981890000000004
102,996,0.000819565
103,994,-0.00056554
104,992,-0.000230001
105,990,0.001492185
106,988,0.003523138
107,986,0.0051859440000000005
108,984,0.0059909080000000005
109,982,0.005580244
110,980,0.004256337
111,978,0.00254199
112,976,0.000639364
113,974,-0.0013585960000000001
114,972,-0.0031819129999999998
115,970,-0.0044985120000000005
116,968,-0.005336563000000001
117,966,-0.005609158
118,964,-0.004898092
119,962,-0.0033354509999999997
120,960,-0.001348838
121,958,0.0007525460000000001
122,956,0.00269922
123,954,0.0042880670000000004
124,952,0.005149402
125,950,0.005432777
126,948,0.005193922
127,946,0.004508809
128,944,0.0036410929999999998
129,942,0.002698184
130,940,0.0016917920000000001
131,938,0.000938519
132,936,0.00045585900000000003
133,934,0.00035997
134,932,0.000739043
135,930,0.001519586
136,928,0.0022897
137,926,0.002571574
138,924,0.001738705
139,922,-0.00011709
140,920,-0.002437032
141,918,-0.004577882
142,916,-0.005690564
143,914,-0.005356535
144,912,-0.003667086
145,910,-0.001077931
146,908,0.0014436929999999998
147,906,0.003349628
148,904,0.004233755
149,902,0.003912984
150,900,0.0029084429999999997
