,Wavenumber,RP80
0,1200,0.003656646
1,1198,0.005400798
2,1196,0.007368396
3,1194,0.009273308000000001
4,1192,0.010553483
5,1190,0.010582366000000001
6,1188,0.008943919
7,1186,0.005806145
8,1184,0.001913426
9,1182,-0.0016767879999999998
10,1180,-0.004091733
11,1178,-0.004855432
12,1176,-0.004036869
13,1174,-0.00204308
14,1172,0.000463605
15,1170,0.0026839520000000003
16,1168,0.00384242
17,1166,0.0034433429999999998
18,1164,0.0014483039999999999
19,1162,-0.001644866
20,1160,-0.004910618
21,1158,-0.007344
22,1156,-0.008278507
23,1154,-0.007523233000000001
24,1152,-0.005295875
25,1150,-0.0021149520000000002
26,1148,0.001296903
27,1146,0.004154998
28,1144,0.005956706
29,1142,0.00652579
30,1140,0.006030522
31,1138,0.004887137
32,1136,0.003577463
33,1134,0.002441702
34,1132,0.0017402189999999999
35,1130,0.001581894
36,1128,0.0018937560000000001
37,1126,0.002377059
38,1124,0.002782702
39,1122,0.002920797
40,1120,0.002783072
41,1118,0.002496823
42,1116,0.002323519
43,1114,0.002241843
44,1112,0.002075773
45,1110,0.001555879
46,1108,0.000735326
47,1106,-0.00017638
48,1104,-0.000619137
49,1102,-5.3568999999999995e-05
50,1100,0.001864915
51,1098,0.004642764000000001
52,1096,0.007237826
53,1094,0.008115435
54,1092,0.006348208
55,1090,0.001758727
56,1088,-0.004577622
57,1086,-0.011146403999999999
58,1084,-0.01617864
59,1082,-0.018743594
60,1080,-0.018657261
61,1078,-0.016663952
62,1076,-0.013397935
63,1074,-0.009639650999999999
64,1072,-0.005852055
65,1070,-0.002556641
66,1068,9.088299999999999e-05
67,1066,0.001683795
68,1064,0.002124421
69,1062,0.00136621
70,1060,-6.3821e-05
71,1058,-0.0016881029999999998
72,1056,-0.002672921
73,1054,-0.0025328029999999997
74,1052,-0.001123397
75,1050,0.001039054
76,1048,0.003500138
77,1046,0.005673373000000001
78,1044,0.007297954000000001
79,1042,0.008131418
80,1040,0.008154364
81,1038,0.0068633259999999995
82,1036,0.004020445
83,1034,-0.000303562
84,1032,-0.005381613
85,1030,-0.01039307
86,1028,-0.014411468
87,1026,-0.016891468
88,1024,-0.017604145
89,1022,-0.016847084
90,1020,-0.014760185
91,1018,-0.011546586000000001
92,1016,-0.007326976
93,1014,-0.002431058
94,1012,0.0026264659999999996
95,1010,0.007040603
96,1008,0.010186918
97,1006,0.011638684
98,1004,0.011341239
99,1002,0.009567565
100,1000,0.007005191
101,998,0.004498718
102,996,0.002691295
103,994,0.001917696
104,992,0.0022159610000000002
105,990,0.003270349
106,988,0.004513404
107,986,0.005339264
108,984,0.005376749
109,982,0.004666468
110,980,0.003436432
111,978,0.002019401
112,976,0.0006130819999999999
113,974,-0.000710905
114,972,-0.00193593
115,970,-0.0030069190000000003
116,968,-0.003752443
117,966,-0.003907746
118,964,-0.0033817440000000003
119,962,-0.002174667
120,960,-0.000516453
121,958,0.001268098
122,956,0.002837395
123,954,0.003957993
124,952,0.004495216
125,950,0.004525531
126,948,0.004181878
127,946,0.00364526
128,944,0.00293355
129,942,0.002029679
130,940,0.0009336860000000001
131,938,-0.000176672
132,936,-0.000994555
133,934,-0.00115769
134,932,-0.0005789640000000001
135,930,0.000500859
136,928,0.0015193420000000001
137,926,0.001962505
138,924,0.001505101
139,922,0.00024535299999999997
140,920,-0.001356735
141,918,-0.002697222
142,916,-0.003253355
143,914,-0.002676177
144,912,-0.001112752
145,910,0.000955914
146,908,0.0028104479999999997
147,906,0.003805411
148,904,0.0035722320000000003
149,902,0.00232373
150,900,0.000584275
