,Wavenumber,RP82
0,1200,0.004178887
1,1198,0.006035095
2,1196,0.008052843
3,1194,0.009975652
4,1192,0.011274389
5,1190,0.011259264
6,1188,0.009469155
7,1186,0.006092131999999999
8,1184,0.001864781
9,1182,-0.0020402529999999997
10,1180,-0.004601997
11,1178,-0.005234278
12,1176,-0.003970602
13,1174,-0.0013756320000000001
14,1172,0.00169235
15,1170,0.004258854
16,1168,0.005442275
17,1166,0.00478193
18,1164,0.002332683
19,1162,-0.001286456
20,1160,-0.005061082
21,1158,-0.00795462
22,1156,-0.009234995
23,1154,-0.008711914
24,1152,-0.006552738000000001
25,1150,-0.00323027
26,1148,0.000530149
27,1146,0.003850943
28,1144,0.006059401999999999
29,1142,0.00688788
30,1140,0.006507414
31,1138,0.005343474
32,1136,0.0039747770000000005
33,1134,0.0028315009999999997
34,1132,0.002236717
35,1130,0.002192795
36,1128,0.002457561
37,1126,0.002697575
38,1124,0.002704132
39,1122,0.002389074
40,1120,0.001955868
41,1118,0.0016656260000000001
42,1116,0.001803076
43,1114,0.002207802
44,1112,0.002515874
45,1110,0.002261146
46,1108,0.001358706
47,1106,6.677e-05
48,1104,-0.0007799910000000001
49,1102,-0.000336141
50,1100,0.001989734
51,1098,0.005639588
52,1096,0.009180983
53,1094,0.010520385
54,1092,0.008354337
55,1090,0.002476043
56,1088,-0.005678880999999999
57,1086,-0.013990464
58,1084,-0.020178481
59,1082,-0.023115722999999998
60,1080,-0.022566557
61,1078,-0.019421238
62,1076,-0.014619435
63,1074,-0.009294899
64,1072,-0.004100642
65,1070,0.00017251099999999998
66,1068,0.003121154
67,1066,0.00424564
68,1064,0.003694164
69,1062,0.001759104
70,1060,-0.0007439860000000001
71,1058,-0.00303588
72,1056,-0.004025703
73,1054,-0.003400921
74,1052,-0.001288794
75,1050,0.001510182
76,1048,0.004393348
77,1046,0.006714726
78,1044,0.008242722
79,1042,0.008804022
80,1040,0.008523886
81,1038,0.006958069
82,1036,0.0038440109999999996
83,1034,-0.00079756
84,1032,-0.006250691
85,1030,-0.011716353
86,1028,-0.016178404
87,1026,-0.018975486
88,1024,-0.019734004
89,1022,-0.018728829
90,1020,-0.016175012
91,1018,-0.012324251000000001
92,1016,-0.007349082
93,1014,-0.0017396039999999998
94,1012,0.003941053
95,1010,0.008867104
96,1008,0.012302094
97,1006,0.013639326
98,1004,0.012824038000000001
99,1002,0.010223044
100,1000,0.0066660140000000005
101,998,0.00315762
102,996,0.000640386
103,994,-0.000362488
104,992,0.000182599
105,990,0.001877126
106,988,0.0040496379999999995
107,986,0.0058728619999999995
108,984,0.006756083
109,982,0.006547582
110,980,0.005454655
111,978,0.0037702509999999996
112,976,0.001710434
113,974,-0.000486645
114,972,-0.0025468179999999997
115,970,-0.004237465
116,968,-0.005312915
117,966,-0.005482485
118,964,-0.004629997
119,962,-0.002911796
120,960,-0.0006745939999999999
121,958,0.0016702239999999999
122,956,0.0036984870000000003
123,954,0.005128193
124,952,0.005794479
125,950,0.00576022
126,948,0.005200127
127,946,0.004304259
128,944,0.003264712
129,942,0.002184203
130,940,0.001027483
131,938,6.2229999999999995e-06
132,936,-0.000616246
133,934,-0.000531205
134,932,0.000279876
135,930,0.0014937370000000002
136,928,0.0026206470000000003
137,926,0.003034018
138,924,0.002156289
139,922,9.450299999999999e-05
140,920,-0.002517604
141,918,-0.004762147
142,916,-0.005823651
143,914,-0.005200143
144,912,-0.003020835
145,910,-1.633e-05
146,908,0.002765906
147,906,0.004511715
148,904,0.004804644
149,902,0.003792152
150,900,0.00203962
