,Wavenumber,RP52
0,1200,0.003770522
1,1198,0.005550733
2,1196,0.007583871999999999
3,1194,0.009581437
4,1192,0.010888416000000001
5,1190,0.010883114
6,1188,0.009153223
7,1186,0.0058894030000000005
8,1184,0.0018677479999999998
9,1182,-0.0018341129999999998
10,1180,-0.004283681
11,1178,-0.005001671
12,1176,-0.004092819
13,1174,-0.001941446
14,1172,0.00071687
15,1170,0.0030056759999999997
16,1168,0.0041580770000000005
17,1166,0.0036777840000000003
18,1164,0.001532616
19,1162,-0.0017446229999999998
20,1160,-0.005166151
21,1158,-0.0076782
22,1156,-0.00860582
23,1154,-0.007798348
24,1152,-0.005496231
25,1150,-0.0022520360000000002
26,1148,0.001226146
27,1146,0.0041623779999999996
28,1144,0.005994721999999999
29,1142,0.006586966
30,1140,0.006139716
31,1138,0.004987997
32,1136,0.003633001
33,1134,0.002492901
34,1132,0.0018556970000000001
35,1130,0.00175691
36,1128,0.002067157
37,1126,0.002533501
38,1124,0.002868825
39,1122,0.002865726
40,1120,0.0026543359999999998
41,1118,0.002398661
42,1116,0.0022584320000000003
43,1114,0.0021762220000000002
44,1112,0.002016742
45,1110,0.0014997510000000001
46,1108,0.0006403
47,1106,-0.000317213
48,1104,-0.000752183
49,1102,-9.4855e-05
50,1100,0.0019256479999999999
51,1098,0.004790845
52,1096,0.007484746
53,1094,0.008428485
54,1092,0.006664043000000001
55,1090,0.0019816960000000002
56,1088,-0.004511596
57,1086,-0.011206327
58,1084,-0.01635348
59,1082,-0.01897519
60,1080,-0.018847877
61,1078,-0.016767739
62,1076,-0.013396296
63,1074,-0.009583325
64,1072,-0.005724091999999999
65,1070,-0.00235019
66,1068,0.000291345
67,1066,0.001803541
68,1064,0.002098902
69,1062,0.0011801210000000001
70,1060,-0.000403839
71,1058,-0.00211941
72,1056,-0.0030446809999999996
73,1054,-0.002781006
74,1052,-0.001237716
75,1050,0.001068407
76,1048,0.0036869570000000003
77,1046,0.006006339
78,1044,0.007670009
79,1042,0.008438675
80,1040,0.008350891
81,1038,0.006967131999999999
82,1036,0.004106265
83,1034,-0.00017841099999999998
84,1032,-0.005218098
85,1030,-0.010288896
86,1028,-0.014482488
87,1026,-0.017198337
88,1024,-0.018140371000000002
89,1022,-0.017548195
90,1020,-0.015545915
91,1018,-0.012343933999999999
92,1016,-0.008048475
93,1014,-0.0030185470000000003
94,1012,0.002262231
95,1010,0.007006115
96,1008,0.010452686999999999
97,1006,0.012052726000000001
98,1004,0.011763513
99,1002,0.009905709
100,1000,0.007201133
101,998,0.004501995999999999
102,996,0.00257414
103,994,0.001788694
104,992,0.002113554
105,990,0.0032392
106,988,0.004593998
107,986,0.005532783
108,984,0.005654866999999999
109,982,0.004977110999999999
110,980,0.003750329
111,978,0.0022582970000000003
112,976,0.0006958260000000001
113,974,-0.000819382
114,972,-0.002222758
115,970,-0.003364895
116,968,-0.004055658
117,966,-0.004088293
118,964,-0.003412363
119,962,-0.002085736
120,960,-0.000374751
121,958,0.001401231
122,956,0.0029585490000000004
123,954,0.004102105
124,952,0.00467561
125,950,0.004729175
126,948,0.0043544790000000005
127,946,0.0037019109999999996
128,944,0.002876094
129,942,0.00193987
130,940,0.00084946
131,938,-0.000173532
132,936,-0.0008296489999999999
133,934,-0.000865898
134,932,-0.000310196
135,930,0.0006862869999999999
136,928,0.00167533
137,926,0.002091271
138,924,0.0015627220000000001
139,922,0.000248837
140,920,-0.001446875
141,918,-0.002917206
142,916,-0.003561115
143,914,-0.0029499490000000003
144,912,-0.001271917
145,910,0.000916789
146,908,0.002898772
147,906,0.004010163
148,904,0.003819478
149,902,0.002533065
150,900,0.000698678
