,Wavenumber,H2350
0,1200,0.00405741
1,1198,0.005953334
2,1196,0.008093808000000001
3,1194,0.010107959
4,1192,0.011430153
5,1190,0.01138339
6,1188,0.009515251
7,1186,0.005925064
8,1184,0.001634801
9,1182,-0.002147219
10,1180,-0.004560594
11,1178,-0.005277207
12,1176,-0.004390522
13,1174,-0.002462669
14,1172,-0.000237388
15,1170,0.0017342770000000002
16,1168,0.0030228440000000002
17,1166,0.003045885
18,1164,0.0016614770000000002
19,1162,-0.000771604
20,1160,-0.0036218000000000005
21,1158,-0.005989165
22,1156,-0.007095869
23,1154,-0.006576345999999999
24,1152,-0.004602117
25,1150,-0.001701048
26,1148,0.0016228310000000001
27,1146,0.004701147
28,1144,0.006759617
29,1142,0.0073725019999999995
30,1140,0.006610594
31,1138,0.004938515
32,1136,0.003011958
33,1134,0.0013862710000000001
34,1132,0.000724658
35,1130,0.001066422
36,1128,0.001915662
37,1126,0.002547227
38,1124,0.00257551
39,1122,0.002018341
40,1120,0.001242644
41,1118,0.000602233
42,1116,0.00043531
43,1114,0.0007015839999999999
44,1112,0.001161332
45,1110,0.0012990439999999998
46,1108,0.00086165
47,1106,6.5064e-05
48,1104,-0.000499975
49,1102,-0.000310756
50,1100,0.0012413139999999999
51,1098,0.004070718
52,1096,0.006983859
53,1094,0.00813495
54,1092,0.006194173000000001
55,1090,0.001095391
56,1088,-0.00604901
57,1086,-0.013228168
58,1084,-0.017973848
59,1082,-0.019413442
60,1080,-0.017815027
61,1078,-0.014442901000000001
62,1076,-0.010727452
63,1074,-0.007043410999999999
64,1072,-0.003035273
65,1070,0.0007701730000000001
66,1068,0.00334843
67,1066,0.00376856
68,1064,0.0027111709999999996
69,1062,0.000532312
70,1060,-0.00241334
71,1058,-0.00466503
72,1056,-0.0047964309999999994
73,1054,-0.003275294
74,1052,-0.0008425360000000001
75,1050,0.0018665770000000001
76,1048,0.004638476
77,1046,0.006670151
78,1044,0.007649139
79,1042,0.008039016
80,1040,0.007996773
81,1038,0.006926258
82,1036,0.004416009
83,1034,0.0009757219999999999
84,1032,-0.0028768920000000003
85,1030,-0.0070347790000000006
86,1028,-0.010687981000000001
87,1026,-0.013267941
88,1024,-0.014998451000000001
89,1022,-0.015974238999999998
90,1020,-0.015542468
91,1018,-0.01281361
92,1016,-0.008448025
93,1014,-0.003649554
94,1012,0.001440262
95,1010,0.006560369
96,1008,0.010526485
97,1006,0.012281706000000002
98,1004,0.011922763000000001
99,1002,0.009787281
100,1000,0.00615184
101,998,0.0018345120000000002
102,996,-0.001692876
103,994,-0.0032476840000000002
104,992,-0.002949672
105,990,-0.0013066619999999999
106,988,0.001348507
107,986,0.004287948
108,984,0.006605779
109,982,0.007613551
110,980,0.007329046999999999
111,978,0.006008401
112,976,0.003864723
113,974,0.0013696729999999999
114,972,-0.001094592
115,970,-0.003177257
116,968,-0.004515759
117,966,-0.004973475
118,964,-0.004392688
119,962,-0.002909155
120,960,-0.0009062810000000001
121,958,0.0013153070000000002
122,956,0.003284722
123,954,0.004542815
124,952,0.005070921
125,950,0.0050082270000000005
126,948,0.0044570040000000005
127,946,0.0036026070000000003
128,944,0.002591894
129,942,0.001792226
130,940,0.001000752
131,938,0.000116919
132,936,-0.000498434
133,934,-0.000577313
134,932,0.000269456
135,930,0.001803632
136,928,0.0031803070000000003
137,926,0.0038189020000000003
138,924,0.0029659540000000002
139,922,0.000462269
140,920,-0.002873998
141,918,-0.005848580999999999
142,916,-0.007389424
143,914,-0.007089860999999999
144,912,-0.005082098
145,910,-0.001754624
146,908,0.001723001
147,906,0.004023742
148,904,0.004872585
149,902,0.0042849329999999995
150,900,0.002712299
