,Wavenumber,C1694
0,1200,0.00467273
1,1198,0.005612459
2,1196,0.006178228000000001
3,1194,0.006415126
4,1192,0.006481771
5,1190,0.006570414
6,1188,0.006794424
7,1186,0.007211817
8,1184,0.007645796999999999
9,1182,0.007749809
10,1180,0.007143043000000001
11,1178,0.0056883030000000005
12,1176,0.0036385320000000003
13,1174,0.0016320310000000001
14,1172,0.00024524
15,1170,-0.000279883
16,1168,-0.000148259
17,1166,0.000155801
18,1164,0.000135179
19,1162,-0.000433815
20,1160,-0.0014187179999999998
21,1158,-0.002527888
22,1156,-0.003551667
23,1154,-0.004398069
24,1152,-0.00488974
25,1150,-0.004816354
26,1148,-0.0039804079999999995
27,1146,-0.0023217579999999997
28,1144,4.5113e-05
29,1142,0.002692668
30,1140,0.005082519000000001
31,1138,0.006624646
32,1136,0.0069688580000000005
33,1134,0.00604097
34,1132,0.004133132
35,1130,0.0016817999999999998
36,1128,-0.000883507
37,1126,-0.003352726
38,1124,-0.005412991
39,1122,-0.006748893000000001
40,1120,-0.006844404
41,1118,-0.005308874
42,1116,-0.002016701
43,1114,0.002432692
44,1112,0.006999757
45,1110,0.01043092
46,1108,0.011963475
47,1106,0.011447493999999999
48,1104,0.009607164
49,1102,0.00740358
50,1100,0.0058619530000000005
51,1098,0.005179063
52,1096,0.004916951
53,1094,0.003966746
54,1092,0.001605425
55,1090,-0.002292897
56,1088,-0.006914906
57,1086,-0.011278656000000001
58,1084,-0.014216692
59,1082,-0.01537547
60,1080,-0.014741513000000001
61,1078,-0.012867854
62,1076,-0.009891259
63,1074,-0.006109521999999999
64,1072,-0.001798455
65,1070,0.002133741
66,1068,0.004736707
67,1066,0.004982755
68,1064,0.0029715220000000003
69,1062,-0.000634915
70,1060,-0.004413152
71,1058,-0.00727183
72,1056,-0.008093383000000001
73,1054,-0.006830152
74,1052,-0.004255444000000001
75,1050,-0.00191232
76,1048,-0.00071146
77,1046,-0.001170672
78,1044,-0.00279149
79,1042,-0.004720642
80,1040,-0.005694613
81,1038,-0.005452421
82,1036,-0.004369228
83,1034,-0.0033067490000000003
84,1032,-0.002581321
85,1030,-0.00251767
86,1028,-0.0030848309999999997
87,1026,-0.004329749
88,1024,-0.005923795999999999
89,1022,-0.007486938
90,1020,-0.008129854
91,1018,-0.007098449000000001
92,1016,-0.004082782
93,1014,0.000212682
94,1012,0.00468934
95,1010,0.008156444
96,1008,0.010063516
97,1006,0.010398389000000001
98,1004,0.00965541
99,1002,0.008194571
100,1000,0.00628403
101,998,0.004238863
102,996,0.002556423
103,994,0.0016708379999999998
104,992,0.002003753
105,990,0.003480165
106,988,0.005384214
107,986,0.006459891
108,984,0.0056896559999999995
109,982,0.002933392
110,980,-0.001063816
111,978,-0.005092952
112,976,-0.007925854
113,974,-0.008977697
114,972,-0.008402275
115,970,-0.006891104
116,968,-0.005109656
117,966,-0.003428396
118,964,-0.001916806
119,962,-0.000456919
120,960,0.001107816
121,958,0.002801006
122,956,0.004473118
123,954,0.005871901999999999
124,952,0.006780441
125,950,0.00714738
126,948,0.007023164
127,946,0.0065319
128,944,0.005793021
129,942,0.004829213
130,940,0.003645377
131,938,0.002387997
132,936,0.001348029
133,934,0.0008913689999999999
134,932,0.001199592
135,930,0.0020351370000000002
136,928,0.002729618
137,926,0.002524962
138,924,0.0009959889999999999
139,922,-0.001744026
140,920,-0.005073354
141,918,-0.008054508
142,916,-0.009660335
143,914,-0.00919975
144,912,-0.0066738959999999995
145,910,-0.002728226
146,908,0.0015581739999999998
147,906,0.005041083
148,904,0.006903533000000001
149,902,0.00700934
150,900,0.005883640999999999
