,Wavenumber,C1680
0,1200,0.004034726
1,1198,0.0051416429999999996
2,1196,0.005816845
3,1194,0.006117411
4,1192,0.00610553
5,1190,0.006066986
6,1188,0.0065401090000000005
7,1186,0.007515701999999999
8,1184,0.008209606
9,1182,0.008175589
10,1180,0.007002275
11,1178,0.00469667
12,1176,0.0017011139999999999
13,1174,-0.00092161
14,1172,-0.002252627
15,1170,-0.002344149
16,1168,-0.0018547370000000002
17,1166,-0.001094992
18,1164,-0.000573433
19,1162,-0.0005277659999999999
20,1160,-0.0009464689999999999
21,1158,-0.001556754
22,1156,-0.002199699
23,1154,-0.002695703
24,1152,-0.002964268
25,1150,-0.0026761859999999997
26,1148,-0.0017067870000000002
27,1146,-0.00017841599999999998
28,1144,0.0016347879999999999
29,1142,0.0035567290000000002
30,1140,0.005212484
31,1138,0.006240403
32,1136,0.006267282
33,1134,0.005244454
34,1132,0.0032869809999999996
35,1130,0.0007891630000000001
36,1128,-0.0017567370000000002
37,1126,-0.003928735
38,1124,-0.005548417
39,1122,-0.0064098919999999995
40,1120,-0.0063145580000000005
41,1118,-0.004947307
42,1116,-0.002162964
43,1114,0.0018230520000000001
44,1112,0.0060913040000000005
45,1110,0.009567381
46,1108,0.011462483
47,1106,0.011541906000000001
48,1104,0.010145932
49,1102,0.008083215999999999
50,1100,0.006114853000000001
51,1098,0.004683001
52,1096,0.003505072
53,1094,0.00204822
54,1092,-8.968700000000001e-05
55,1090,-0.002993199
56,1088,-0.006289797
57,1086,-0.009329061999999999
58,1084,-0.011481211000000002
59,1082,-0.01228274
60,1080,-0.011804802
61,1078,-0.010350154
62,1076,-0.008126096999999999
63,1074,-0.00538779
64,1072,-0.0025128679999999997
65,1070,-4.736e-06
66,1068,0.001546622
67,1066,0.001649896
68,1064,8.751100000000001e-05
69,1062,-0.002650197
70,1060,-0.005541396
71,1058,-0.007627936
72,1056,-0.008238042
73,1054,-0.007245538
74,1052,-0.005282651
75,1050,-0.0033918890000000004
76,1048,-0.002487137
77,1046,-0.002744286
78,1044,-0.003748446
79,1042,-0.004670761
80,1040,-0.004675601
81,1038,-0.003570878
82,1036,-0.001861083
83,1034,-0.00024239099999999998
84,1032,0.000767236
85,1030,0.00098398
86,1028,0.000285461
87,1026,-0.0011822830000000001
88,1024,-0.00307283
89,1022,-0.0048256409999999994
90,1020,-0.005816515
91,1018,-0.005351294
92,1016,-0.0032097009999999997
93,1014,0.00015551899999999999
94,1012,0.0036831629999999997
95,1010,0.006414131
96,1008,0.007829662
97,1006,0.008102873
98,1004,0.007556027
99,1002,0.006620541999999999
100,1000,0.005505456
101,998,0.0044226809999999995
102,996,0.00350081
103,994,0.0030267109999999996
104,992,0.003180987
105,990,0.003994646
106,988,0.004940119000000001
107,986,0.005285997
108,984,0.0042636209999999996
109,982,0.001817622
110,980,-0.001456961
111,978,-0.00449876
112,976,-0.006517244
113,974,-0.007102127
114,972,-0.006492181
115,970,-0.005154975
116,968,-0.003735912
117,966,-0.002456318
118,964,-0.00133902
119,962,-0.000215514
120,960,0.0009434280000000001
121,958,0.002195056
122,956,0.003436058
123,954,0.004560759
124,952,0.0052982640000000004
125,950,0.0056238
126,948,0.005532761
127,946,0.0051968990000000005
128,944,0.004588327
129,942,0.0037374640000000002
130,940,0.002642225
131,938,0.001443555
132,936,0.00035756599999999997
133,934,-0.000151206
134,932,5.8435e-05
135,930,0.0008615669999999999
136,928,0.0016091620000000001
137,926,0.001729842
138,924,0.000815564
139,922,-0.00107219
140,920,-0.00352773
141,918,-0.0057144940000000005
142,916,-0.006924123000000001
143,914,-0.006602266
144,912,-0.0047777209999999995
145,910,-0.00182066
146,908,0.001405443
147,906,0.004081307
148,904,0.0054977590000000005
149,902,0.005562376999999999
150,900,0.004565342
