,Wavenumber,IT20
0,1200,0.004569672
1,1198,0.005349533
2,1196,0.005759081
3,1194,0.005908925
4,1192,0.005945786
5,1190,0.006030572
6,1188,0.006245053
7,1186,0.006594654
8,1184,0.006808621
9,1182,0.006591645
10,1180,0.005623544
11,1178,0.003989425
12,1176,0.0021088020000000003
13,1174,0.000650161
14,1172,0.000143232
15,1170,0.000615846
16,1168,0.001507675
17,1166,0.002181002
18,1164,0.002153845
19,1162,0.001397934
20,1160,0.000171268
21,1158,-0.00113689
22,1156,-0.002385668
23,1154,-0.003602303
24,1152,-0.0047879459999999995
25,1150,-0.0055627969999999995
26,1148,-0.005360045
27,1146,-0.0038472959999999996
28,1144,-0.00118704
29,1142,0.00199906
30,1140,0.004783287
31,1138,0.006380576
32,1136,0.0063936309999999994
33,1134,0.005017649
34,1132,0.0028790240000000004
35,1130,0.000562386
36,1128,-0.001605927
37,1126,-0.003624741
38,1124,-0.005456168000000001
39,1122,-0.0066942780000000006
40,1120,-0.006606639
41,1118,-0.004568005
42,1116,-0.00055642
43,1114,0.004526317
44,1112,0.00909692
45,1110,0.011465848
46,1108,0.010876722
47,1106,0.0077818290000000005
48,1104,0.003599039
49,1102,0.000157617
50,1100,-0.001144167
51,1098,-0.000217084
52,1096,0.0017686020000000002
53,1094,0.003053325
54,1092,0.002495507
55,1090,-0.000114585
56,1088,-0.003981315
57,1086,-0.007832125
58,1084,-0.010431240999999999
59,1082,-0.011259688
60,1080,-0.01041058
61,1078,-0.008371628
62,1076,-0.005517059
63,1074,-0.0023647720000000002
64,1072,0.0005022819999999999
65,1070,0.0022432570000000002
66,1068,0.002273625
67,1066,0.000376673
68,1064,-0.002807591
69,1062,-0.006092146
70,1060,-0.007988396
71,1058,-0.0076438009999999995
72,1056,-0.005121113
73,1054,-0.001615115
74,1052,0.0011514119999999999
75,1050,0.001837237
76,1048,0.000323928
77,1046,-0.002593012
78,1044,-0.0054127640000000005
79,1042,-0.006936183
80,1040,-0.006760421
81,1038,-0.0055297340000000006
82,1036,-0.0042596629999999995
83,1034,-0.003605381
84,1032,-0.003763785
85,1030,-0.0045521879999999995
86,1028,-0.005392342
87,1026,-0.005892066
88,1024,-0.0059075690000000005
89,1022,-0.005514611
90,1020,-0.004547201
91,1018,-0.0026402820000000003
92,1016,0.00033145699999999995
93,1014,0.004219038
94,1012,0.008518556
95,1010,0.012329713999999999
96,1008,0.014834171
97,1006,0.015586774
98,1004,0.014552012
99,1002,0.012072481999999999
100,1000,0.008643706999999999
101,998,0.004780921
102,996,0.000960418
103,994,-0.002338208
104,992,-0.0046324140000000005
105,990,-0.005611025
106,988,-0.005456929
107,986,-0.004736122
108,984,-0.004085639
109,982,-0.003803055
110,980,-0.003777429
111,978,-0.0036333620000000002
112,976,-0.0030216740000000002
113,974,-0.001912187
114,972,-0.0006008869999999999
115,970,0.000568387
116,968,0.001429973
117,966,0.002025981
118,964,0.002308999
119,962,0.002349107
120,960,0.00220553
121,958,0.001936885
122,956,0.001692881
123,954,0.001755582
124,952,0.002211688
125,950,0.0029306740000000003
126,948,0.0036755190000000004
127,946,0.004264243
128,944,0.004440964
129,942,0.004113502
130,940,0.003331411
131,938,0.002464205
132,936,0.0018271379999999999
133,934,0.001583288
134,932,0.0018628129999999998
135,930,0.0024316010000000002
136,928,0.0026918309999999996
137,926,0.00218253
138,924,0.000651016
139,922,-0.001722011
140,920,-0.004471898
141,918,-0.006882486
142,916,-0.008045389
143,914,-0.00744457
144,912,-0.005216708
145,910,-0.0018934079999999999
146,908,0.001426226
147,906,0.003733427
148,904,0.0045764479999999995
149,902,0.004149608
150,900,0.003100975
