,Wavenumber,K500
0,1200,0.003646645
1,1198,0.004576418
2,1196,0.005203484
3,1194,0.0055916130000000005
4,1192,0.005751907
5,1190,0.005846835
6,1188,0.00619623
7,1186,0.006751996999999999
8,1184,0.006887203000000001
9,1182,0.00627986
10,1180,0.004793599
11,1178,0.002520124
12,1176,-4.0245e-05
13,1174,-0.0019016579999999999
14,1172,-0.002376405
15,1170,-0.001694739
16,1168,-0.000612619
17,1166,0.000406092
18,1164,0.0007691730000000001
19,1162,0.00022799299999999998
20,1160,-0.000991233
21,1158,-0.002355494
22,1156,-0.003529956
23,1154,-0.004222684
24,1152,-0.004217366
25,1150,-0.0032605940000000003
26,1148,-0.001448989
27,1146,0.000882712
28,1144,0.003231007
29,1142,0.00521669
30,1140,0.006449071999999999
31,1138,0.006720735
32,1136,0.006041526
33,1134,0.004693076
34,1132,0.002987343
35,1130,0.001305935
36,1128,-9.751299999999999e-05
37,1126,-0.001124336
38,1124,-0.00185595
39,1122,-0.002353972
40,1120,-0.002528616
41,1118,-0.0021819929999999997
42,1116,-0.001143414
43,1114,0.000556437
44,1112,0.0023790770000000003
45,1110,0.0036317059999999997
46,1108,0.00391884
47,1106,0.0032695109999999997
48,1104,0.002209124
49,1102,0.0015114179999999998
50,1100,0.0019082279999999999
51,1098,0.003447938
52,1096,0.005142989000000001
53,1094,0.0056227230000000005
54,1092,0.00383824
55,1090,-0.00043012300000000003
56,1088,-0.006317326
57,1086,-0.012273423
58,1084,-0.016535259
59,1082,-0.017980429
60,1080,-0.016500736000000002
61,1078,-0.012837471999999999
62,1076,-0.008136299999999999
63,1074,-0.0034177590000000002
64,1072,0.000606487
65,1070,0.0034227909999999997
66,1068,0.004771338
67,1066,0.004695404
68,1064,0.003502056
69,1062,0.0015592529999999998
70,1060,-0.000557864
71,1058,-0.0022542260000000002
72,1056,-0.003078289
73,1054,-0.002925848
74,1052,-0.0020202279999999998
75,1050,-0.000770886
76,1048,0.000471601
77,1046,0.001416942
78,1044,0.001939727
79,1042,0.001995731
80,1040,0.001516477
81,1038,0.00035751699999999996
82,1036,-0.001545189
83,1034,-0.0038428679999999997
84,1032,-0.005874044
85,1030,-0.0071817109999999995
86,1028,-0.007519205
87,1026,-0.006793041999999999
88,1024,-0.0053065809999999995
89,1022,-0.0035627109999999997
90,1020,-0.001821028
91,1018,5.636e-05
92,1016,0.002062414
93,1014,0.004027308
94,1012,0.005804638000000001
95,1010,0.007237751999999999
96,1008,0.008041984
97,1006,0.007951168
98,1004,0.006821635
99,1002,0.004690165
100,1000,0.0017807110000000001
101,998,-0.001249409
102,996,-0.003689816
103,994,-0.004914272
104,992,-0.004542592
105,990,-0.002621584
106,988,0.000270844
107,986,0.0032563
108,984,0.005497695
109,982,0.00655759
110,980,0.006180557
111,978,0.004613880999999999
112,976,0.002267973
113,974,-0.000345427
114,972,-0.0027294090000000003
115,970,-0.004554259000000001
116,968,-0.005569929
117,966,-0.005610832
118,964,-0.004826567
119,962,-0.003310509
120,960,-0.0013978679999999998
121,958,0.000642229
122,956,0.002559629
123,954,0.0040557629999999996
124,952,0.004939649
125,950,0.005231703
126,948,0.004975350999999999
127,946,0.004318117
128,944,0.0033776759999999996
129,942,0.002356824
130,940,0.001296894
131,938,0.000279867
132,936,-0.0004974819999999999
133,934,-0.000681983
134,932,-0.000231373
135,930,0.00065874
136,928,0.001534084
137,926,0.001928878
138,924,0.0013552739999999998
139,922,-0.00019061099999999998
140,920,-0.002282842
141,918,-0.004139026
142,916,-0.005144072
143,914,-0.004876828
144,912,-0.003414238
145,910,-0.001212687
146,908,0.000950929
147,906,0.002609044
148,904,0.003434945
149,902,0.003471787
150,900,0.003008808
