,Wavenumber,KP85
0,1200,0.0032727159999999997
1,1198,0.004367841
2,1196,0.005220512
3,1194,0.00584085
4,1192,0.006281945
5,1190,0.006636316999999999
6,1188,0.007180196
7,1186,0.007841882
8,1184,0.007909611
9,1182,0.007164256
10,1180,0.005551212
11,1178,0.003230648
12,1176,0.0008330810000000001
13,1174,-0.000750039
14,1172,-0.000965705
15,1170,-0.00030427599999999997
16,1168,0.00039077400000000004
17,1166,0.000825876
18,1164,0.000494601
19,1162,-0.0007086610000000001
20,1160,-0.002411069
21,1158,-0.00412829
22,1156,-0.005563826
23,1154,-0.00652172
24,1152,-0.0067077130000000006
25,1150,-0.005747131999999999
26,1148,-0.003764136
27,1146,-0.001024894
28,1144,0.0019414279999999998
29,1142,0.004543149000000001
30,1140,0.006332854000000001
31,1138,0.006992756
32,1136,0.006532568000000001
33,1134,0.005206861
34,1132,0.0033069540000000004
35,1130,0.0012974660000000002
36,1128,-0.000283186
37,1126,-0.00127084
38,1124,-0.001812615
39,1122,-0.001995888
40,1120,-0.0017346479999999999
41,1118,-0.000950453
42,1116,0.00045572
43,1114,0.002352993
44,1112,0.004243074
45,1110,0.005364346999999999
46,1108,0.005384183000000001
47,1106,0.004604611
48,1104,0.0035608009999999997
49,1102,0.003170064
50,1100,0.004201059
51,1098,0.00641526
52,1096,0.008503462
53,1094,0.008973305
54,1092,0.0067822690000000005
55,1090,0.001694351
56,1088,-0.005433121
57,1086,-0.012987924
58,1084,-0.019043733
59,1082,-0.022245066
60,1080,-0.022177633999999998
61,1078,-0.019045981
62,1076,-0.01353902
63,1074,-0.007139701
64,1072,-0.0016813
65,1070,0.002055113
66,1068,0.004210559
67,1066,0.004896195999999999
68,1064,0.004083182
69,1062,0.0023662379999999997
70,1060,0.000685779
71,1058,-0.00072263
72,1056,-0.001654747
73,1054,-0.0014127870000000002
74,1052,-5.9921000000000004e-05
75,1050,0.001493629
76,1048,0.002326361
77,1046,0.002276659
78,1044,0.0014593260000000002
79,1042,5.6555e-05
80,1040,-0.0014992679999999998
81,1038,-0.0028528720000000002
82,1036,-0.003915721
83,1034,-0.0052082859999999995
84,1032,-0.006678262
85,1030,-0.007960791
86,1028,-0.009011909
87,1026,-0.00959286
88,1024,-0.009394745
89,1022,-0.008232955
90,1020,-0.006323252
91,1018,-0.0039401409999999994
92,1016,-0.00088239
93,1014,0.002474346
94,1012,0.005399711999999999
95,1010,0.007443453
96,1008,0.008650731
97,1006,0.008894796
98,1004,0.007794203
99,1002,0.00572788
100,1000,0.0032195970000000003
101,998,0.000727907
102,996,-0.001182489
103,994,-0.0019578679999999998
104,992,-0.001239839
105,990,0.000621328
106,988,0.00298669
107,986,0.00534887
108,984,0.007127695
109,982,0.007754161999999999
110,980,0.006885802
111,978,0.004893951
112,976,0.002270554
113,974,-0.000447201
114,972,-0.002807289
115,970,-0.004524257
116,968,-0.005370115999999999
117,966,-0.0054120190000000006
118,964,-0.004810136
119,962,-0.003529338
120,960,-0.001775761
121,958,0.000323057
122,956,0.00245252
123,954,0.004251528
124,952,0.005401451999999999
125,950,0.005816989
126,948,0.005465456
127,946,0.004629088
128,944,0.003599802
129,942,0.0025504679999999997
130,940,0.001479775
131,938,0.000597975
132,936,9.632999999999999e-06
133,934,-0.000148435
134,932,0.000158055
135,930,0.000909329
136,928,0.0015781870000000002
137,926,0.001578195
138,924,0.000797043
139,922,-0.0006785960000000001
140,920,-0.002649242
141,918,-0.004309055
142,916,-0.004980478
143,914,-0.004493679
144,912,-0.00308732
145,910,-0.001111205
146,908,0.000911595
147,906,0.0024128970000000002
148,904,0.00300442
149,902,0.003001075
150,900,0.002616091
