,Wavenumber,H2425
0,1200,0.00265309
1,1198,0.00383219
2,1196,0.004177999
3,1194,0.004311289
4,1192,0.0046443429999999996
5,1190,0.004772881
6,1188,0.00481238
7,1186,0.005281917
8,1184,0.006294275
9,1182,0.006494016
10,1180,0.005142471
11,1178,0.0035584559999999998
12,1176,0.0016297279999999998
13,1174,-0.000974331
14,1172,-0.0032209179999999997
15,1170,-0.004236419
16,1168,-0.003872168
17,1166,-0.002628676
18,1164,-0.001169448
19,1162,6.6035e-05
20,1160,0.000293401
21,1158,-0.000835885
22,1156,-0.002754753
23,1154,-0.0038863020000000003
24,1152,-0.003563237
25,1150,-0.00253066
26,1148,-0.001316447
27,1146,0.000321211
28,1144,0.002219795
29,1142,0.0038759909999999996
30,1140,0.004993844
31,1138,0.005802874
32,1136,0.00589579
33,1134,0.00530912
34,1132,0.004095882
35,1130,0.00229998
36,1128,0.0006920419999999999
37,1126,-0.00068223
38,1124,-0.002248969
39,1122,-0.003291058
40,1120,-0.0032878779999999997
41,1118,-0.002306594
42,1116,-0.001069392
43,1114,-0.000123686
44,1112,0.0005983119999999999
45,1110,0.000518496
46,1108,-0.000105559
47,1106,-9.610200000000001e-05
48,1104,0.000208183
49,1102,0.00034626199999999996
50,1100,0.000972025
51,1098,0.0020329560000000003
52,1096,0.002464332
53,1094,0.002189009
54,1092,0.0018241239999999999
55,1090,0.001054486
56,1088,-0.00035595300000000005
57,1086,-0.0022806560000000003
58,1084,-0.004344408
59,1082,-0.005522988
60,1080,-0.006047725
61,1078,-0.00643732
62,1076,-0.00661736
63,1074,-0.006776602
64,1072,-0.005712175
65,1070,-0.003924249
66,1068,-0.0030681959999999996
67,1066,-0.0021185170000000003
68,1064,-0.000475512
69,1062,0.0010220539999999999
70,1060,0.001443742
71,1058,0.000875648
72,1056,0.001155091
73,1054,0.0016848579999999998
74,1052,0.00142924
75,1050,0.0019749010000000003
76,1048,0.00319192
77,1046,0.003814472
78,1044,0.003307337
79,1042,0.0017176320000000002
80,1040,-1.5161e-05
81,1038,-0.0027044559999999996
82,1036,-0.007009051999999999
83,1034,-0.01073335
84,1032,-0.012955277
85,1030,-0.013687265
86,1028,-0.011562246000000002
87,1026,-0.007064417
88,1024,-0.001927713
89,1022,0.001095172
90,1020,0.001483397
91,1018,0.00155533
92,1016,0.001586025
93,1014,0.001078587
94,1012,0.001345875
95,1010,0.002703937
96,1008,0.00414679
97,1006,0.003721308
98,1004,0.0023634479999999998
99,1002,0.0024558920000000003
100,1000,0.003517475
101,998,0.003984571
102,996,0.0038722120000000003
103,994,0.0032235479999999997
104,992,0.002873241
105,990,0.002315788
106,988,0.001572791
107,986,0.002102723
108,984,0.0031568390000000003
109,982,0.003325614
110,980,0.002248098
111,978,-8.9366e-05
112,976,-0.0015307920000000002
113,974,-0.0015128829999999998
114,972,-0.001561892
115,970,-0.0012658160000000001
116,968,-0.00014254600000000001
117,966,0.0005991719999999999
118,964,-0.000500245
119,962,-0.0013386270000000002
120,960,-0.001085302
121,958,0.000171678
122,956,0.0014643879999999998
123,954,0.00188099
124,952,0.002148941
125,950,0.002042178
126,948,0.001016826
127,946,0.0009582839999999999
128,944,0.001522709
129,942,0.001965589
130,940,0.00167683
131,938,0.0008884689999999999
132,936,0.000847486
133,934,0.0008586360000000001
134,932,0.000164722
135,930,-0.000336855
136,928,-0.000421775
137,926,-0.000996882
138,924,-0.001860232
139,922,-0.0014985089999999999
140,920,-0.000277731
141,918,0.000130941
142,916,-0.000153876
143,914,0.00012184299999999999
144,912,0.00058574
145,910,0.000700821
146,908,0.000587368
147,906,0.0013613370000000002
148,904,0.00241779
149,902,0.002354769
150,900,0.001284966
