,Wavenumber,160
0,1200,0.003554168
1,1198,0.005037539000000001
2,1196,0.006318385
3,1194,0.0073066369999999995
4,1192,0.008035615
5,1190,0.008615931
6,1188,0.009106376
7,1186,0.009470885
8,1184,0.009434608
9,1182,0.008633782
10,1180,0.006794448000000001
11,1178,0.004069115999999999
12,1176,0.001102178
13,1174,-0.001224477
14,1172,-0.002243546
15,1170,-0.001901379
16,1168,-0.0008646760000000001
17,1166,-6.6186e-05
18,1164,-0.000221891
19,1162,-0.001450979
20,1160,-0.0032614479999999997
21,1158,-0.004964031
22,1156,-0.0059241580000000005
23,1154,-0.005815713
24,1152,-0.0046232140000000005
25,1150,-0.002565226
26,1148,1.62e-07
27,1146,0.002600379
28,1144,0.004836174
29,1142,0.006358992
30,1140,0.006996021999999999
31,1138,0.006736381
32,1136,0.00578779
33,1134,0.004413145
34,1132,0.002990465
35,1130,0.00174983
36,1128,0.0007748639999999999
37,1126,-0.00014754700000000002
38,1124,-0.0011452110000000001
39,1122,-0.00217149
40,1120,-0.0027864459999999997
41,1118,-0.0025168000000000005
42,1116,-0.00098928
43,1114,0.001429964
44,1112,0.003984475
45,1110,0.005658964
46,1108,0.006006251
47,1106,0.005093993
48,1104,0.0037524570000000003
49,1102,0.003029441
50,1100,0.00399041
51,1098,0.006420948
52,1096,0.009086611
53,1094,0.010198097
54,1092,0.008409422
55,1090,0.002531031
56,1088,-0.005879361
57,1086,-0.014446253000000001
58,1084,-0.02087822
59,1082,-0.024054904
60,1080,-0.023762695
61,1078,-0.020722508
62,1076,-0.016005315
63,1074,-0.010914153000000001
64,1072,-0.00505283
65,1070,0.000937479
66,1068,0.006193331
67,1066,0.009819493
68,1064,0.011462374
69,1062,0.010950996999999999
70,1060,0.008913424
71,1058,0.00606654
72,1056,0.0036168740000000004
73,1054,0.002034863
74,1052,0.001404337
75,1050,0.001020295
76,1048,0.000335259
77,1046,-0.001235646
78,1044,-0.0035158240000000003
79,1042,-0.006338144
80,1040,-0.00908919
81,1038,-0.011820198999999998
82,1036,-0.014446275
83,1034,-0.016910012
84,1032,-0.018576181
85,1030,-0.018972773000000002
86,1028,-0.017545546000000002
87,1026,-0.014520626000000002
88,1024,-0.010433727
89,1022,-0.006379539
90,1020,-0.002847734
91,1018,5.5753e-05
92,1016,0.0026414240000000003
93,1014,0.005100694
94,1012,0.007689387
95,1010,0.010128887
96,1008,0.011958045
97,1006,0.012584692
98,1004,0.011742484
99,1002,0.009344753
100,1000,0.0057815309999999995
101,998,0.001861525
102,996,-0.001380675
103,994,-0.0031195579999999997
104,992,-0.0027738309999999996
105,990,-0.000395316
106,988,0.0032659629999999998
107,986,0.00698682
108,984,0.009558727
109,982,0.010175779
110,980,0.008718159
111,978,0.005661934
112,976,0.001827896
113,974,-0.002026645
114,972,-0.005254386999999999
115,970,-0.007395813
116,968,-0.008257077
117,966,-0.007808074
118,964,-0.006200811
119,962,-0.003734635
120,960,-0.000765495
121,958,0.00228994
122,956,0.005000816
123,954,0.007011405
124,952,0.008073654
125,950,0.008116765
126,948,0.007243016
127,946,0.005815086999999999
128,944,0.00418303
129,942,0.0025609179999999997
130,940,0.001079141
131,938,-4.1973999999999995e-05
132,936,-0.000579392
133,934,-0.000326981
134,932,0.000765185
135,930,0.002474005
136,928,0.004096343
137,926,0.004740464000000001
138,924,0.0036527309999999998
139,922,0.0007273010000000001
140,920,-0.0033508
141,918,-0.007308378000000001
142,916,-0.009770728000000001
143,914,-0.009841364
144,912,-0.0075579919999999995
145,910,-0.003758801
146,908,0.000278882
147,906,0.0034947690000000004
148,904,0.00534501
149,902,0.0058633140000000005
150,900,0.005476966
