,Wavenumber,IR_KP157
0,1200,0.002856209
1,1198,0.0037981679999999998
2,1196,0.004650011
3,1194,0.005421146999999999
4,1192,0.006003555
5,1190,0.006523556999999999
6,1188,0.007107303000000001
7,1186,0.007615668000000001
8,1184,0.007760217
9,1182,0.0072393909999999995
10,1180,0.0057461840000000005
11,1178,0.0033095840000000004
12,1176,0.00041247
13,1174,-0.001967335
14,1172,-0.003026842
15,1170,-0.002690213
16,1168,-0.00159748
17,1166,-0.000658635
18,1164,-0.000556121
19,1162,-0.001431259
20,1160,-0.0028843259999999996
21,1158,-0.004144359
22,1156,-0.004622566
23,1154,-0.004176339
24,1152,-0.0029663890000000003
25,1150,-0.001246735
26,1148,0.000733116
27,1146,0.002670987
28,1144,0.004255406
29,1142,0.00538891
30,1140,0.005900981
31,1138,0.0057590969999999995
32,1136,0.005048334
33,1134,0.0038163059999999998
34,1132,0.002413087
35,1130,0.001226406
36,1128,0.00044725300000000005
37,1126,0.000136918
38,1124,0.000146033
39,1122,0.00037303900000000003
40,1120,0.000619131
41,1118,0.0008446819999999999
42,1116,0.0012852389999999999
43,1114,0.001901401
44,1112,0.002423979
45,1110,0.00248241
46,1108,0.001945347
47,1106,0.0009740539999999999
48,1104,0.00018788
49,1102,0.000404587
50,1100,0.002445934
51,1098,0.006122526
52,1096,0.009267094
53,1094,0.010128678
54,1092,0.008351504000000001
55,1090,0.00404465
56,1088,-0.001747585
57,1086,-0.007966776
58,1084,-0.013416253999999999
59,1082,-0.01769961
60,1080,-0.020928412
61,1078,-0.021260426000000002
62,1076,-0.016001983
63,1074,-0.008282616999999999
64,1072,-0.004117391
65,1070,-0.002850045
66,1068,-0.000619657
67,1066,0.0030250990000000003
68,1064,0.005051327
69,1062,0.005891586999999999
70,1060,0.0071534319999999995
71,1058,0.005231001
72,1056,-0.00048029800000000004
73,1054,-0.004164538
74,1052,-0.003723365
75,1050,-0.0023364320000000003
76,1048,-0.0029726220000000003
77,1046,-0.003898419
78,1044,-0.005044425
79,1042,-0.007129364
80,1040,-0.008429934
81,1038,-0.007694021
82,1036,-0.005186863
83,1034,-0.004800009
84,1032,-0.006550954
85,1030,-0.007730956999999999
86,1028,-0.008396796
87,1026,-0.007663837
88,1024,-0.004577771
89,1022,1.4859000000000001e-05
90,1020,0.003605381
91,1018,0.003314684
92,1016,0.001968759
93,1014,0.002257135
94,1012,0.0032064529999999997
95,1010,0.004086509
96,1008,0.00472628
97,1006,0.005101817
98,1004,0.005236303
99,1002,0.005210964
100,1000,0.00481267
101,998,0.004141579
102,996,0.0033858559999999996
103,994,0.002865727
104,992,0.0028793440000000003
105,990,0.0034252970000000003
106,988,0.004149784
107,986,0.004733606
108,984,0.004805523
109,982,0.004162314
110,980,0.002844198
111,978,0.00121403
112,976,-0.00037427900000000004
113,974,-0.001638444
114,972,-0.002624323
115,970,-0.0032669829999999998
116,968,-0.003420305
117,966,-0.0033081029999999997
118,964,-0.002956635
119,962,-0.002175284
120,960,-0.001032612
121,958,0.000483078
122,956,0.002032284
123,954,0.003369185
124,952,0.004294328
125,950,0.004512329
126,948,0.004208123
127,946,0.003761692
128,944,0.003232677
129,942,0.0026305509999999996
130,940,0.001811748
131,938,0.000887817
132,936,5.3437e-05
133,934,-0.000430748
134,932,-0.00047235699999999996
135,930,-3.238e-05
136,928,0.000614869
137,926,0.001039673
138,924,0.000937404
139,922,0.000343618
140,920,-0.0005222730000000001
141,918,-0.0014514439999999999
142,916,-0.0023190660000000003
143,914,-0.002603712
144,912,-0.001971311
145,910,-0.000751715
146,908,0.00038736699999999995
147,906,0.001056822
148,904,0.001224348
149,902,0.001186112
150,900,0.001171847
