,Wavenumber,IR_KP180
0,1200,0.003204787
1,1198,0.003948798
2,1196,0.004423735
3,1194,0.004764737
4,1192,0.004936134
5,1190,0.0050829759999999995
6,1188,0.00563642
7,1186,0.0064437819999999995
8,1184,0.006824222
9,1182,0.006479378
10,1180,0.005370735
11,1178,0.003763378
12,1176,0.001728879
13,1174,0.000128449
14,1172,-0.000274376
15,1170,0.000124674
16,1168,0.00063183
17,1166,0.00093075
18,1164,0.000539407
19,1162,-0.0008233380000000001
20,1160,-0.003084779
21,1158,-0.005258766999999999
22,1156,-0.006479693000000001
23,1154,-0.006659346
24,1152,-0.005901205
25,1150,-0.004079561
26,1148,-0.001601073
27,1146,0.000953466
28,1144,0.0032189329999999998
29,1142,0.005030586
30,1140,0.006227748000000001
31,1138,0.006486274
32,1136,0.005743971
33,1134,0.004444905999999999
34,1132,0.002632179
35,1130,0.000795888
36,1128,-0.000539599
37,1126,-0.001404305
38,1124,-0.001752012
39,1122,-0.00175065
40,1120,-0.001612177
41,1118,-0.001053286
42,1116,-0.00014424700000000002
43,1114,0.0009668669999999999
44,1112,0.002075502
45,1110,0.002816709
46,1108,0.002954105
47,1106,0.002530078
48,1104,0.001961212
49,1102,0.002078528
50,1100,0.002924995
51,1098,0.004195282
52,1096,0.005504173
53,1094,0.005651579
54,1092,0.003928222
55,1090,0.000497155
56,1088,-0.004081745
57,1086,-0.008617056
58,1084,-0.012172688000000001
59,1082,-0.013903944
60,1080,-0.013654585
61,1078,-0.011633817
62,1076,-0.0077775480000000004
63,1074,-0.002978117
64,1072,0.0007728839999999999
65,1070,0.0028636959999999998
66,1068,0.0034845709999999997
67,1066,0.0025476
68,1064,0.000363994
69,1062,-0.0016067920000000001
70,1060,-0.002215019
71,1058,-0.001562271
72,1056,-0.000674554
73,1054,0.000376342
74,1052,0.0011572639999999999
75,1050,0.001000438
76,1048,-0.00020176
77,1046,-0.001759065
78,1044,-0.0030961709999999996
79,1042,-0.003962166
80,1040,-0.004217935
81,1038,-0.003794618
82,1036,-0.002824674
83,1034,-0.002198877
84,1032,-0.002590878
85,1030,-0.0034456020000000003
86,1028,-0.0045568679999999995
87,1026,-0.0055253459999999996
88,1024,-0.0057646
89,1022,-0.005162916
90,1020,-0.0038669890000000004
91,1018,-0.002289962
92,1016,-0.000142941
93,1014,0.002353019
94,1012,0.004337199
95,1010,0.005620659
96,1008,0.005764892
97,1006,0.004775574
98,1004,0.003315865
99,1002,0.001733121
100,1000,0.00016522599999999998
101,998,-0.001147316
102,996,-0.001802593
103,994,-0.001496616
104,992,-0.000338086
105,990,0.0014745770000000001
106,988,0.003538882
107,986,0.0053287659999999995
108,984,0.0063722380000000006
109,982,0.006583513
110,980,0.006045796
111,978,0.004821887
112,976,0.0032183290000000002
113,974,0.001337417
114,972,-0.0007842989999999999
115,970,-0.0026418329999999997
116,968,-0.003970232
117,966,-0.0043116859999999995
118,964,-0.0037923609999999997
119,962,-0.0028700509999999998
120,960,-0.001574685
121,958,1.6751e-05
122,956,0.0015237870000000002
123,954,0.0028462459999999998
124,952,0.0039454220000000005
125,950,0.004693078
126,948,0.004512273
127,946,0.0036175590000000002
128,944,0.0027026309999999996
129,942,0.001987493
130,940,0.001179338
131,938,0.00042421300000000005
132,936,1.7084e-05
133,934,-9.2759e-05
134,932,-7.6062e-05
135,930,0.000360725
136,928,0.001120039
137,926,0.0014766820000000002
138,924,0.0006587610000000001
139,922,-0.000785288
140,920,-0.002228735
141,918,-0.0033557490000000003
142,916,-0.003893176
143,914,-0.0037349859999999996
144,912,-0.002736544
145,910,-0.001136482
146,908,0.000308748
147,906,0.001719201
148,904,0.0026414459999999996
149,902,0.002908705
150,900,0.0025213429999999997
