,Wavenumber,Kp219MH.18H
0,1200,-0.0007559839999999999
1,1198,0.000578242
2,1196,0.001964208
3,1194,0.0033346129999999997
4,1192,0.00450702
5,1190,0.005874100000000001
6,1188,0.008182011
7,1186,0.011037101
8,1184,0.012823305
9,1182,0.012869439
10,1180,0.011172844
11,1178,0.007753886
12,1176,0.003319291
13,1174,-0.000639838
14,1172,-0.003220928
15,1170,-0.004686368
16,1168,-0.005448515
17,1166,-0.005623239
18,1164,-0.005654696
19,1162,-0.006003997
20,1160,-0.006619872
21,1158,-0.007328528000000001
22,1156,-0.007960083
23,1154,-0.008022732
24,1152,-0.007047429
25,1150,-0.004883842
26,1148,-0.001614266
27,1146,0.002064064
28,1144,0.005308947
29,1142,0.00737349
30,1140,0.007942176
31,1138,0.007076685
32,1136,0.0053341809999999995
33,1134,0.003204404
34,1132,0.001265398
35,1130,-5.6258e-05
36,1128,-0.000627963
37,1126,-0.000670562
38,1124,-0.000490821
39,1122,-0.000505241
40,1120,-0.000682909
41,1118,-0.0008349089999999999
42,1116,-0.00043173699999999996
43,1114,0.000650575
44,1112,0.002142729
45,1110,0.003428432
46,1108,0.0038783790000000004
47,1106,0.003317098
48,1104,0.002559071
49,1102,0.0022652370000000002
50,1100,0.002850395
51,1098,0.004359185
52,1096,0.006250541
53,1094,0.007487909
54,1092,0.007154568
55,1090,0.004865845
56,1088,0.001111217
57,1086,-0.00367051
58,1084,-0.008400449
59,1082,-0.012103972
60,1080,-0.014551735
61,1078,-0.015358677
62,1076,-0.014525092
63,1074,-0.012602997
64,1072,-0.009690484000000001
65,1070,-0.006326361
66,1068,-0.003118174
67,1066,-0.000512957
68,1064,0.000904474
69,1062,0.0013403279999999998
70,1060,0.001602045
71,1058,0.0027183940000000003
72,1056,0.005474564
73,1054,0.009244189
74,1052,0.01253143
75,1050,0.013805274
76,1048,0.012080771
77,1046,0.007285366999999999
78,1044,0.0008139719999999999
79,1042,-0.005342629000000001
80,1040,-0.009720888
81,1038,-0.011975587
82,1036,-0.012526115
83,1034,-0.012060771999999999
84,1032,-0.011232871
85,1030,-0.010634646999999999
86,1028,-0.010385446999999999
87,1026,-0.010487196
88,1024,-0.010576573
89,1022,-0.010454247
90,1020,-0.009659169
91,1018,-0.007303861
92,1016,-0.0030894240000000003
93,1014,0.0024324670000000002
94,1012,0.008097186
95,1010,0.012452353000000001
96,1008,0.014321806999999999
97,1006,0.013280654
98,1004,0.009892761
99,1002,0.005217697
100,1000,0.000249384
101,998,-0.003918786
102,996,-0.006448578000000001
103,994,-0.0071571
104,992,-0.006150334
105,990,-0.0033708379999999997
106,988,0.000291522
107,986,0.0038539309999999997
108,984,0.006823135
109,982,0.008517
110,980,0.008569690999999999
111,978,0.00764838
112,976,0.006152220999999999
113,974,0.004161505
114,972,0.001879509
115,970,-0.00032820699999999996
116,968,-0.002115193
117,966,-0.0033165359999999997
118,964,-0.003434128
119,962,-0.002106495
120,960,-0.000131595
121,958,0.001825466
122,956,0.0034684570000000003
123,954,0.004115328
124,952,0.003776578
125,950,0.0031477479999999997
126,948,0.002492887
127,946,0.001920847
128,944,0.0013805999999999998
129,942,0.000801988
130,940,0.000442136
131,938,0.000261283
132,936,0.000268801
133,934,0.00060203
134,932,0.000951461
135,930,0.0013838070000000001
136,928,0.001673281
137,926,0.001573419
138,924,0.0010967239999999999
139,922,-1.1843e-05
140,920,-0.0014946820000000002
141,918,-0.002834761
142,916,-0.0035148109999999996
143,914,-0.0028864690000000004
144,912,-0.0014102379999999999
145,910,0.000285155
146,908,0.001741669
147,906,0.002680832
148,904,0.0028906759999999996
149,902,0.0022067479999999997
150,900,0.001173823
