,Wavenumber,M28
0,1200,0.004533304
1,1198,0.0058704809999999994
2,1196,0.006892748000000001
3,1194,0.007612746
4,1192,0.008025658
5,1190,0.008239824
6,1188,0.008353934
7,1186,0.00837762
8,1184,0.008032464
9,1182,0.0070238259999999995
10,1180,0.005083602
11,1178,0.002306775
12,1176,-0.0008546360000000001
13,1174,-0.003542168
14,1172,-0.005005319
15,1170,-0.00502621
16,1168,-0.004016093
17,1166,-0.002556122
18,1164,-0.00129377
19,1162,-0.000587078
20,1160,-0.000484134
21,1158,-0.00066834
22,1156,-0.0008420810000000001
23,1154,-0.000780665
24,1152,-0.000344878
25,1150,0.000628461
26,1148,0.002076499
27,1146,0.003706115
28,1144,0.005180587
29,1142,0.006251301999999999
30,1140,0.006603866999999999
31,1138,0.006074025
32,1136,0.004584878
33,1134,0.002280135
34,1132,-0.00041965199999999996
35,1130,-0.002942556
36,1128,-0.004718818
37,1126,-0.005421199999999999
38,1124,-0.005073412
39,1122,-0.003771348
40,1120,-0.0017453870000000002
41,1118,0.000719206
42,1116,0.003321235
43,1114,0.005568686999999999
44,1112,0.0068956980000000005
45,1110,0.006943729
46,1108,0.005766245
47,1106,0.003917302
48,1104,0.002250448
49,1102,0.0015807660000000002
50,1100,0.002300885
51,1098,0.004092233
52,1096,0.005932766999999999
53,1094,0.00653372
54,1092,0.0051098359999999995
55,1090,0.001701539
56,1088,-0.002859702
57,1086,-0.007397096
58,1084,-0.010853698
59,1082,-0.012709538000000001
60,1080,-0.012994865
61,1078,-0.012203888999999999
62,1076,-0.010742409
63,1074,-0.009028469
64,1072,-0.007416277
65,1070,-0.006164738
66,1068,-0.005410145999999999
67,1066,-0.0053361630000000005
68,1064,-0.005837022
69,1062,-0.006545484
70,1060,-0.006707343
71,1058,-0.005676368
72,1056,-0.0030828059999999996
73,1054,0.00082681
74,1052,0.005129174
75,1050,0.008449366
76,1048,0.009704909
77,1046,0.008432345
78,1044,0.005033132
79,1042,0.00056681
80,1040,-0.0036887770000000003
81,1038,-0.0069240130000000006
82,1036,-0.008899768
83,1034,-0.009913408
84,1032,-0.010456854
85,1030,-0.010987476999999999
86,1028,-0.011420234
87,1026,-0.01118107
88,1024,-0.00968493
89,1022,-0.006722408000000001
90,1020,-0.0025844970000000003
91,1018,0.001881939
92,1016,0.005638108
93,1014,0.007950734000000001
94,1012,0.008715862
95,1010,0.008395631
96,1008,0.0076024180000000005
97,1006,0.006843294000000001
98,1004,0.006148417
99,1002,0.005153743
100,1000,0.003574853
101,998,0.001636083
102,996,-0.000174587
103,994,-0.001172288
104,992,-0.000918642
105,990,0.000606338
106,988,0.002902928
107,986,0.0052024179999999995
108,984,0.006724205
109,982,0.007087101
110,980,0.006205242
111,978,0.004355344000000001
112,976,0.0018931339999999999
113,974,-0.0007507060000000001
114,972,-0.003215122
115,970,-0.0051542390000000006
116,968,-0.006354381
117,966,-0.006616645
118,964,-0.005959005
119,962,-0.00446097
120,960,-0.0023596529999999998
121,958,6.4261e-05
122,956,0.0023506070000000002
123,954,0.00422728
124,952,0.005473494000000001
125,950,0.0060552159999999996
126,948,0.006010724
127,946,0.005530125
128,944,0.004672697
129,942,0.003485442
130,940,0.001967219
131,938,0.00041743300000000004
132,936,-0.000799445
133,934,-0.00120511
134,932,-0.000673094
135,930,0.000603212
136,928,0.002006099
137,926,0.002820724
138,924,0.002477815
139,922,0.001037034
140,920,-0.001041188
141,918,-0.002934144
142,916,-0.004033683
143,914,-0.003925604
144,912,-0.002762976
145,910,-0.001027741
146,908,0.0006769660000000001
147,906,0.0019896189999999998
148,904,0.002609803
149,902,0.002621123
150,900,0.002207602
