,Wavenumber,C1693
0,1200,0.004427123
1,1198,0.005910861999999999
2,1196,0.007120188
3,1194,0.008007005
4,1192,0.008588041999999999
5,1190,0.008947958
6,1188,0.009112623
7,1186,0.009078908
8,1184,0.008767014
9,1182,0.007901174
10,1180,0.006152337
11,1178,0.00348367
12,1176,0.000312665
13,1174,-0.002616353
14,1172,-0.004623667
15,1170,-0.0053395890000000005
16,1168,-0.004800737
17,1166,-0.0035222920000000002
18,1164,-0.002172982
19,1162,-0.001202306
20,1160,-0.000692808
21,1158,-0.000559225
22,1156,-0.000622574
23,1154,-0.000684037
24,1152,-0.00045328400000000003
25,1150,0.000193768
26,1148,0.001281209
27,1146,0.002672786
28,1144,0.004130984
29,1142,0.005329249
30,1140,0.006044435
31,1138,0.006008001999999999
32,1136,0.005132456
33,1134,0.0034454579999999998
34,1132,0.001280118
35,1130,-0.000916575
36,1128,-0.002669849
37,1126,-0.0037696440000000004
38,1124,-0.004074288
39,1122,-0.0036443290000000004
40,1120,-0.0024712939999999997
41,1118,-0.000656193
42,1116,0.00167429
43,1114,0.0040549570000000005
44,1112,0.005974330999999999
45,1110,0.006836095
46,1108,0.0065607880000000006
47,1106,0.005443946999999999
48,1104,0.0042720629999999996
49,1102,0.003742907
50,1100,0.004425685
51,1098,0.0059920469999999995
52,1096,0.007594317
53,1094,0.007847231999999999
54,1092,0.006000648000000001
55,1090,0.002014962
56,1088,-0.003100328
57,1086,-0.008173591
58,1084,-0.011804412
59,1082,-0.013526208999999999
60,1080,-0.013327976000000002
61,1078,-0.012012709
62,1076,-0.010084757
63,1074,-0.008127666
64,1072,-0.006175254
65,1070,-0.004588504
66,1068,-0.00350588
67,1066,-0.0034457520000000003
68,1064,-0.004334005
69,1062,-0.00610308
70,1060,-0.007847446
71,1058,-0.008717261
72,1056,-0.007464441
73,1054,-0.003990012
74,1052,0.001050943
75,1050,0.005953305
76,1048,0.009290706
77,1046,0.009864891
78,1044,0.007792721
79,1042,0.0037203970000000003
80,1040,-0.0007589789999999999
81,1038,-0.0047254490000000005
82,1036,-0.007658531
83,1034,-0.00980533
84,1032,-0.011318836
85,1030,-0.012710188999999998
86,1028,-0.013847986999999999
87,1026,-0.014357668999999998
88,1024,-0.013432313000000001
89,1022,-0.01093246
90,1020,-0.006982565
91,1018,-0.0024577329999999997
92,1016,0.001674781
93,1014,0.004485395
94,1012,0.005993991
95,1010,0.006576576999999999
96,1008,0.006878975
97,1006,0.007151227
98,1004,0.0072763640000000004
99,1002,0.006630683
100,1000,0.004986455
101,998,0.002574909
102,996,0.000158243
103,994,-0.0014159720000000002
104,992,-0.0013198770000000001
105,990,0.000568742
106,988,0.003672559
107,986,0.006951608000000001
108,984,0.009351134
109,982,0.010098256
110,980,0.009087385
111,978,0.00661642
112,976,0.003274675
113,974,-0.000377534
114,972,-0.003765231
115,970,-0.006434673
116,968,-0.008117357
117,966,-0.008705388
118,964,-0.008184839000000001
119,962,-0.00669506
120,960,-0.004370204
121,958,-0.001493011
122,956,0.001572861
123,954,0.00445162
124,952,0.006767878000000001
125,950,0.008206106999999999
126,948,0.008689131
127,946,0.008321774
128,944,0.007210123000000001
129,942,0.005426726999999999
130,940,0.003192646
131,938,0.000971486
132,936,-0.000647335
133,934,-0.001170069
134,932,-0.000421325
135,930,0.00123264
136,928,0.002932761
137,926,0.00376028
138,924,0.0031313129999999997
139,922,0.001091129
140,920,-0.0016868089999999998
141,918,-0.004188934
142,916,-0.0054857890000000005
143,914,-0.00517468
144,912,-0.003521963
145,910,-0.001167884
146,908,0.001164893
147,906,0.002789621
148,904,0.0034255320000000002
149,902,0.003228327
150,900,0.002612447
