,Wavenumber,KP55
0,1200,0.00451546
1,1198,0.006147764
2,1196,0.007467154
3,1194,0.008414722
4,1192,0.009044100000000001
5,1190,0.009407562
6,1188,0.009555216
7,1186,0.009473295
8,1184,0.009044201
9,1182,0.008073292
10,1180,0.0063271130000000005
11,1178,0.003798058
12,1176,0.000901518
13,1174,-0.0016958589999999999
14,1172,-0.003399077
15,1170,-0.003940499
16,1168,-0.003464272
17,1166,-0.002459888
18,1164,-0.00150953
19,1162,-0.001005106
20,1160,-0.000958997
21,1158,-0.001216648
22,1156,-0.001552765
23,1154,-0.001784519
24,1152,-0.001663045
25,1150,-0.001005628
26,1148,0.000261295
27,1146,0.001960442
28,1144,0.003862081
29,1142,0.005595340999999999
30,1140,0.006745492
31,1138,0.006902129
32,1136,0.005971153000000001
33,1134,0.004017156
34,1132,0.001456337
35,1130,-0.001179668
36,1128,-0.00329129
37,1126,-0.004621429
38,1124,-0.005020668
39,1122,-0.004509545
40,1120,-0.003077692
41,1118,-0.000924828
42,1116,0.001763944
43,1114,0.004416375
44,1112,0.006431137
45,1110,0.007157500000000001
46,1108,0.006588436
47,1106,0.005083272
48,1104,0.0035298940000000004
49,1102,0.0028071840000000003
50,1100,0.003713696
51,1098,0.005994213000000001
52,1096,0.008648273
53,1094,0.00995439
54,1092,0.008912162
55,1090,0.0051073609999999995
56,1088,-0.00051924
57,1086,-0.006581032
58,1084,-0.011423295
59,1082,-0.01435726
60,1080,-0.015122537
61,1078,-0.014343743999999999
62,1076,-0.012349201
63,1074,-0.009844931
64,1072,-0.006998236999999999
65,1070,-0.004421624
66,1068,-0.002469108
67,1066,-0.001862659
68,1064,-0.002475337
69,1062,-0.004146299
70,1060,-0.00591222
71,1058,-0.007004885
72,1056,-0.006134175
73,1054,-0.003075505
74,1052,0.0016863120000000001
75,1050,0.006411415
76,1048,0.009775553000000001
77,1046,0.010447196
78,1044,0.008275408
79,1042,0.0038013490000000003
80,1040,-0.001198641
81,1038,-0.005688227
82,1036,-0.008939387
83,1034,-0.011204628999999999
84,1032,-0.012715226000000001
85,1030,-0.014222796999999999
86,1028,-0.015778706
87,1026,-0.017126057
88,1024,-0.017204134
89,1022,-0.015466966
90,1020,-0.011499088000000001
91,1018,-0.005964869
92,1016,0.000120499
93,1014,0.005413205
94,1012,0.009295362
95,1010,0.011507557
96,1008,0.012507498
97,1006,0.012512948999999999
98,1004,0.011588838
99,1002,0.009292721
100,1000,0.005606099
101,998,0.000975033
102,996,-0.0034618229999999997
103,994,-0.0065188880000000005
104,992,-0.007080623
105,990,-0.0048743779999999995
106,988,-0.000468639
107,986,0.004725971
108,984,0.009251859
109,982,0.011842446999999999
110,980,0.011969188
111,978,0.009748554
112,976,0.005914226999999999
113,974,0.001277126
114,972,-0.0033010059999999996
115,970,-0.007181773000000001
116,968,-0.00980784
117,966,-0.01092278
118,964,-0.010410659000000001
119,962,-0.00837866
120,960,-0.005118209
121,958,-0.001205523
122,956,0.0027543520000000003
123,954,0.006151968000000001
124,952,0.00860662
125,950,0.009919957
126,948,0.010163269
127,946,0.009475156
128,944,0.008038317
129,942,0.005954259
130,940,0.003383805
131,938,0.0007570939999999999
132,936,-0.001189322
133,934,-0.0017973210000000002
134,932,-0.000782704
135,930,0.001467971
136,928,0.0039995329999999996
137,926,0.005561921
138,924,0.005181031
139,922,0.0026991259999999996
140,920,-0.0010924160000000001
141,918,-0.004907016
142,916,-0.007420036999999999
143,914,-0.007830522
144,912,-0.006133319
145,910,-0.003084697
146,908,0.00020371900000000002
147,906,0.002746367
148,904,0.004083669
149,902,0.004262931
150,900,0.00375829
