,Wavenumber,Kp209MH.18H
0,1200,0.003583345
1,1198,0.004456028
2,1196,0.004903815
3,1194,0.005077751
4,1192,0.0041357320000000005
5,1190,0.002961272
6,1188,0.005104374
7,1186,0.00947513
8,1184,0.011155623
9,1182,0.009672731
10,1180,0.005674108000000001
11,1178,0.000227651
12,1176,-0.005703139
13,1174,-0.008853316
14,1172,-0.006997316999999999
15,1170,-0.003833992
16,1168,-0.002736615
17,1166,-0.002092124
18,1164,-0.001653102
19,1162,-0.001249354
20,1160,-0.001147309
21,1158,-0.000992427
22,1156,-0.000853699
23,1154,-0.00032056099999999997
24,1152,0.00043001599999999997
25,1150,0.002157279
26,1148,0.004351236
27,1146,0.005958906999999999
28,1144,0.00612728
29,1142,0.005379045
30,1140,0.003867725
31,1138,0.002551236
32,1136,0.001504377
33,1134,0.000914526
34,1132,-6.2055e-05
35,1130,-0.001604011
36,1128,-0.003076555
37,1126,-0.003471541
38,1124,-0.003135358
39,1122,-0.001927963
40,1120,-0.000504735
41,1118,0.000794325
42,1116,0.001826841
43,1114,0.002938725
44,1112,0.0035055140000000004
45,1110,0.003596657
46,1108,0.00300464
47,1106,0.002057365
48,1104,0.001049312
49,1102,0.000916426
50,1100,0.001571062
51,1098,0.002896969
52,1096,0.0038248740000000002
53,1094,0.003848771
54,1092,0.002125702
55,1090,-0.0010531260000000001
56,1088,-0.004632235
57,1086,-0.0075355430000000004
58,1084,-0.00966707
59,1082,-0.010102498
60,1080,-0.009677298
61,1078,-0.008658286999999999
62,1076,-0.007170209
63,1074,-0.005326785
64,1072,-0.0041567620000000005
65,1070,-0.003411913
66,1068,-0.002858393
67,1066,-0.002123264
68,1064,-0.002198988
69,1062,-0.002450805
70,1060,-0.002260275
71,1058,-0.001384542
72,1056,-0.00033056199999999996
73,1054,0.001519106
74,1052,0.0032817959999999996
75,1050,0.00440245
76,1048,0.004204608
77,1046,0.003188855
78,1044,0.001383045
79,1042,-0.000441765
80,1040,-0.002248263
81,1038,-0.003600556
82,1036,-0.00471123
83,1034,-0.005298306
84,1032,-0.005758935
85,1030,-0.005949063
86,1028,-0.006125752
87,1026,-0.005578542
88,1024,-0.004475059
89,1022,-0.002351217
90,1020,0.000251795
91,1018,0.002839506
92,1016,0.004428917
93,1014,0.005247875999999999
94,1012,0.005328401
95,1010,0.005103163
96,1008,0.004441001
97,1006,0.004216608
98,1004,0.003878842
99,1002,0.00317631
100,1000,0.00158002
101,998,-0.000155
102,996,-0.001635935
103,994,-0.002213723
104,992,-0.001977444
105,990,-0.000581622
106,988,0.001254286
107,986,0.003338389
108,984,0.004579931
109,982,0.005028502
110,980,0.00436625
111,978,0.0030576040000000002
112,976,0.00124887
113,974,-0.00041597300000000004
114,972,-0.001943254
115,970,-0.002923704
116,968,-0.003518333
117,966,-0.0033910159999999997
118,964,-0.00299838
119,962,-0.002035891
120,960,-0.0007676610000000001
121,958,0.000924743
122,956,0.002323314
123,954,0.0033328040000000004
124,952,0.00378105
125,950,0.003871175
126,948,0.003465887
127,946,0.003144943
128,944,0.002827213
129,942,0.00238225
130,940,0.001207921
131,938,8.988e-06
132,936,-0.001052608
133,934,-0.001536447
134,932,-0.001543736
135,930,-0.0006416319999999999
136,928,0.000546991
137,926,0.001421241
138,924,0.001196515
139,922,0.00052513
140,920,-0.000543802
141,918,-0.001522945
142,916,-0.002193516
143,914,-0.001828856
144,912,-0.00099233
145,910,-7.6635e-05
146,908,0.000401545
147,906,0.001139826
148,904,0.001559048
149,902,0.001631488
150,900,0.001247302
