,Wavenumber,44
0,1200,0.005035604
1,1198,0.006684916
2,1196,0.007937624
3,1194,0.008760524
4,1192,0.009236334
5,1190,0.009476201
6,1188,0.009529046
7,1186,0.00937767
8,1184,0.008880217
9,1182,0.007777276
10,1180,0.005786759
11,1178,0.0029315079999999998
12,1176,-0.000295526
13,1174,-0.003099986
14,1172,-0.004826711
15,1170,-0.005222763
16,1168,-0.004479673
17,1166,-0.003160208
18,1164,-0.0019045129999999998
19,1162,-0.001110348
20,1160,-0.000778165
21,1158,-0.0006945310000000001
22,1156,-0.000632079
23,1154,-0.000430398
24,1152,9.628299999999999e-05
25,1150,0.001012013
26,1148,0.0022960420000000003
27,1146,0.003741348
28,1144,0.005105237
29,1142,0.006121361999999999
30,1140,0.006581114
31,1138,0.006264006
32,1136,0.0051169
33,1134,0.003205678
34,1132,0.000910853
35,1130,-0.0013573460000000002
36,1128,-0.00317406
37,1126,-0.004349267
38,1124,-0.004764455999999999
39,1122,-0.004434078
40,1120,-0.003280452
41,1118,-0.0013757379999999998
42,1116,0.0012046280000000001
43,1114,0.003928478
44,1112,0.006134558000000001
45,1110,0.007142453000000001
46,1108,0.006884414
47,1106,0.005649812
48,1104,0.004320729000000001
49,1102,0.003783032
50,1100,0.004762504
51,1098,0.006858315
52,1096,0.008948387
53,1094,0.009348951
54,1092,0.00717234
55,1090,0.00234208
56,1088,-0.003847759
57,1086,-0.009855816
58,1084,-0.014073897
59,1082,-0.015986147
60,1080,-0.015614194
61,1078,-0.013877543999999999
62,1076,-0.01130384
63,1074,-0.008547272
64,1072,-0.00579321
65,1070,-0.0036771679999999998
66,1068,-0.00249797
67,1066,-0.0028486379999999997
68,1064,-0.004529723
69,1062,-0.007190963000000001
70,1060,-0.009579504
71,1058,-0.010528878
72,1056,-0.008648217
73,1054,-0.00399671
74,1052,0.002366326
75,1050,0.008152514
76,1048,0.011628646999999999
77,1046,0.011545119
78,1044,0.008221657
79,1042,0.002880708
80,1040,-0.0023528110000000002
81,1038,-0.006423485
82,1036,-0.008903191
83,1034,-0.010369307
84,1032,-0.011384181
85,1030,-0.012720873999999998
86,1028,-0.014236500000000001
87,1026,-0.015321557
88,1024,-0.01480728
89,1022,-0.012226161000000001
90,1020,-0.007576943
91,1018,-0.00195367
92,1016,0.0033018659999999997
93,1014,0.006928639
94,1012,0.008723942
95,1010,0.009071901
96,1008,0.008838824
97,1006,0.00848751
98,1004,0.007999478
99,1002,0.006779698000000001
100,1000,0.00457823
101,998,0.0016612629999999998
102,996,-0.001064845
103,994,-0.002662104
104,992,-0.002350104
105,990,-5.3695e-05
106,988,0.0035624059999999997
107,986,0.007326506
108,984,0.010133218000000001
109,982,0.011212277
110,980,0.010412747
111,978,0.007979063
112,976,0.004482837
113,974,0.000516941
114,972,-0.003339457
115,970,-0.006626198000000001
116,968,-0.008963269
117,966,-0.01008908
118,964,-0.009823452
119,962,-0.008230449
120,960,-0.005523355
121,958,-0.002069794
122,956,0.001647319
123,954,0.005060708
124,952,0.0076868330000000006
125,950,0.009218384
126,948,0.009635288
127,946,0.009038088
128,944,0.007607079
129,942,0.005555061
130,940,0.0031315490000000004
131,938,0.0007834589999999999
132,936,-0.0008551580000000001
133,934,-0.001224878
134,932,-0.00017737400000000003
135,930,0.00185589
136,928,0.003954249
137,926,0.005021597
138,924,0.00426084
139,922,0.0016572960000000002
140,920,-0.0019637929999999997
141,918,-0.005385263
142,916,-0.007465794
143,914,-0.007559806999999999
144,912,-0.00577952
145,910,-0.0028412520000000003
146,908,0.000259572
147,906,0.002638664
148,904,0.003882943
149,902,0.004073063
150,900,0.00361889
