,Wavenumber,SC26
0,1200,0.004243885
1,1198,0.004941056
2,1196,0.005351521999999999
3,1194,0.005440693000000001
4,1192,0.00520616
5,1190,0.004855922
6,1188,0.004573184
7,1186,0.004519558
8,1184,0.004613061
9,1182,0.004569136
10,1180,0.0038658620000000003
11,1178,0.002252756
12,1176,-3.8290999999999996e-05
13,1174,-0.002210453
14,1172,-0.0035865009999999998
15,1170,-0.0038746540000000004
16,1168,-0.00326824
17,1166,-0.002243382
18,1164,-0.001409701
19,1162,-0.001019016
20,1160,-0.000970095
21,1158,-0.0009719969999999999
22,1156,-0.000943672
23,1154,-0.000795605
24,1152,-0.00041091099999999997
25,1150,0.00037568300000000003
26,1148,0.001544416
27,1146,0.00294949
28,1144,0.004316771
29,1142,0.0053605219999999995
30,1140,0.0057754009999999995
31,1138,0.005397526
32,1136,0.004150895999999999
33,1134,0.002268235
34,1132,0.000229688
35,1130,-0.00136664
36,1128,-0.002131401
37,1126,-0.002040622
38,1124,-0.001391235
39,1122,-0.0005563359999999999
40,1120,0.00025315900000000003
41,1118,0.001097398
42,1116,0.002086062
43,1114,0.0031267820000000003
44,1112,0.003873077
45,1110,0.0039303129999999995
46,1108,0.0032007209999999997
47,1106,0.0018794229999999999
48,1104,0.00043405300000000005
49,1102,-0.000655149
50,1100,-0.001079516
51,1098,-0.0009206069999999999
52,1096,-0.000496655
53,1094,-0.000354041
54,1092,-0.0007934
55,1090,-0.001923947
56,1088,-0.003499269
57,1086,-0.005066697
58,1084,-0.00605913
59,1082,-0.0061998190000000005
60,1080,-0.005530511
61,1078,-0.004632633
62,1076,-0.004015564
63,1074,-0.003897613
64,1072,-0.00406428
65,1070,-0.004431774
66,1068,-0.0048353879999999995
67,1066,-0.0051043
68,1064,-0.004989541
69,1062,-0.004637792
70,1060,-0.00416457
71,1058,-0.0034084009999999997
72,1056,-0.002137678
73,1054,-0.0006558730000000001
74,1052,0.000750543
75,1050,0.001825526
76,1048,0.0024522479999999998
77,1046,0.002471293
78,1044,0.002081472
79,1042,0.001596699
80,1040,0.00116045
81,1038,0.00042639800000000003
82,1036,-0.000874615
83,1034,-0.002510875
84,1032,-0.0041111
85,1030,-0.005383819000000001
86,1028,-0.005997018000000001
87,1026,-0.005873862
88,1024,-0.0051153909999999995
89,1022,-0.003960819
90,1020,-0.002502032
91,1018,-0.000644765
92,1016,0.0013676670000000001
93,1014,0.003242502
94,1012,0.004871143
95,1010,0.006054088000000001
96,1008,0.006583159
97,1006,0.006415419
98,1004,0.00549718
99,1002,0.003971461
100,1000,0.002195205
101,998,0.000700448
102,996,-6.644100000000001e-05
103,994,2.2708000000000003e-05
104,992,0.000746457
105,990,0.0017473570000000002
106,988,0.002470897
107,986,0.002623447
108,984,0.002251435
109,982,0.0016580289999999999
110,980,0.001068454
111,978,0.000603295
112,976,0.0001026
113,974,-0.000594792
114,972,-0.001606008
115,970,-0.002686951
116,968,-0.0034624779999999997
117,966,-0.003620726
118,964,-0.003153605
119,962,-0.002068594
120,960,-0.000575995
121,958,0.001011704
122,956,0.002337637
123,954,0.0033144240000000003
124,952,0.0038125159999999997
125,950,0.003919847
126,948,0.003765536
127,946,0.0035283470000000003
128,944,0.003188513
129,942,0.002621051
130,940,0.001746204
131,938,0.0007329869999999999
132,936,-0.00022254099999999998
133,934,-0.000683408
134,932,-0.000547196
135,930,2.1195e-05
136,928,0.000619827
137,926,0.000874862
138,924,0.0005353
139,922,-0.00028199299999999997
140,920,-0.0013790920000000002
141,918,-0.002353633
142,916,-0.002894088
143,914,-0.002710836
144,912,-0.001811596
145,910,-0.00044963699999999996
146,908,0.0008967760000000001
147,906,0.001891061
148,904,0.002138942
149,902,0.001697172
150,900,0.000931949
