,Wavenumber,RP50
0,1200,0.004454973
1,1198,0.0055122140000000005
2,1196,0.006142769
3,1194,0.006262153
4,1192,0.005884555
5,1190,0.005185919000000001
6,1188,0.00443141
7,1186,0.003921028
8,1184,0.0037469929999999997
9,1182,0.003710518
10,1180,0.003391778
11,1178,0.002562623
12,1176,0.00133975
13,1174,0.000155521
14,1172,-0.00060368
15,1170,-0.000831233
16,1168,-0.000696995
17,1166,-0.00048026300000000003
18,1164,-0.000487688
19,1162,-0.000779508
20,1160,-0.001191669
21,1158,-0.0015964570000000001
22,1156,-0.0020113410000000003
23,1154,-0.002439223
24,1152,-0.0026100529999999998
25,1150,-0.002155681
26,1148,-0.0008831239999999999
27,1146,0.001161669
28,1144,0.003595322
29,1142,0.005736098
30,1140,0.006849157
31,1138,0.006491478
32,1136,0.004737256
33,1134,0.002032255
34,1132,-0.000793175
35,1130,-0.002857341
36,1128,-0.0037046659999999997
37,1126,-0.0035297159999999996
38,1124,-0.002719531
39,1122,-0.001583196
40,1120,-0.000150823
41,1118,0.001648687
42,1116,0.003912262
43,1114,0.0062109190000000005
44,1112,0.0077263
45,1110,0.007645931
46,1108,0.005890678000000001
47,1106,0.0029713079999999998
48,1104,-7.003e-06
49,1102,-0.001994913
50,1100,-0.002232468
51,1098,-0.000987457
52,1096,0.000845445
53,1094,0.002124937
54,1092,0.0022259420000000003
55,1090,0.00091244
56,1088,-0.001296149
57,1086,-0.003751731
58,1084,-0.005612216999999999
59,1082,-0.006641515
60,1080,-0.006781812
61,1078,-0.006401921
62,1076,-0.0058056159999999996
63,1074,-0.005589229
64,1072,-0.005930906999999999
65,1070,-0.006966235
66,1068,-0.008315259
67,1066,-0.009646021999999999
68,1064,-0.010253575
69,1062,-0.009796965999999999
70,1060,-0.007973048
71,1058,-0.005022042
72,1056,-0.001175105
73,1054,0.0027069940000000003
74,1052,0.005673225
75,1050,0.006811648000000001
76,1048,0.006131248000000001
77,1046,0.004122642
78,1044,0.001786561
79,1042,-0.000192858
80,1040,-0.001394259
81,1038,-0.002276832
82,1036,-0.0034234559999999996
83,1034,-0.0051740729999999995
84,1032,-0.007229136
85,1030,-0.009184686999999999
86,1028,-0.010482789000000001
87,1026,-0.010840482
88,1024,-0.010007573
89,1022,-0.008098077
90,1020,-0.005265683
91,1018,-0.0017384429999999999
92,1016,0.002226402
93,1014,0.006205682
94,1012,0.009814436
95,1010,0.012467471
96,1008,0.013677294
97,1006,0.013114591
98,1004,0.010766831999999999
99,1002,0.006967819
100,1000,0.0025407760000000002
101,998,-0.001362655
102,996,-0.003685015
103,994,-0.004038052
104,992,-0.002765335
105,990,-0.0007530869999999999
106,988,0.000937848
107,986,0.001615705
108,984,0.0013750020000000002
109,982,0.00081997
110,980,0.000508625
111,978,0.000521848
112,976,0.00046739800000000005
113,974,-0.000139245
114,972,-0.001447154
115,970,-0.0029841890000000004
116,968,-0.003964351
117,966,-0.003840371
118,964,-0.00253035
119,962,-0.000423469
120,960,0.001812836
121,958,0.003644693
122,956,0.00471442
123,954,0.004989891
124,952,0.004647829
125,950,0.004048302
126,948,0.0035159320000000003
127,946,0.003178763
128,944,0.002951273
129,942,0.002737124
130,940,0.00231707
131,938,0.001699446
132,936,0.0011571539999999999
133,934,0.001031271
134,932,0.0013556170000000001
135,930,0.001921445
136,928,0.00231976
137,926,0.0021881739999999998
138,924,0.0012582210000000001
139,922,-0.000326898
140,920,-0.0022836379999999997
141,918,-0.004140289
142,916,-0.005300185
143,914,-0.005308782
144,912,-0.004132022
145,910,-0.002112634
146,908,6.0178e-05
147,906,0.001740258
148,904,0.002377149
149,902,0.0020503
150,900,0.0013513370000000002
