,Wavenumber,RP73
0,1200,0.004320313
1,1198,0.005336198
2,1196,0.005977675
3,1194,0.00611191
4,1192,0.0057115790000000005
5,1190,0.004979957
6,1188,0.004190821
7,1186,0.003642607
8,1184,0.003436758
9,1182,0.00345752
10,1180,0.003236304
11,1178,0.0024824070000000003
12,1176,0.001300019
13,1174,0.000171632
14,1172,-0.0005376630000000001
15,1170,-0.0007431860000000001
16,1168,-0.000634945
17,1166,-0.000473249
18,1164,-0.000553298
19,1162,-0.0009194060000000001
20,1160,-0.0013744389999999999
21,1158,-0.0017685420000000001
22,1156,-0.002128616
23,1154,-0.002423732
24,1152,-0.00247932
25,1150,-0.001976033
26,1148,-0.0006849989999999999
27,1146,0.001297554
28,1144,0.0035976759999999997
29,1142,0.005590861999999999
30,1140,0.006600369
31,1138,0.0062332640000000005
32,1136,0.004505518
33,1134,0.0018822479999999998
34,1132,-0.000799311
35,1130,-0.002754618
36,1128,-0.00357643
37,1126,-0.003393873
38,1124,-0.002568482
39,1122,-0.001383018
40,1120,0.00010209999999999999
41,1118,0.001949885
42,1116,0.004186704
43,1114,0.006356629
44,1112,0.007667941
45,1110,0.007408513
46,1108,0.005518688000000001
47,1106,0.002550505
48,1104,-0.000376013
49,1102,-0.002243283
50,1100,-0.002453134
51,1098,-0.001319426
52,1096,0.000355626
53,1094,0.0015241039999999999
54,1092,0.001601735
55,1090,0.00041484599999999996
56,1088,-0.001538093
57,1086,-0.003660885
58,1084,-0.00525277
59,1082,-0.006125594
60,1080,-0.006216172
61,1078,-0.005894061999999999
62,1076,-0.005485069
63,1074,-0.005513358
64,1072,-0.006089499
65,1070,-0.007255261999999999
66,1068,-0.008575774
67,1066,-0.009744478
68,1064,-0.010163309
69,1062,-0.009488686999999999
70,1060,-0.007500606999999999
71,1058,-0.004426635
72,1056,-0.000531207
73,1054,0.0032509229999999997
74,1052,0.006052355
75,1050,0.007031939
76,1048,0.00620252
77,1046,0.00411013
78,1044,0.001745915
79,1042,-0.000163464
80,1040,-0.0012943639999999999
81,1038,-0.002182676
82,1036,-0.0033292179999999997
83,1034,-0.005036918
84,1032,-0.007073952
85,1030,-0.009033736
86,1028,-0.010312886
87,1026,-0.010603739
88,1024,-0.009743092
89,1022,-0.007830110999999999
90,1020,-0.00499862
91,1018,-0.001547362
92,1016,0.002231515
93,1014,0.005985966
94,1012,0.009340403
95,1010,0.01171996
96,1008,0.012688721000000002
97,1006,0.01201954
98,1004,0.00972817
99,1002,0.0061644790000000005
100,1000,0.002191833
101,998,-0.001128033
102,996,-0.002914269
103,994,-0.002907242
104,992,-0.001534046
105,990,0.000317544
106,988,0.0016712329999999998
107,986,0.002005943
108,984,0.001507099
109,982,0.0007812810000000001
110,980,0.00036510000000000004
111,978,0.000330855
112,976,0.00024255099999999998
113,974,-0.00034506699999999995
114,972,-0.0015247989999999999
115,970,-0.00289577
116,968,-0.0038165779999999997
117,966,-0.003736065
118,964,-0.002547709
119,962,-0.000550396
120,960,0.001637941
121,958,0.0034405029999999997
122,956,0.004449501
123,954,0.004654549
124,952,0.00428205
125,950,0.0036984590000000003
126,948,0.003176241
127,946,0.002918273
128,944,0.002820954
129,942,0.00265854
130,940,0.002279858
131,938,0.0018205670000000001
132,936,0.001451187
133,934,0.001326578
134,932,0.001470296
135,930,0.001821549
136,928,0.002020494
137,926,0.001754855
138,924,0.0008549460000000001
139,922,-0.000560519
140,920,-0.002267414
141,918,-0.0038738320000000002
142,916,-0.004897852
143,914,-0.004887979000000001
144,912,-0.003800361
145,910,-0.001924363
146,908,9.845e-05
147,906,0.001693746
148,904,0.0023418370000000003
149,902,0.002058571
150,900,0.0013334970000000001
