,Wavenumber,4_P1_3
0,1200,0.003733119
1,1198,0.004887572
2,1196,0.005758141
3,1194,0.006189966
4,1192,0.006148511999999999
5,1190,0.00583799
6,1188,0.005528096999999999
7,1186,0.00550745
8,1184,0.005764354
9,1182,0.006041116
10,1180,0.0058793940000000005
11,1178,0.004941908
12,1176,0.003341672
13,1174,0.0016964229999999999
14,1172,0.000559194
15,1170,0.00014262200000000002
16,1168,0.00026603900000000003
17,1166,0.000541288
18,1164,0.000538197
19,1162,-2.7095e-05
20,1160,-0.001144798
21,1158,-0.0026051029999999997
22,1156,-0.004243124
23,1154,-0.005824345999999999
24,1152,-0.006901333000000001
25,1150,-0.006902884000000001
26,1148,-0.005441980999999999
27,1146,-0.002643666
28,1144,0.000910623
29,1142,0.004385056
30,1140,0.006872175
31,1138,0.007791271999999999
32,1136,0.006992379
33,1134,0.004842123
34,1132,0.002127065
35,1130,-0.000266788
36,1128,-0.00170428
37,1126,-0.002135675
38,1124,-0.001842822
39,1122,-0.001117357
40,1120,-0.00016895200000000002
41,1118,0.000973766
42,1116,0.0024054939999999998
43,1114,0.003971582
44,1112,0.005129359
45,1110,0.005200652
46,1108,0.004040084
47,1106,0.00208919
48,1104,0.000192535
49,1102,-0.000796827
50,1100,-0.000300407
51,1098,0.001539371
52,1096,0.0039164790000000005
53,1094,0.005670943
54,1092,0.0059496440000000005
55,1090,0.004337308
56,1088,0.001026749
57,1086,-0.003384972
58,1084,-0.007904092
59,1082,-0.011494846000000001
60,1080,-0.013250695
61,1078,-0.012882255
62,1076,-0.010615804
63,1074,-0.007276125
64,1072,-0.003906804
65,1070,-0.0015905910000000001
66,1068,-0.000865926
67,1066,-0.0015702620000000002
68,1064,-0.0028389220000000002
69,1062,-0.003915298
70,1060,-0.0041645729999999995
71,1058,-0.0033676229999999997
72,1056,-0.0016244270000000001
73,1054,0.00046739199999999996
74,1052,0.0021804579999999997
75,1050,0.002986783
76,1048,0.0029126459999999996
77,1046,0.002058959
78,1044,0.0008962880000000001
79,1042,-0.000148928
80,1040,-0.0009863769999999999
81,1038,-0.00212995
82,1036,-0.004001277
83,1034,-0.0066759919999999995
84,1032,-0.009646446
85,1030,-0.012209797
86,1028,-0.01360695
87,1026,-0.013547546
88,1024,-0.012186262
89,1022,-0.009864349
90,1020,-0.006771885
91,1018,-0.003101898
92,1016,0.001048113
93,1014,0.005573356999999999
94,1012,0.010147071
95,1010,0.014004794
96,1008,0.016330179
97,1006,0.016532618
98,1004,0.014325451000000001
99,1002,0.009774920999999999
100,1000,0.0036356170000000003
101,998,-0.002746003
102,996,-0.00792118
103,994,-0.010828352
104,992,-0.011135728999999999
105,990,-0.009255052
106,988,-0.006034885
107,986,-0.002444281
108,984,0.000770935
109,982,0.0032094959999999996
110,980,0.004807635
111,978,0.0055477569999999995
112,976,0.005271394
113,974,0.003944993
114,972,0.001905813
115,970,-0.00019903
116,968,-0.0017524510000000001
117,966,-0.002214595
118,964,-0.0014906560000000001
119,962,8.8915e-05
120,960,0.002028217
121,958,0.0038084940000000004
122,956,0.005067668
123,954,0.005619384
124,952,0.005479751999999999
125,950,0.004895068
126,948,0.00403016
127,946,0.003183782
128,944,0.00252494
129,942,0.002017473
130,940,0.001557042
131,938,0.0010940519999999999
132,936,0.000731434
133,934,0.000652463
134,932,0.000953014
135,930,0.001533772
136,928,0.002024483
137,926,0.002057862
138,924,0.001322976
139,922,-0.00017606900000000002
140,920,-0.002079499
141,918,-0.003875006
142,916,-0.005093146
143,914,-0.005344494
144,912,-0.004472665
145,910,-0.00266336
146,908,-0.000530412
147,906,0.001298862
148,904,0.002309645
149,902,0.002399767
150,900,0.001906017
