,Wavenumber,K466
0,1200,0.0030836690000000003
1,1198,0.004018393
2,1196,0.0046385870000000004
3,1194,0.00503098
4,1192,0.005136573
5,1190,0.005200574
6,1188,0.005867737
7,1186,0.0068857530000000005
8,1184,0.00720781
9,1182,0.006588294000000001
10,1180,0.0049782590000000005
11,1178,0.002599629
12,1176,-5.106e-05
13,1174,-0.0018219389999999999
14,1172,-0.001932885
15,1170,-0.001055327
16,1168,-0.000210355
17,1166,0.000297088
18,1164,3.0141999999999997e-05
19,1162,-0.00106696
20,1160,-0.002637022
21,1158,-0.004068824
22,1156,-0.004919528
23,1154,-0.004788877
24,1152,-0.0037415309999999998
25,1150,-0.0018748270000000001
26,1148,0.000497514
27,1146,0.002851355
28,1144,0.004613551
29,1142,0.005575627
30,1140,0.0057377290000000004
31,1138,0.005386922
32,1136,0.00464612
33,1134,0.00361556
34,1132,0.002252381
35,1130,0.0006497990000000001
36,1128,-0.001129284
37,1126,-0.002733529
38,1124,-0.0039583859999999995
39,1122,-0.004554661
40,1120,-0.0042960690000000004
41,1118,-0.003048298
42,1116,-0.000869222
43,1114,0.001826375
44,1112,0.004112863
45,1110,0.005400043
46,1108,0.0053275530000000005
47,1106,0.004103667
48,1104,0.002608252
49,1102,0.0019520289999999999
50,1100,0.002831277
51,1098,0.004854927
52,1096,0.006585682
53,1094,0.006458745
54,1092,0.00347018
55,1090,-0.00211645
56,1088,-0.008849159
57,1086,-0.01475032
58,1084,-0.018087008999999998
59,1082,-0.018032941
60,1080,-0.015034581000000002
61,1078,-0.01027656
62,1076,-0.005076158
63,1074,-0.00047113300000000004
64,1072,0.002787816
65,1070,0.004435818
66,1068,0.004741587
67,1066,0.004176008
68,1064,0.0029184320000000003
69,1062,0.001272422
70,1060,-0.000259827
71,1058,-0.001190939
72,1056,-0.0014258110000000001
73,1054,-0.0011043910000000001
74,1052,-0.00067349
75,1050,-0.00056184
76,1048,-0.00099074
77,1046,-0.001680656
78,1044,-0.002114413
79,1042,-0.0019281889999999999
80,1040,-0.001198094
81,1038,-0.000392614
82,1036,-0.00026053
83,1034,-0.00093778
84,1032,-0.002315629
85,1030,-0.004062678
86,1028,-0.005738536999999999
87,1026,-0.006835993
88,1024,-0.0072201190000000005
89,1022,-0.006908675
90,1020,-0.005875428
91,1018,-0.003936097
92,1016,-0.001293516
93,1014,0.00176473
94,1012,0.004804172
95,1010,0.007378516
96,1008,0.009063146999999999
97,1006,0.009671498
98,1004,0.008762143
99,1002,0.00626498
100,1000,0.002704559
101,998,-0.000832693
102,996,-0.003466292
103,994,-0.004438168
104,992,-0.003436105
105,990,-0.0008718889999999999
106,988,0.002068027
107,986,0.004630525
108,984,0.006221467
109,982,0.006531338
110,980,0.005518136999999999
111,978,0.003710753
112,976,0.001379821
113,974,-0.0011725680000000001
114,972,-0.003532854
115,970,-0.005116715
116,968,-0.0058487159999999995
117,966,-0.005708488
118,964,-0.004679669
119,962,-0.002752487
120,960,-0.000529779
121,958,0.001550711
122,956,0.00327696
123,954,0.004598038
124,952,0.005241944
125,950,0.005293039
126,948,0.004846278
127,946,0.004182112
128,944,0.003316467
129,942,0.002330399
130,940,0.001373071
131,938,0.000735242
132,936,0.000351643
133,934,0.000418487
134,932,0.000807595
135,930,0.001360731
136,928,0.0017018110000000001
137,926,0.001508867
138,924,0.000458923
139,922,-0.0014075729999999999
140,920,-0.003823672
141,918,-0.005749646
142,916,-0.006474379000000001
143,914,-0.0056981919999999995
144,912,-0.003722612
145,910,-0.00104484
146,908,0.0014712660000000002
147,906,0.0031764540000000004
148,904,0.003679457
149,902,0.003423367
150,900,0.002821024
