,Wavenumber,8_P2_1
0,1200,-0.001567877
1,1198,-0.000324981
2,1196,0.002082469
3,1194,0.00501957
4,1192,0.007601199
5,1190,0.009115887
6,1188,0.009301869
7,1186,0.00842421
8,1184,0.006808051999999999
9,1182,0.00483171
10,1180,0.002818363
11,1178,0.001093018
12,1176,-6.5927e-05
13,1174,-0.000367016
14,1172,0.000192467
15,1170,0.001191651
16,1168,0.001885696
17,1166,0.001878625
18,1164,0.0010103830000000001
19,1162,-0.000509336
20,1160,-0.002137188
21,1158,-0.003276968
22,1156,-0.003718237
23,1154,-0.003503487
24,1152,-0.002783898
25,1150,-0.001546697
26,1148,0.000105772
27,1146,0.00186669
28,1144,0.0033795390000000004
29,1142,0.004392692
30,1140,0.004643279
31,1138,0.004108043
32,1136,0.002953312
33,1134,0.001447445
34,1132,8.975e-06
35,1130,-0.000996373
36,1128,-0.0013812470000000002
37,1126,-0.001069255
38,1124,-0.000286709
39,1122,0.0006327969999999999
40,1120,0.0013743579999999998
41,1118,0.001816876
42,1116,0.002138215
43,1114,0.002338165
44,1112,0.002186286
45,1110,0.00143729
46,1108,-2.9021e-05
47,1106,-0.001925141
48,1104,-0.003427499
49,1102,-0.0034181470000000003
50,1100,-0.001146496
51,1098,0.0029614409999999996
52,1096,0.007602703000000001
53,1094,0.01099746
54,1092,0.011700377
55,1090,0.009149621
56,1088,0.003918825
57,1086,-0.0027214759999999996
58,1084,-0.009229509
59,1082,-0.014416095
60,1080,-0.017468173
61,1078,-0.018094928
62,1076,-0.016242992
63,1074,-0.012221126
64,1072,-0.006679531999999999
65,1070,-0.000820542
66,1068,0.004093938
67,1066,0.006820405999999999
68,1064,0.006606417
69,1062,0.003622885
70,1060,-0.000895944
71,1058,-0.005384145999999999
72,1056,-0.00845433
73,1054,-0.009485312
74,1052,-0.008504415
75,1050,-0.006228701999999999
76,1048,-0.003600579
77,1046,-0.001304047
78,1044,0.000445352
79,1042,0.001630194
80,1040,0.002192695
81,1038,0.001983088
82,1036,0.000982453
83,1034,-0.000717161
84,1032,-0.002761574
85,1030,-0.004624734
86,1028,-0.005777868
87,1026,-0.0059730619999999995
88,1024,-0.005506321999999999
89,1022,-0.004867619
90,1020,-0.004372569000000001
91,1018,-0.004057548
92,1016,-0.0035996709999999996
93,1014,-0.002544073
94,1012,-0.000540268
95,1010,0.002305094
96,1008,0.005423418
97,1006,0.008112755
98,1004,0.009567415
99,1002,0.009086898000000001
100,1000,0.006667961
101,998,0.0031165309999999996
102,996,-0.000377055
103,994,-0.0027945659999999996
104,992,-0.003391397
105,990,-0.001833298
106,988,0.001247085
107,986,0.004677228
108,984,0.007419069
109,982,0.008643921
110,980,0.007847806
111,978,0.005096565
112,976,0.001217092
113,974,-0.002606196
114,972,-0.005531149
115,970,-0.006991781
116,968,-0.006769717
117,966,-0.005172407
118,964,-0.002841179
119,962,-0.000379896
120,960,0.0018384529999999999
121,958,0.003589674
122,956,0.004663464
123,954,0.005142011
124,952,0.005147463
125,950,0.004832824
126,948,0.004345516
127,946,0.003804509
128,944,0.003152815
129,942,0.002297941
130,940,0.001199561
131,938,0.000113694
132,936,-0.0007223560000000001
133,934,-0.000987477
134,932,-0.000495489
135,930,0.000666412
136,928,0.001856306
137,926,0.00240572
138,924,0.002000019
139,922,0.000661751
140,920,-0.0013713870000000002
141,918,-0.003397532
142,916,-0.004719955
143,914,-0.004937464
144,912,-0.004170397
145,910,-0.0026301
146,908,-0.0006617089999999999
147,906,0.001283966
148,904,0.002701542
149,902,0.003397061
150,900,0.003460195
