,Wavenumber,8_P2_2
0,1200,-0.003070657
1,1198,-0.0021676829999999997
2,1196,0.000519248
3,1194,0.0042629470000000004
4,1192,0.007815989
5,1190,0.010215676
6,1188,0.01095489
7,1186,0.010115873000000001
8,1184,0.008034265
9,1182,0.005588991999999999
10,1180,0.0033337659999999997
11,1178,0.001656968
12,1176,0.00072717
13,1174,0.000670483
14,1172,0.001275689
15,1170,0.002009783
16,1168,0.002161306
17,1166,0.001517151
18,1164,-5.292999999999999e-06
19,1162,-0.0019700110000000002
20,1160,-0.003731783
21,1158,-0.004685928
22,1156,-0.0046182179999999995
23,1154,-0.003655056
24,1152,-0.00220608
25,1150,-0.00054321
26,1148,0.0009903169999999999
27,1146,0.002201476
28,1144,0.002921532
29,1142,0.003110295
30,1140,0.0027610670000000003
31,1138,0.002062458
32,1136,0.001109719
33,1134,-1.2894e-05
34,1132,-0.001150681
35,1130,-0.001914696
36,1128,-0.002056147
37,1126,-0.001439109
38,1124,-0.000246206
39,1122,0.001281967
40,1120,0.00271046
41,1118,0.0037141920000000003
42,1116,0.004253192
43,1114,0.004426483
44,1112,0.004067525
45,1110,0.003067473
46,1108,0.001506604
47,1106,-0.000330689
48,1104,-0.001834804
49,1102,-0.002128588
50,1100,-0.000623995
51,1098,0.00266856
52,1096,0.006732305
53,1094,0.010157954
54,1092,0.011828409
55,1090,0.010987741
56,1088,0.007662481999999999
57,1086,0.002500824
58,1084,-0.003540353
59,1082,-0.00936706
60,1080,-0.014156033
61,1078,-0.017408797
62,1076,-0.018737532
63,1074,-0.017790106
64,1072,-0.014316693
65,1070,-0.008923508
66,1068,-0.0029138529999999997
67,1066,0.002034236
68,1064,0.004602066
69,1062,0.004012585999999999
70,1060,0.000656928
71,1058,-0.0037900090000000004
72,1056,-0.007325811
73,1054,-0.008947773000000001
74,1052,-0.008424779
75,1050,-0.0061663740000000005
76,1048,-0.002882853
77,1046,0.000240801
78,1044,0.002447679
79,1042,0.003475903
80,1040,0.003361609
81,1038,0.001998896
82,1036,-0.000417538
83,1034,-0.0032164529999999998
84,1032,-0.005756166
85,1030,-0.007711359
86,1028,-0.008739117
87,1026,-0.008844825
88,1024,-0.008325227
89,1022,-0.0077126569999999995
90,1020,-0.007236948000000001
91,1018,-0.006656787
92,1016,-0.005861407
93,1014,-0.004638817
94,1012,-0.0026992340000000004
95,1010,3.5819999999999998e-06
96,1008,0.003239442
97,1006,0.006542691
98,1004,0.009174695
99,1002,0.010407116
100,1000,0.009851724000000001
101,998,0.00794548
102,996,0.00545126
103,994,0.003290649
104,992,0.00223935
105,990,0.002614235
106,988,0.003978866
107,986,0.005597596999999999
108,984,0.0066403930000000005
109,982,0.006326985
110,980,0.0041695379999999995
111,978,0.00047525
112,976,-0.003856198
113,974,-0.00754604
114,972,-0.009558329
115,970,-0.009293092
116,968,-0.007090984
117,966,-0.0038680409999999996
118,964,-0.000599459
119,962,0.002086951
120,960,0.0039410240000000004
121,958,0.0051141170000000005
122,956,0.0057656040000000006
123,954,0.006089721
124,952,0.00603114
125,950,0.0056830859999999995
126,948,0.005227615
127,946,0.004756495
128,944,0.004126485
129,942,0.003270112
130,940,0.0020806270000000003
131,938,0.000775471
132,936,-0.00035663599999999996
133,934,-0.000816526
134,932,-0.000322426
135,930,0.000868098
136,928,0.00207223
137,926,0.0026824279999999997
138,924,0.0022134579999999997
139,922,0.000757465
140,920,-0.00129042
141,918,-0.00326535
142,916,-0.004581600999999999
143,914,-0.00478943
144,912,-0.003895725
145,910,-0.0021491999999999995
146,908,-0.000125144
147,906,0.0016931379999999998
148,904,0.002882607
149,902,0.003255976
150,900,0.002905597
