,Wavenumber,IR_KP203
0,1200,0.002053434
1,1198,0.0033483420000000002
2,1196,0.004637967
3,1194,0.005759101
4,1192,0.0066981340000000006
5,1190,0.007514635
6,1188,0.008184998
7,1186,0.00871994
8,1184,0.008921132
9,1182,0.008466913000000001
10,1180,0.0068881509999999995
11,1178,0.004254099
12,1176,0.001217035
13,1174,-0.001350056
14,1172,-0.0027666640000000003
15,1170,-0.00293134
16,1168,-0.002383104
17,1166,-0.001831205
18,1164,-0.00194109
19,1162,-0.002791579
20,1160,-0.003990658
21,1158,-0.005077075
22,1156,-0.005520884
23,1154,-0.004987814
24,1152,-0.003647004
25,1150,-0.00178333
26,1148,0.000296438
27,1146,0.002341219
28,1144,0.004085575
29,1142,0.005261101
30,1140,0.005807655
31,1138,0.005791421999999999
32,1136,0.005203933
33,1134,0.004070529
34,1132,0.0027545990000000004
35,1130,0.0016582379999999998
36,1128,0.000874569
37,1126,0.00017753799999999998
38,1124,-0.000582297
39,1122,-0.00125499
40,1120,-0.0015940029999999999
41,1118,-0.001504427
42,1116,-0.00079408
43,1114,0.000501157
44,1112,0.001971855
45,1110,0.003088405
46,1108,0.0037148759999999998
47,1106,0.0038025890000000003
48,1104,0.003670392
49,1102,0.0038102329999999997
50,1100,0.004535329
51,1098,0.005623807
52,1096,0.00627122
53,1094,0.005685344
54,1092,0.0035478659999999998
55,1090,-0.0004409
56,1088,-0.005597257
57,1086,-0.010810789
58,1084,-0.015056563
59,1082,-0.017603826
60,1080,-0.018091433
61,1078,-0.016539018
62,1076,-0.013182481000000001
63,1074,-0.0088231
64,1072,-0.003966384
65,1070,0.000739858
66,1068,0.004784485
67,1066,0.007738541
68,1064,0.009028505
69,1062,0.008360178000000001
70,1060,0.006448873000000001
71,1058,0.004102202
72,1056,0.002244311
73,1054,0.001237117
74,1052,0.0009420839999999999
75,1050,0.000627147
76,1048,-0.000460965
77,1046,-0.002382229
78,1044,-0.004394485
79,1042,-0.00615522
80,1040,-0.0075739169999999995
81,1038,-0.008944001
82,1036,-0.010414826
83,1034,-0.011933165
84,1032,-0.013007813
85,1030,-0.012942185
86,1028,-0.011225655
87,1026,-0.008285756
88,1024,-0.005056438
89,1022,-0.00233222
90,1020,-0.000478122
91,1018,0.000603538
92,1016,0.001355499
93,1014,0.002288714
94,1012,0.003576008
95,1010,0.0049381
96,1008,0.0059961580000000006
97,1006,0.006517866
98,1004,0.006216496
99,1002,0.005306076999999999
100,1000,0.004076512
101,998,0.0028170590000000002
102,996,0.001877525
103,994,0.0016882179999999998
104,992,0.002311985
105,990,0.003539318
106,988,0.004957658
107,986,0.006145105
108,984,0.0065552909999999995
109,982,0.00591579
110,980,0.00436138
111,978,0.002217985
112,976,-0.000227289
113,974,-0.002329209
114,972,-0.003636887
115,970,-0.004202300999999999
116,968,-0.004094003
117,966,-0.0034189529999999997
118,964,-0.002391351
119,962,-0.0011339030000000001
120,960,0.00011208700000000001
121,958,0.0015291329999999998
122,956,0.002978082
123,954,0.004006994
124,952,0.0046266779999999995
125,950,0.004818877
126,948,0.004657311
127,946,0.004227338
128,944,0.003239958
129,942,0.002121714
130,940,0.00118111
131,938,0.000332101
132,936,-0.00023905200000000001
133,934,-0.000391254
134,932,-1.062e-05
135,930,0.000553138
136,928,0.0008652330000000001
137,926,0.000837643
138,924,0.000359121
139,922,-0.000630029
140,920,-0.0019311410000000002
141,918,-0.003096615
142,916,-0.003826376
143,914,-0.0038931509999999996
144,912,-0.0030456990000000002
145,910,-0.0016063870000000001
146,908,-5.731e-06
147,906,0.001420344
148,904,0.0024164810000000003
149,902,0.0027618879999999997
150,900,0.00241708
