,Wavenumber,H642
0,1200,0.004354861
1,1198,0.005522246999999999
2,1196,0.00651229
3,1194,0.0072632190000000004
4,1192,0.007791767
5,1190,0.008168647
6,1188,0.008398712
7,1186,0.008442198
8,1184,0.00814555
9,1182,0.007260936999999999
10,1180,0.0055248269999999995
11,1178,0.00298847
12,1176,0.000128345
13,1174,-0.002286613
14,1172,-0.003633204
15,1170,-0.003625797
16,1168,-0.00240575
17,1166,-0.000511257
18,1164,0.001263574
19,1162,0.0022015629999999997
20,1160,0.001925891
21,1158,0.00044369099999999996
22,1156,-0.001849189
23,1154,-0.004157755
24,1152,-0.005446679
25,1150,-0.005047328
26,1148,-0.002992576
27,1146,3.0291999999999997e-05
28,1144,0.003096416
29,1142,0.0053736719999999995
30,1140,0.006523955
31,1138,0.00664027
32,1136,0.006124855
33,1134,0.005209389
34,1132,0.003943952
35,1130,0.002150649
36,1128,-0.000257142
37,1126,-0.003150388
38,1124,-0.005889134
39,1122,-0.007637599
40,1120,-0.0074993740000000005
41,1118,-0.005151533
42,1116,-0.0009672410000000001
43,1114,0.003832865
44,1112,0.007766919000000001
45,1110,0.009550388
46,1108,0.008868456
47,1106,0.006304383
48,1104,0.003422857
49,1102,0.0018379289999999999
50,1100,0.002740832
51,1098,0.005824235
52,1096,0.009469207
53,1094,0.011277791
54,1092,0.009591431
55,1090,0.003903363
56,1088,-0.0042013879999999995
57,1086,-0.012421294
58,1084,-0.018410385
59,1082,-0.021136375
60,1080,-0.020538497
61,1078,-0.017767917
62,1076,-0.013889948000000001
63,1074,-0.009930585
64,1072,-0.006047134
65,1070,-0.002559211
66,1068,0.000504675
67,1066,0.0029194140000000004
68,1064,0.004946213
69,1062,0.006353526
70,1060,0.007086777
71,1058,0.006608753
72,1056,0.004793458
73,1054,0.001475094
74,1052,-0.00290031
75,1050,-0.007838508000000001
76,1048,-0.012197123999999998
77,1046,-0.015190371000000001
78,1044,-0.016111181000000002
79,1042,-0.015053307
80,1040,-0.012321674
81,1038,-0.008892321
82,1036,-0.00546794
83,1034,-0.002646993
84,1032,-0.00037323699999999995
85,1030,0.0014001439999999999
86,1028,0.002838823
87,1026,0.00369415
88,1024,0.00375539
89,1022,0.0027663059999999996
90,1020,0.001074676
91,1018,-0.000710076
92,1016,-0.001808
93,1014,-0.001779315
94,1012,-0.000453414
95,1010,0.001812649
96,1008,0.004604792
97,1006,0.007383193000000001
98,1004,0.009672691
99,1002,0.010924376000000001
100,1000,0.010680343
101,998,0.008521787
102,996,0.004390278
103,994,-0.00105579
104,992,-0.006091276
105,990,-0.008784837
106,988,-0.008047661999999999
107,986,-0.004401566
108,984,0.00041573
109,982,0.004335737
110,980,0.005962193
111,978,0.005243517
112,976,0.0031936020000000002
113,974,0.0009665460000000001
114,972,-0.000762361
115,970,-0.0019536270000000003
116,968,-0.002691416
117,966,-0.00293413
118,964,-0.0025915179999999997
119,962,-0.00157368
120,960,-2.3774e-05
121,958,0.00177081
122,956,0.003482067
123,954,0.0048345
124,952,0.005677678
125,950,0.006053073000000001
126,948,0.006006737
127,946,0.005594855
128,944,0.004795753
129,942,0.003687841
130,940,0.002429735
131,938,0.0013275589999999999
132,936,0.000723522
133,934,0.00094549
134,932,0.0019077000000000002
135,930,0.0031700170000000002
136,928,0.003980834
137,926,0.003634785
138,924,0.0017487779999999999
139,922,-0.0015114739999999998
140,920,-0.005381729
141,918,-0.008590023
142,916,-0.010017208
143,914,-0.009148126999999999
144,912,-0.006331605
145,910,-0.002431383
146,908,0.00137405
147,906,0.004018135999999999
148,904,0.005113684
149,902,0.004949853
150,900,0.004043083
