,Wavenumber,KP105
0,1200,0.003169893
1,1198,0.004135176
2,1196,0.004731867
3,1194,0.005069655
4,1192,0.0047794429999999995
5,1190,0.0042556090000000005
6,1188,0.005720539
7,1186,0.008604716
8,1184,0.009876515
9,1182,0.008984419
10,1180,0.006319761
11,1178,0.002461276
12,1176,-0.0018543079999999998
13,1174,-0.004557271
14,1172,-0.0038381920000000003
15,1170,-0.001730698
16,1168,-0.0005232980000000001
17,1166,0.00047582
18,1164,0.001124622
19,1162,0.000924393
20,1160,-0.000308198
21,1158,-0.002107845
22,1156,-0.004117862
23,1154,-0.005606248
24,1152,-0.006053199
25,1150,-0.004695425
26,1148,-0.001788539
27,1146,0.001350206
28,1144,0.003736035
29,1142,0.005158083
30,1140,0.005431152
31,1138,0.005189875
32,1136,0.004767805999999999
33,1134,0.0043857340000000005
34,1132,0.003595895
35,1130,0.001906651
36,1128,-0.00024322
37,1126,-0.002233371
38,1124,-0.003816763
39,1122,-0.004557824
40,1120,-0.0043772640000000005
41,1118,-0.0030260659999999996
42,1116,-0.000621469
43,1114,0.002240704
44,1112,0.004656416
45,1110,0.005827074000000001
46,1108,0.0054372940000000005
47,1106,0.0038543809999999996
48,1104,0.002042751
49,1102,0.001333205
50,1100,0.00227745
51,1098,0.004489939
52,1096,0.006717435
53,1094,0.007487288000000001
54,1092,0.0057155819999999994
55,1090,0.001181134
56,1088,-0.004908663
57,1086,-0.010884791999999999
58,1084,-0.015380006000000002
59,1082,-0.017207076
60,1080,-0.01643535
61,1078,-0.013687078
62,1076,-0.009697542
63,1074,-0.005478996999999999
64,1072,-0.0018717470000000002
65,1070,0.000849413
66,1068,0.002786919
67,1066,0.004217901
68,1064,0.004870057
69,1062,0.005032257
70,1060,0.0049512390000000005
71,1058,0.00423788
72,1056,0.002526799
73,1054,0.000156603
74,1052,-0.002492785
75,1050,-0.005064805
76,1048,-0.007157445
77,1046,-0.00804323
78,1044,-0.007585368
79,1042,-0.0061623369999999995
80,1040,-0.004574615
81,1038,-0.003348965
82,1036,-0.002682885
83,1034,-0.002680165
84,1032,-0.003032049
85,1030,-0.00307073
86,1028,-0.0027549479999999997
87,1026,-0.002202522
88,1024,-0.0015225929999999998
89,1022,-0.0008004939999999999
90,1020,-0.00029627099999999997
91,1018,0.000129923
92,1016,0.0008617639999999999
93,1014,0.0021137029999999998
94,1012,0.003480525
95,1010,0.004662469
96,1008,0.005558276
97,1006,0.006211759
98,1004,0.00631698
99,1002,0.00589015
100,1000,0.004732116
101,998,0.002881548
102,996,0.000464212
103,994,-0.002080289
104,992,-0.004098866
105,990,-0.004544993
106,988,-0.0032440740000000004
107,986,-0.000673043
108,984,0.001985678
109,982,0.003810891
110,980,0.004246268
111,978,0.0033239479999999997
112,976,0.001545347
113,974,-4.9718e-05
114,972,-0.001227802
115,970,-0.001955617
116,968,-0.002409031
117,966,-0.002461056
118,964,-0.002064094
119,962,-0.0011885630000000001
120,960,-6.7631e-05
121,958,0.001216188
122,956,0.002441369
123,954,0.003650267
124,952,0.004408747
125,950,0.0047118659999999995
126,948,0.004596224
127,946,0.004218452
128,944,0.003503741
129,942,0.00255762
130,940,0.001470432
131,938,0.00050078
132,936,-0.00029903
133,934,-0.000521067
134,932,-6.0608e-05
135,930,0.00101547
136,928,0.001953887
137,926,0.00214184
138,924,0.001260172
139,922,-0.000488833
140,920,-0.00278089
141,918,-0.004733693
142,916,-0.0056186909999999994
143,914,-0.005075057
144,912,-0.003469204
145,910,-0.001041526
146,908,0.001437428
147,906,0.003134103
148,904,0.003626312
149,902,0.003239793
150,900,0.00233555
