,Wavenumber,K624
0,1200,0.004254107
1,1198,0.005399788000000001
2,1196,0.006278863000000001
3,1194,0.006898385999999999
4,1192,0.007339854
5,1190,0.007674736999999999
6,1188,0.008212991999999999
7,1186,0.008800591
8,1184,0.008639564
9,1182,0.007538891999999999
10,1180,0.005224208
11,1178,0.001995021
12,1176,-0.001443918
13,1174,-0.004064508
14,1172,-0.0047391659999999995
15,1170,-0.0035743240000000003
16,1168,-0.0017105710000000001
17,1166,0.00019230700000000001
18,1164,0.001439862
19,1162,0.001529676
20,1160,0.000319782
21,1158,-0.001724998
22,1156,-0.003855833
23,1154,-0.0054046269999999995
24,1152,-0.00589816
25,1150,-0.004763456
26,1148,-0.002082702
27,1146,0.001223671
28,1144,0.0042116029999999995
29,1142,0.006528356
30,1140,0.007673814
31,1138,0.007754181999999999
32,1136,0.007157541
33,1134,0.005924357
34,1132,0.004197197
35,1130,0.00206922
36,1128,-0.000318783
37,1126,-0.002465689
38,1124,-0.00457089
39,1122,-0.006117189
40,1120,-0.006345104
41,1118,-0.005037873
42,1116,-0.002043373
43,1114,0.002001528
44,1112,0.005817566
45,1110,0.008375943
46,1108,0.008642068000000001
47,1106,0.006689199999999999
48,1104,0.0037922109999999998
49,1102,0.00168553
50,1100,0.0013637970000000001
51,1098,0.0028205459999999997
52,1096,0.004986164
53,1094,0.006094919
54,1092,0.004807399
55,1090,0.00045057
56,1088,-0.006063765
57,1086,-0.012442446000000001
58,1084,-0.017050561000000002
59,1082,-0.01865881
60,1080,-0.017277681
61,1078,-0.013974391000000001
62,1076,-0.009572517
63,1074,-0.0056279
64,1072,-0.002937535
65,1070,-0.0009323469999999999
66,1068,0.00048869
67,1066,0.0016603529999999998
68,1064,0.002837478
69,1062,0.0038233959999999997
70,1060,0.0045838070000000005
71,1058,0.004539036
72,1056,0.003331981
73,1054,0.001193828
74,1052,-0.001681904
75,1050,-0.004569887
76,1048,-0.0067739359999999995
77,1046,-0.00802519
78,1044,-0.008100614
79,1042,-0.006871879
80,1040,-0.00497401
81,1038,-0.003500685
82,1036,-0.002759386
83,1034,-0.002610667
84,1032,-0.00281533
85,1030,-0.0028644609999999996
86,1028,-0.0028463440000000002
87,1026,-0.002343446
88,1024,-0.0014231
89,1022,-0.0008815339999999999
90,1020,-0.000417438
91,1018,0.00017167700000000002
92,1016,0.000870199
93,1014,0.001991236
94,1012,0.002987927
95,1010,0.004051138
96,1008,0.005418443
97,1006,0.006661098000000001
98,1004,0.007631029
99,1002,0.007890614
100,1000,0.00709233
101,998,0.005516555
102,996,0.0029874190000000003
103,994,-0.00017706599999999997
104,992,-0.002900365
105,990,-0.003887357
106,988,-0.0029799970000000003
107,986,-0.0006672080000000001
108,984,0.00214234
109,982,0.0042895929999999995
110,980,0.005032224
111,978,0.0039087290000000005
112,976,0.0013989389999999999
113,974,-0.000872594
114,972,-0.00292613
115,970,-0.004420015
116,968,-0.005028145
117,966,-0.005061329
118,964,-0.004040936
119,962,-0.00259283
120,960,-0.0014123360000000001
121,958,0.000136856
122,956,0.0014937429999999999
123,954,0.002836758
124,952,0.00416442
125,950,0.00528579
126,948,0.006419541
127,946,0.007041134
128,944,0.006652552
129,942,0.005439719
130,940,0.0035129859999999996
131,938,0.001185793
132,936,-0.000987805
133,934,-0.002123129
134,932,-0.00224345
135,930,-0.001062898
136,928,0.000733035
137,926,0.001637991
138,924,0.001455282
139,922,-8.404799999999999e-05
140,920,-0.002543989
141,918,-0.004553442
142,916,-0.0061139390000000005
143,914,-0.005846635
144,912,-0.003772697
145,910,-0.001323041
146,908,0.001288018
147,906,0.0029648079999999998
148,904,0.00325328
149,902,0.0031169120000000003
150,900,0.002140028
