,Wavenumber,K612
0,1200,0.0033423479999999998
1,1198,0.004451884000000001
2,1196,0.005226743
3,1194,0.005899864
4,1192,0.006215815
5,1190,0.0065227259999999995
6,1188,0.00707711
7,1186,0.0076500119999999994
8,1184,0.007864127
9,1182,0.0072026009999999994
10,1180,0.005499362
11,1178,0.003002363
12,1176,8.3835e-05
13,1174,-0.0021107639999999998
14,1172,-0.0030108070000000003
15,1170,-0.002546409
16,1168,-0.001238357
17,1166,9.0805e-05
18,1164,0.000932231
19,1162,0.000749773
20,1160,-0.000502287
21,1158,-0.002304791
22,1156,-0.004415689
23,1154,-0.005908637
24,1152,-0.006294676999999999
25,1150,-0.00529855
26,1148,-0.0028364040000000003
27,1146,0.000180705
28,1144,0.0030989999999999998
29,1142,0.005433783
30,1140,0.006706968000000001
31,1138,0.007232451
32,1136,0.006749789
33,1134,0.0055037440000000005
34,1132,0.0038787640000000003
35,1130,0.001869595
36,1128,-0.000136874
37,1126,-0.002064312
38,1124,-0.003836719
39,1122,-0.004991526
40,1120,-0.005271311
41,1118,-0.003998322
42,1116,-0.001318948
43,1114,0.001998881
44,1112,0.005041761
45,1110,0.006644809000000001
46,1108,0.006479601999999999
47,1106,0.004934119
48,1104,0.003005297
49,1102,0.002127133
50,1100,0.002710432
51,1098,0.004743893
52,1096,0.007049004
53,1094,0.0076987869999999995
54,1092,0.005830239
55,1090,0.001103059
56,1088,-0.005477607
57,1086,-0.012014476999999999
58,1084,-0.017060686000000002
59,1082,-0.019008388
60,1080,-0.017834782
61,1078,-0.014547738000000001
62,1076,-0.009880936
63,1074,-0.0053200109999999995
64,1072,-0.001506137
65,1070,0.001302002
66,1068,0.003065519
67,1066,0.00453361
68,1064,0.005385627
69,1062,0.0054953580000000005
70,1060,0.005127125
71,1058,0.003910845
72,1056,0.002101189
73,1054,-0.000239336
74,1052,-0.0027147
75,1050,-0.0047953629999999995
76,1048,-0.00667935
77,1046,-0.007635291
78,1044,-0.007411173
79,1042,-0.006311318000000001
80,1040,-0.004640791
81,1038,-0.003363306
82,1036,-0.002675673
83,1034,-0.002713693
84,1032,-0.003355484
85,1030,-0.0036774090000000004
86,1028,-0.00380992
87,1026,-0.003648326
88,1024,-0.0033266259999999996
89,1022,-0.0030310209999999996
90,1020,-0.002129596
91,1018,-0.0008885280000000001
92,1016,0.000650093
93,1014,0.002548022
94,1012,0.004056257
95,1010,0.00527672
96,1008,0.006060223000000001
97,1006,0.00661162
98,1004,0.007013409
99,1002,0.0064654859999999995
100,1000,0.005235965
101,998,0.003490021
102,996,0.00107727
103,994,-0.0012036660000000002
104,992,-0.0028842959999999997
105,990,-0.0030653290000000003
106,988,-0.001699365
107,986,0.000499038
108,984,0.00305308
109,982,0.004722278
110,980,0.00483154
111,978,0.003660427
112,976,0.001466267
113,974,-0.0006472
114,972,-0.002469816
115,970,-0.0037106440000000004
116,968,-0.004111344
117,966,-0.004110055
118,964,-0.0035388729999999997
119,962,-0.0024624779999999997
120,960,-0.001037451
121,958,0.001027118
122,956,0.002895132
123,954,0.004536619
124,952,0.005589602
125,950,0.0056938480000000005
126,948,0.005456056999999999
127,946,0.004804455
128,944,0.003926876
129,942,0.003075325
130,940,0.0016833470000000002
131,938,0.00044104800000000004
132,936,-0.000556565
133,934,-0.000849652
134,932,-5.713e-05
135,930,0.0009242569999999999
136,928,0.00175525
137,926,0.0019163070000000001
138,924,0.000798213
139,922,-0.00100197
140,920,-0.00325346
141,918,-0.004942436
142,916,-0.005658074
143,914,-0.005382844
144,912,-0.0037216159999999996
145,910,-0.0014169220000000001
146,908,0.000917143
147,906,0.002843965
148,904,0.0036400190000000004
149,902,0.00383127
150,900,0.003234165
